"";"x"
"1829";1497
"1830";4
"1831";406
"1832";10
"1833";401
"1834";78
"1835";1493
"1836";1489
"1837";1488
"1838";1486
"1839";229
"1840";1485
"1841";1479
"1842";1480
"1843";330
"1844";1478
"1845";1476
"1846";1473
"1847";1472
"1848";96
"1849";4
"1850";1498
"1851";1469
"1852";290
"1853";487
"1854";1465
"1855";9
"1856";1463
"1857";278
"1858";1458
"1859";410
"1860";410
"1861";512
"1862";1
"1863";1
"1864";1
"1865";1
"1866";1
"1867";1
"1868";1
"1869";174
"1870";1440
"1871";412
"1872";1438
"1873";419
"1874";4
"1875";327
"1876";416
"1877";327
"1878";17
"1879";1434
"1880";1
"1881";16
"1882";4
"1883";4
"1884";4
"1885";422
"1886";1423
"1887";1422
"1888";2044
"1889";2045
"1890";1421
"1891";506
"1892";1416
"1893";1413
"1894";59
"1895";1411
"1896";222
"1897";420
"1898";1406
"1899";1407
"1900";288
"1901";4
"1902";4
"1903";1399
"1904";1395
"1905";1397
"1906";2088
"1907";1391
"1908";536
"1909";1400
"1910";42
"1911";1385
"1912";420
"1913";1383
"1914";49
"1915";49
"1916";49
"1917";49
"1918";49
"1919";197
"1920";2137
"1921";1370
"1922";504
"1923";1376
"1924";504
"1925";1369
"1926";1368
"1927";79
"1928";1404
"1929";4
"1930";42
"1931";42
"1932";42
"1933";1363
"1934";31
"1935";1361
"1936";4
"1937";4
"1938";221
"1939";1357
"1940";1
"1941";1359
"1942";1360
"1943";1364
"1944";294
"1945";245
"1946";245
"1947";245
"1948";1354
"1949";30
"1950";1355
"1951";1351
"1952";1352
"1953";1350
"1954";1348
"1955";1345
"1956";1347
"1957";1349
"1958";1365
"1959";150
"1960";1340
"1961";4
"1962";1336
"1963";1338
"1964";1339
"1965";1332
"1966";73
"1967";1333
"1968";1328
"1969";1325
"1970";1327
"1971";1344
"1972";4
"1973";4
"1974";4
"1975";501
"1976";501
"1977";1318
"1978";1316
"1979";426
"1980";426
"1981";16
"1982";16
"1983";1315
"1984";36
"1985";1324
"1986";1334
"1987";1366
"1988";427
"1989";431
"1990";1311
"1991";1312
"1992";1314
"1993";1308
"1994";6
"1995";115
"1996";1307
"1997";1305
"1998";1302
"1999";1301
"2000";1309
"2001";147
"2002";137
"2003";137
"2004";500
"2005";87
"2006";1296
"2007";1295
"2008";499
"2009";319
"2010";1293
"2011";1313
"2012";1291
"2013";1292
"2014";1289
"2015";73
"2016";1290
"2017";1285
"2018";29
"2019";1287
"2020";1288
"2021";158
"2022";158
"2023";143
"2024";143
"2025";433
"2026";4
"2027";16
"2028";111
"2029";111
"2030";1280
"2031";1281
"2032";300
"2033";238
"2034";238
"2035";326
"2036";4
"2037";4
"2038";4
"2039";4
"2040";1274
"2041";4
"2042";4
"2043";86
"2044";86
"2045";1269
"2046";1270
"2047";1266
"2048";1267
"2049";1261
"2050";356
"2051";1260
"2052";1259
"2053";63
"2054";63
"2055";1255
"2056";11
"2057";11
"2058";16
"2059";16
"2060";114
"2061";1249
"2062";225
"2063";1247
"2064";70
"2065";79
"2066";1244
"2067";1243
"2068";1246
"2069";502
"2070";1240
"2071";1238
"2072";79
"2073";1235
"2074";1236
"2075";1237
"2076";1241
"2077";1230
"2078";1232
"2079";1227
"2080";1224
"2081";1223
"2082";1226
"2083";258
"2084";258
"2085";219
"2086";321
"2087";108
"2088";42
"2089";1218
"2090";4
"2091";270
"2092";270
"2093";1217
"2094";97
"2095";97
"2096";9
"2097";32
"2098";4
"2099";32
"2100";35
"2101";9
"2102";4
"2103";1207
"2104";4
"2105";9
"2106";120
"2107";1206
"2108";1203
"2109";187
"2110";1200
"2111";1202
"2112";1197
"2113";1196
"2114";1195
"2115";1199
"2116";1209
"2117";1193
"2118";1192
"2119";1191
"2120";211
"2121";1188
"2122";1186
"2123";1190
"2124";1181
"2125";1180
"2126";32
"2127";1179
"2128";285
"2129";176
"2130";258
"2131";6
"2132";1367
"2133";4
"2134";1173
"2135";4
"2136";199
"2137";363
"2138";1168
"2139";24
"2140";1166
"2141";1164
"2142";45
"2143";459
"2144";99
"2145";99
"2146";99
"2147";99
"2148";99
"2149";99
"2150";99
"2151";1157
"2152";1159
"2153";1155
"2154";1156
"2155";152
"2156";152
"2157";318
"2158";379
"2159";1152
"2160";457
"2161";247
"2162";1147
"2163";1148
"2164";14
"2165";4
"2166";248
"2167";19
"2168";198
"2169";1144
"2170";1143
"2171";198
"2172";198
"2173";198
"2174";198
"2175";198
"2176";444
"2177";444
"2178";51
"2179";51
"2180";51
"2181";446
"2182";446
"2183";51
"2184";51
"2185";51
"2186";51
"2187";51
"2188";51
"2189";51
"2190";51
"2191";51
"2192";51
"2193";51
"2194";1129
"2195";4
"2196";1127
"2197";157
"2198";1126
"2199";1125
"2200";51
"2201";1124
"2202";222
"2203";1130
"2204";1131
"2205";17
"2206";1121
"2207";449
"2208";445
"2209";221
"2210";1114
"2211";524
"2212";1112
"2213";509
"2214";509
"2215";179
"2216";165
"2217";165
"2218";7
"2219";1109
"2220";479
"2221";453
"2222";282
"2223";1107
"2224";1105
"2225";1104
"2226";4
"2227";1111
"2228";443
"2229";443
"2230";1100
"2231";9
"2232";17
"2233";1092
"2234";1093
"2235";108
"2236";4
"2237";1096
"2238";1083
"2239";1085
"2240";1081
"2241";1080
"2242";1082
"2243";4
"2244";1078
"2245";1075
"2246";1079
"2247";1074
"2248";286
"2249";286
"2250";13
"2251";1069
"2252";1070
"2253";1072
"2254";1068
"2255";105
"2256";105
"2257";4
"2258";1065
"2259";1066
"2260";217
"2261";14
"2262";1061
"2263";1060
"2264";1062
"2265";113
"2266";113
"2267";1058
"2268";1057
"2269";217
"2270";4
"2271";1051
"2272";1049
"2273";1048
"2274";1050
"2275";1053
"2276";1073
"2277";1087
"2278";4
"2279";227
"2280";21
"2281";227
"2282";1045
"2283";1041
"2284";1040
"2285";16
"2286";1039
"2287";1038
"2288";12
"2289";12
"2290";12
"2291";12
"2292";495
"2293";4
"2294";1033
"2295";429
"2296";1032
"2297";1036
"2298";452
"2299";1025
"2300";1024
"2301";44
"2302";68
"2303";68
"2304";152
"2305";1022
"2306";1018
"2307";465
"2308";465
"2309";1016
"2310";12
"2311";1015
"2312";1013
"2313";260
"2314";1012
"2315";273
"2316";1008
"2317";1009
"2318";531
"2319";422
"2320";1011
"2321";1005
"2322";251
"2323";16
"2324";93
"2325";1006
"2326";1007
"2327";1101
"2328";4
"2329";1175
"2330";40
"2331";36
"2332";236
"2333";236
"2334";236
"2335";236
"2336";998
"2337";996
"2338";997
"2339";1000
"2340";994
"2341";171
"2342";993
"2343";992
"2344";108
"2345";991
"2346";472
"2347";11
"2348";990
"2349";78
"2350";988
"2351";987
"2352";6
"2353";989
"2354";494
"2355";983
"2356";984
"2357";982
"2358";981
"2359";978
"2360";979
"2361";464
"2362";464
"2363";386
"2364";158
"2365";31
"2366";146
"2367";146
"2368";146
"2369";977
"2370";974
"2371";975
