id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-npre-unweighted-nimp,walktrap-npre-unweighted-imp,louvain-npre-unweighted-nimp,louvain-npre-unweighted-imp,infomap-npre-unweighted-nimp,infomap-npre-unweighted-imp
2820,1,routledge,routledge,92--3;0--429;0--7656;1--62159;0--203;0--7007;0--7146;0--7890;1--351;1--912282;0--8153;1--317;1--315;1--280;1--85743;1--138;0--415;1--299;0--582;1--56324;1--4724;1--134;0--7546;1--306;1--135;1--903240;1--4987;1--4106;0--367;1--59451;1--78353;1--136;1--84893;2--940222;1--4822;1--322,1973,2019,469,2,2,501,501,1,1
2823,1,routledge productivity press,routledge productivity press,1--351;1--138,2018,2019,2,2,2,501,501,1,1
2824,1,routledge taylor and francis,routledge taylor and francis,0--8153;1--317;0--415;1--315,2014,2018,3,2,2,501,501,1,1
2825,1,routledge taylor and francis group,routledge taylor and francis group,1--351;1--138;1--135;0--367;0--415;0--429;0--8153;1--317;0--203;1--4724;1--84893;1--315;0--205;1--4822,2006,2019,65,2,2,501,501,1,1
2826,1,routledgecurzon,routledgecurzon,0--415,2006,2006,1,2,2,501,501,1,1
2827,1,routledgefalmer,routledgefalmer,0--415;0--7494;0--203;1--135,2002,2005,3,2,2,501,501,1,1
2828,1,routledgw,routledgw,1--351,2017,2017,1,2,2,501,501,1,1
2829,1,routlege taylor and francis group,routlege taylor and francis group,1--138,2018,2018,1,2,2,501,501,1,1
3070,1,spon press,spon press,0--415,2011,2011,1,2,2,501,501,1,1
3189,1,taylor and francis,taylor and francis,1--351;0--415;0--429;1--317;0--203;1--315;1--4822,1998,2018,9,2,2,501,501,1,1
3190,1,taylor and francis group,taylor and francis group,1--351;1--4987;0--415;1--317;0--203;1--315,2000,2018,5,2,2,501,501,1,1
3191,1,taylor and francis group an informa business,taylor and francis group an informa business,1--138,2017,2017,1,2,2,501,501,1,1
3202,1,technomic pub,technomic pub,1--4822,2002,2002,1,2,2,501,501,1,1
3219,1,theatre arts books routledge,theatre arts books routledge,1--315,1998,1998,1,2,2,501,501,1,1
73,1,adlard coles nautical,adlard coles nautical,1--4729,2016,2016,1,3,3,268,268,117,111
183,1,and c black,and c black,0--7136;0--393;1--4081,1986,2008,3,3,3,268,268,144,143
447,1,bloomsbury,bloomsbury,0--567;1--4411;1--4742;1--59990;1--4729;1--63286;1--4725;0--7475;1--4088,2002,2016,20,3,3,268,268,5,6
448,1,bloomsbury academic,bloomsbury academic,1--62892;1--350;1--306;1--4742;1--4965;1--78093;1--84966;0--8264;1--5013;1--62403;1--4725;1--4411,2003,2019,46,3,3,268,268,5,6
449,1,bloomsbury academic bloomsbury publishing plc,bloomsbury academic bloomsbury publishing plc,1--350,2019,2019,7,3,3,268,268,5,6
450,1,bloomsbury academic publishing plc,bloomsbury academic publishing plc,1--4725,2016,2016,1,3,3,268,268,5,6
451,1,bloomsbury arden shakespeare,bloomsbury arden shakespeare,1--4725;1--904271;1--4742,2016,2017,3,3,3,268,268,5,6
453,1,bloomsbury bloomsbury academic,bloomsbury bloomsbury academic,1--4725;1--4742,2017,2017,1,3,3,268,268,5,6
455,1,bloomsbury circus,bloomsbury circus,1--62040;1--4088,2015,2015,1,3,3,268,268,252,250
456,1,bloomsbury education,bloomsbury education,1--4729;1--4081,2011,2016,2,3,3,268,268,117,111
457,1,bloomsbury methuen drama,bloomsbury methuen drama,1--4725;1--350;1--4081,2015,2017,3,3,3,268,268,5,6
458,1,bloomsbury natural history,bloomsbury natural history,1--4729,2017,2017,1,3,3,268,268,117,111
459,1,bloomsbury press,bloomsbury press,1--4088;1--60819,2010,2015,2,3,3,268,268,252,250
460,1,bloomsbury publishing,bloomsbury publishing,1--63286,2018,2018,1,3,3,268,268,5,6
461,1,bloomsbury publishing inc,bloomsbury publishing inc,1--62892;1--5013;1--63557,2014,2019,5,3,3,268,268,254,252
462,1,bloomsbury publishing plc,bloomsbury publishing plc,1--5099;0--567;1--350;1--4742;1--4965;1--78093;1--4081;1--84966;1--4729;1--904271;1--62403;1--4725;1--4088,2014,2018,31,3,3,268,268,5,6
464,1,bloomsbury sigma,bloomsbury sigma,1--4729,2017,2017,1,3,3,268,268,117,111
465,1,bloomsbury sport,bloomsbury sport,1--4729,2018,2018,1,3,3,268,268,117,111
466,2,bloomsbury t and t clark;;bloomsbury tandt clark,bloomsbury t and t clark;;bloomsbury tandt clark,0--567,2013,2018,7,3,3,268,268,5,6
467,1,bloomsbury visual arts,bloomsbury visual arts,1--4725;1--4742,2017,2019,3,3,3,268,268,5,6
468,1,bloomsbury visual arts bloomsbury publishing plc,bloomsbury visual arts bloomsbury publishing plc,1--350,2018,2019,2,3,3,268,268,5,6
469,1,bloomsbury wildlife,bloomsbury wildlife,1--4729,2018,2018,1,3,3,268,268,117,111
515,1,bpp,bpp,0--7636,2017,2017,1,3,3,268,268,38,38
603,1,candlewick press,candlewick press,1--4965;0--7636;0--329;1--56402;1--5362;1--4131,1994,2019,27,3,3,268,268,38,38
732,1,christopher helm,christopher helm,1--4081,2013,2013,1,3,3,268,268,5,6
807,1,continuum,continuum,0--8044;0--8264;1--4411,1981,2012,11,3,3,268,268,5,6
1181,1,fairchild books,fairchild books,1--62892;1--5013,2014,2016,3,3,3,268,268,254,252
1210,1,featherstone,featherstone,1--4729,2017,2017,1,3,3,268,268,117,111
1211,1,featherstone education,featherstone education,1--4729,2014,2015,2,3,3,268,268,117,111
1272,1,frederick ungar publishing co,frederick ungar publishing co,0--8044,1952,1952,1,3,3,268,268,5,6
2318,1,nosy crow,nosy crow,0--85763;1--78800;0--7636,2015,2018,4,3,3,268,268,38,38
2738,1,rare bird books,rare bird books,1--945572;1--4965,2017,2017,2,3,3,268,268,38,38
3126,1,stone arch books,stone arch books,1--4965,2019,2019,2,3,3,268,268,38,38
3170,1,t and t clark,t and t clark,0--567;1--4411,1997,2010,7,3,3,268,268,5,6
3171,1,t and t clark international,t and t clark international,0--567;0--8264,2005,2005,1,3,3,268,268,5,6
3206,1,templar books,templar books,0--7636;1--4965,2015,2019,2,3,3,268,268,38,38
3461,1,vireo book,vireo book,1--945572;1--4965,2017,2017,2,3,3,268,268,38,38
87,1,agu american geophysical union,agu american geophysical union,1--118,2015,2015,1,4,4,955,955,3,3
140,1,american geophysical union,american geophysical union,1--118,1990,1990,1,4,4,955,955,3,3
443,2,blackwell pub;;blackwell publishing,blackwell pub;;blackwell publishing,0--470,2005,2006,3,4,4,955,955,3,3
446,1,blackwell science,blackwell science,0--470;1--4443;0--86542,1996,2003,3,4,4,955,955,3,3
657,1,ccps,ccps,1--118,2014,2014,1,4,4,955,955,3,3
760,1,cliff notes,cliff notes,0--8220,1993,1993,1,4,4,955,955,623,620
761,1,cliffs notes,cliffs notes,0--8220,1990,1990,1,4,4,955,955,623,620
1043,1,e horwood,e horwood,0--85312;0--470,1982,1984,2,4,4,955,955,2215,2213
1280,1,frommer's,frommer's,0--470;1--118,2008,2008,1,4,4,955,955,3,3
1499,1,hawthorn books,hawthorn books,0--470,2004,2004,1,4,4,955,955,3,3
1610,1,hungry minds,hungry minds,0--7645,2001,2001,2,4,4,955,955,3,3
1611,1,hunter house,hunter house,1--63026;0--89793,2014,2014,1,4,4,955,955,345,346
1637,1,ieee press,ieee press,1--283;1--119;1--118,2013,2016,2,4,4,955,955,3,3
1638,1,ieee press standards information network,ieee press standards information network,1--118,2008,2008,1,4,4,955,955,3,3
1664,1,indiana university press,indiana university press,1--282;0--253,1973,2019,15,4,4,955,955,3,3
1685,1,institute of electrical and electronics engineers,institute of electrical and electronics engineers,0--471;0--7381,1991,2014,2,4,4,955,955,2217,2214
1728,1,israel program for scientific translations,israel program for scientific translations,0--470,1973,1973,1,4,4,955,955,3,3
1729,1,iste,iste,1--118;1--84821;0--470;1--282;1--119,2008,2014,10,4,4,955,955,3,3
1732,1,iste ltd,iste ltd,1--78630;1--84821;1--119;1--118,2014,2019,7,4,4,955,955,3,3
1767,2,j wiley;;john wiley,j wiley;;john wiley,0--7303;0--471;0--470;1--119;0--7645,1974,2019,12,4,4,955,955,3,3
1768,2,j wiley and sons;;john wiley and sons,j wiley and sons;;john wiley and sons,0--8220;1--118;0--471;0--470;1--4443;1--63026;1--119,1983,2019,27,4,4,955,955,3,3
1803,1,john wiley and son ltd,john wiley and son ltd,1--119,2018,2018,1,4,4,955,955,3,3
1804,2,john wiley and sons inc;;john wiley and sons incorporated,john wiley and sons inc;;john wiley and sons incorporated,0--471;0--470;1--119;1--118,1999,2019,31,4,4,955,955,3,3
1805,1,john wiley and sons ltd,john wiley and sons ltd,0--470;1--4443;1--119;1--118,2010,2017,15,4,4,955,955,3,3
1806,1,john wiley dunod,john wiley dunod,0--470,2007,2007,1,4,4,955,955,3,3
1817,1,jossey bass,jossey bass,0--470;0--7879,2006,2009,2,4,4,955,955,2216,3
1874,1,kodansha,kodansha,0--470,1974,1974,1,4,4,955,955,3,3
3163,1,sybex wiley,sybex wiley,1--119,2017,2017,1,4,4,955,955,3,3
3310,1,turner publishing company,turner publishing company,1--63026;0--89793,2014,2014,1,4,4,955,955,345,346
3566,1,wiley,wiley,1--4051;1--118;0--471;1--299;0--470;1--62198;1--280;1--119,1965,uuuu,47,4,4,955,955,3,3
3568,1,wiley and sons,wiley and sons,0--471,1972,1972,1,4,4,955,955,3,3
3569,1,wiley blackwell,wiley blackwell,1--283;1--4051;1--306;1--118;1--57331;0--470;1--4443;1--282;1--119;1--322,2009,2018,33,4,4,955,955,3,3
3570,1,wiley bloomberg press,wiley bloomberg press,1--119,2016,2016,1,4,4,955,955,3,3
3571,1,wiley ieee press,wiley ieee press,1--118,2011,2011,1,4,4,955,955,3,3
3572,1,wiley interscience,wiley interscience,0--471;1--280;1--118,1970,2013,3,4,4,955,955,3,3
3573,2,wiley pub inc;;wiley publishing inc,wiley pub inc;;wiley publishing inc,0--470;1--118,2009,2010,2,4,4,955,955,3,3
3574,1,wileys,wileys,1--118,2014,2014,1,4,4,955,955,3,3
3638,1,wrox,wrox,1--119;1--118,2014,2015,2,4,4,955,955,3,3
639,1,cascade books,cascade books,1--62564;1--4982;1--5326;1--62032,2013,2019,9,5,5,2008,2008,44,67
1775,1,james clarke and co,james clarke and co,0--227,2010,2010,1,5,5,2008,2008,44,345
2564,1,pickwick publications,pickwick publications,0--227;1--4982;1--61097,2013,2015,2,5,5,2008,2008,44,345
2775,1,resource publications,resource publications,1--60899;1--5326,2010,2016,2,5,5,2008,2008,44,67
3596,1,wipf and stock,wipf and stock,1--57910;1--4982;1--5326,2002,2018,4,5,5,2008,2008,44,67
3597,1,wipf and stock publishers,wipf and stock publishers,1--60899;1--4982,2010,2016,2,5,5,2008,2008,44,67
286,1,audiogo,audiogo,1--4713,2012,2012,1,6,6,1823,1823,611,609
287,1,audiogo ltd,audiogo ltd,1--4084;1--4713,2011,2013,2,6,6,1823,1823,611,609
373,1,bbc audiobooks,bbc audiobooks,1--4084;1--59722;1--4056;0--7862,2005,2010,13,6,6,1823,1823,18,19
577,1,by amy clipston,by amy clipston,1--4104,2015,2015,1,6,6,1823,1823,18,19
1233,1,five star,five star,1--4104;0--7862,1992,2004,2,6,6,1823,1823,18,19
1303,1,gale cengage learning,gale cengage learning,0--684;1--4104;1--4103;1--59722;1--59413;1--57302,2008,2018,13,6,6,1823,1823,18,19
1560,1,hodder and stoughton,hodder and stoughton,1--4736;0--07;0--340;1--4056,1968,2018,14,6,6,1823,1823,27,26
3234,1,thomson,thomson,1--59413,2007,2007,1,6,6,1823,1823,18,19
3241,1,thorndike,thorndike,1--4084;1--4711;1--4104,2008,2012,4,6,6,1823,1823,18,19
3242,1,thorndike press,thorndike press,0--7862;1--4458;1--4104;0--89621;1--4084;1--59413;1--4328,1980,2018,29,6,6,1823,1823,18,19
3243,1,thorndike press large print,thorndike press large print,1--4328;1--4104,2016,2017,2,6,6,1823,1823,18,19
3501,1,walker large print,walker large print,1--4104,2003,2003,1,6,6,1823,1823,18,19
3553,1,wheeler,wheeler,1--59722,2006,2006,1,6,6,1823,1823,18,19
3554,2,wheeler pub;;wheeler publishing,wheeler pub;;wheeler publishing,0--399;1--4104;1--58724,2004,2015,5,6,6,517,517,18,19
3592,1,windsor paragon,windsor paragon,1--4084,2010,2010,1,6,6,1823,1823,18,19
8,1,37 ink atria,37 ink atria,1--5011,2018,2018,1,7,7,1688,1688,8,4
12,1,4th estate,4th estate,0--00,2018,2018,1,7,7,832,832,35,27
13,2,a a knopf;;alfred a knopf,a a knopf;;alfred a knopf,0--679;0--525;0--307;0--553;0--375;0--394;1--9848;1--4000;0--440,1980,2019,16,7,7,517,517,9,11
32,1,abc clio llc,abc clio llc,1--4408;1--61069;0--06,2015,2018,10,7,7,832,832,4,55
41,1,abington publishing,abington publishing,1--84569,1994,1994,1,7,7,1629,1629,47,45
48,1,academic press,academic press,1--4832;0--08;1--5225;0--12,1962,2019,51,7,7,1629,1629,37,36
49,1,academic press inc,academic press inc,1--4831;1--4832,1950,1973,5,7,7,1629,1629,37,36
50,1,academic press limited,academic press limited,1--4832,1991,1991,1,7,7,1629,1629,37,36
58,1,ace,ace,1--101,2018,2018,1,7,7,517,517,75,101
59,1,ace books,ace books,0--88103;0--441;0--425,1978,2015,6,7,7,1274,1274,21,22
60,1,ace fantasy books,ace fantasy books,0--441,1984,1986,2,7,7,1274,1274,21,22
61,1,acorn scholastic inc,acorn scholastic inc,1--338,2019,2019,1,7,7,1274,1274,42,42
77,1,advance publishers,advance publishers,1--57973;1--59961;1--4169,2009,2009,1,7,7,1688,1688,141,140
99,1,aladdin,aladdin,0--689;1--4424;0--02;1--4814,1986,2018,8,7,7,1688,1688,11,10
100,1,aladdin books,aladdin books,0--689,1987,1987,2,7,7,1688,1688,11,10
101,1,aladdin paperbacks,aladdin paperbacks,0--689;0--7587;0--671;1--4169;1--4156;0--7857,1987,2008,6,7,7,1688,1688,11,10
141,1,american girl,american girl,0--606;1--60744;1--4287;1--60958;1--59369;1--4395;1--5182,2007,2017,2,7,7,1274,1274,31,18
144,1,american legacy,american legacy,0--517,1988,1988,1,7,7,517,517,41,41
176,1,amsco,amsco,0--87720,1980,1980,1,7,7,517,517,97,93
181,1,anchor books,anchor books,0--307;0--385;1--299,1962,2011,6,7,7,517,517,63,115
182,1,anchor press doubleday,anchor press doubleday,0--385,1977,1977,1,7,7,517,517,12,13
192,1,angus and robertson,angus and robertson,0--207,1981,1982,2,7,7,832,832,62,117
193,1,angus and robertson publishers,angus and robertson publishers,0--207,1982,1982,1,7,7,832,832,62,117
223,1,archway paperback,archway paperback,1--4814,2013,2013,1,7,7,1688,1688,11,10
241,1,arrow books,arrow books,0--09,1985,2016,5,7,7,517,517,61,59
245,1,arthur a levine books,arthur a levine books,0--545;1--338,2013,2019,2,7,7,1274,1274,42,42
261,1,aspect,aspect,0--446,2004,2004,1,7,7,517,517,59,57
275,1,atheneum,atheneum,0--689,1975,1986,4,7,7,1688,1688,11,10
276,1,atheneum books for young readers,atheneum books for young readers,1--4424;1--4169,2009,2018,3,7,7,1688,1688,11,10
280,1,atria,atria,0--7434,2003,2003,1,7,7,1688,1688,103,120
281,1,atria 37 ink,atria 37 ink,1--4767,2015,2015,1,7,7,1688,1688,8,4
282,1,atria books,atria books,1--5011,2018,2018,2,7,7,1688,1688,8,4
283,1,atria paperback,atria paperback,1--5011;1--58270,2015,2018,2,7,7,1688,1688,8,4
305,1,avery,avery,0--525,2018,2018,1,7,7,517,517,71,121
311,1,avon,avon,0--380;0--06;0--00;1--4201,1973,2013,10,7,7,832,832,4,8
312,1,avon books,avon books,0--380;0--671;0--06;1--4169,1974,2018,23,7,7,1688,1688,4,8
320,1,back bay books little brown,back bay books little brown,0--316,2007,2007,1,7,7,1274,1274,51,49
321,1,back bay books little brown and company,back bay books little brown and company,0--316,2015,2018,3,7,7,1274,1274,51,49
324,1,baen,baen,1--4516;0--671,1995,2012,3,7,7,1688,1688,76,4
325,1,baen enterprises,baen enterprises,0--671,1990,1990,1,7,7,1688,1688,76,4
333,1,ballantine,ballantine,0--345;0--449,1964,2001,10,7,7,517,517,34,33
334,1,ballantine books,ballantine books,1--68324;0--345;0--8041;1--299;0--613;0--449;0--399;1--101;0--356;0--7434;0--00,1969,2019,44,7,7,517,517,34,33
335,1,ballantine books trade paperbacks,ballantine books trade paperbacks,0--345,2010,2010,1,7,7,517,517,34,33
336,1,ballentine books,ballentine books,0--345;0--449,1996,2011,3,7,7,517,517,34,33
338,1,balzer bray,balzer bray,0--06,2013,2018,2,7,7,832,832,4,8
342,1,bantam,bantam,0--7181;0--689;0--7704;0--553;3--453;1--4424,1969,1992,11,7,7,1688,1688,11,10
343,1,bantam books,bantam books,1--4517;0--553;0--8041;1--299;0--15;0--13;0--87720;1--4176;0--440,1956,2016,44,7,7,517,517,97,93
344,1,bantam dell,bantam dell,0--553,2004,2004,1,7,7,517,517,53,51
345,1,bantam doubleday dell books for young readers,bantam doubleday dell books for young readers,0--440,1987,1999,2,7,7,517,517,12,13
346,1,bantam doubleday dell pub group,bantam doubleday dell pub group,0--385,1989,1989,1,7,7,517,517,12,13
355,1,bard,bard,0--380,1999,1999,1,7,7,832,832,4,8
383,1,beginner books,beginner books,0--394,2002,2003,2,7,7,517,517,9,11
386,1,bellwether media,bellwether media,1--62617;0--531,2016,2019,6,7,7,1274,1274,96,61
395,1,berkely,berkely,0--515,1985,1985,1,7,7,1274,1274,83,74
396,1,berkley,berkley,0--441;0--425,1972,1990,5,7,7,1274,1274,21,22
397,1,berkley books,berkley books,0--698;0--515;0--425,1983,2014,15,7,7,1274,1274,126,125
400,1,berkley prime crime,berkley prime crime,0--425;0--451,1996,2018,9,7,7,1274,1274,52,50
401,1,berkley pub,berkley pub,0--515,2010,2010,1,7,7,1274,1274,83,74
402,1,berkley pub co,berkley pub co,0--425,1977,1977,1,7,7,1274,1274,21,22
403,1,berkley pub corp,berkley pub corp,0--425,1974,1974,1,7,7,1274,1274,21,22
404,2,berkley pub group;;berkley publishing group,berkley pub group;;berkley publishing group,0--441;0--399;0--515,1987,2001,4,7,7,1274,1274,21,22
405,1,berkley sensation,berkley sensation,1--4406;0--425;1--4362,2008,2015,3,7,7,1274,1274,624,622
412,1,bh newnes,bh newnes,0--7506,1992,1992,1,7,7,1629,1629,246,244
429,1,black dog and leventhal publishers,black dog and leventhal publishers,1--57912;0--316,1996,2018,3,7,7,1274,1274,51,49
433,1,black library,black library,1--84154;1--84970;0--7434;1--84416,2002,2014,3,7,7,1688,1688,103,120
472,1,blue sky press,blue sky press,0--545,2007,2007,1,7,7,1274,1274,42,42
474,1,bluebird books for life,bluebird books for life,1--5098,2017,2017,1,7,7,1440,1440,195,193
482,1,bodley head,bodley head,0--670;1--78230;1--84792;0--465,1973,2015,3,7,7,1274,1274,125,124
484,1,bonanza books,bonanza books,0--517,1979,1979,1,7,7,517,517,41,41
498,1,bookwright,bookwright,0--531,1988,1988,1,7,7,1274,1274,96,61
499,1,bookwright press,bookwright press,0--531,1986,1990,2,7,7,1274,1274,96,61
503,1,borough press,borough press,0--00,2018,2018,1,7,7,832,832,35,27
516,1,bradbury press,bradbury press,0--02,1985,1985,1,7,7,1688,1688,54,37
518,1,branches scholastic inc,branches scholastic inc,1--338,2018,2018,1,7,7,1274,1274,42,42
544,1,broadway books,broadway books,0--307;0--7679,2001,2008,2,7,7,517,517,63,68
545,1,broadway paperbacks,broadway paperbacks,0--307,2010,2011,2,7,7,517,517,63,68
572,1,butterworth heineman,butterworth heineman,0--89397;0--7506,1990,1990,1,7,7,1629,1629,246,244
573,1,butterworth heinemann,butterworth heinemann,0--08;0--12;0--7506,1992,2018,10,7,7,1629,1629,246,244
575,1,butterworth scientific ltd,butterworth scientific ltd,1--4831,1985,1985,1,7,7,1629,1629,37,36
584,1,c potter,c potter,0--517;1--4000,1995,2001,2,7,7,517,517,41,41
609,1,capricorn books,capricorn books,0--399,1974,1976,2,7,7,517,517,21,22
610,1,capstone,capstone,1--4342;0--85708,2012,2015,2,7,7,832,832,187,186
635,1,cartwheel books,cartwheel books,0--545;1--338,2011,2019,3,7,7,1274,1274,42,42
636,1,cartwheel books scholastic inc,cartwheel books scholastic inc,0--545,2017,2017,1,7,7,1274,1274,42,42
643,1,cassell,cassell,0--304;0--665;0--02;0--00,1977,2003,4,7,7,1688,1688,607,37
676,1,century,century,1--84605;0--09,2010,2010,1,7,7,517,517,61,59
684,1,chandos publishing,chandos publishing,0--08,2018,2018,1,7,7,1629,1629,37,36
696,1,charter books,charter books,0--441,1986,1987,2,7,7,1274,1274,21,22
700,1,chatham river press,chatham river press,0--517,1984,1984,1,7,7,517,517,41,41
716,1,children's braille book club sponsored by national braille press inc,children's braille book club sponsored by national braille press inc,0--06,2008,2008,1,7,7,832,832,4,8
717,1,children's press,children's press,1--5490;0--531;0--516,1980,2019,4,7,7,1274,1274,346,61
718,1,childrens press,childrens press,0--516,1992,1992,1,7,7,1274,1274,346,61
744,1,clarendon,clarendon,0--19,1988,1988,1,7,7,828,828,60,58
745,1,clarendon press,clarendon press,0--19,1968,2018,26,7,7,828,828,60,58
748,1,clarkson n potter,clarkson n potter,0--517,1974,1974,1,7,7,517,517,41,41
749,1,clarkson potter publishers,clarkson potter publishers,1--9848,2018,2018,1,7,7,517,517,53,51
768,1,collier books,collier books,0--684;0--02,1974,1987,3,7,7,1688,1688,54,37
770,1,collins,collins,0--88214;0--06;0--914629;0--00,1967,1997,10,7,7,832,832,614,613
771,1,collins educational,collins educational,0--00,2000,2000,1,7,7,832,832,35,27
772,1,collins fontana,collins fontana,0--00,1981,1981,1,7,7,832,832,35,27
834,1,coward mccann and geoghegan,coward mccann and geoghegan,0--698,1978,1978,1,7,7,1274,1274,126,125
850,1,cresent books,cresent books,0--517,1994,1994,1,7,7,517,517,41,41
853,1,crime club collins,crime club collins,0--451;1--57912;0--00,1968,1968,1,7,7,1274,1274,51,49
863,1,crown,crown,1--101,2017,2017,1,7,7,517,517,75,101
864,1,crown archetype,crown archetype,0--553,2015,2015,1,7,7,517,517,53,51
865,1,crown books for young readers,crown books for young readers,0--385,2017,2017,1,7,7,517,517,12,13
867,1,crown publishers,crown publishers,0--517;0--553;1--5247,1975,2018,5,7,7,517,517,53,51
868,1,crown publishing group,crown publishing group,1--9848,2018,2018,1,7,7,517,517,53,51
884,1,d mckay co,d mckay co,0--679,1976,1976,1,7,7,517,517,9,11
906,1,david fickling books,david fickling books,0--385,2007,2007,1,7,7,517,517,12,13
912,1,daw books inc,daw books inc,0--698;0--87997;0--7564,1982,2015,4,7,7,1274,1274,126,125
927,1,del rey ballantine,del rey ballantine,0--345,1998,1998,1,7,7,517,517,34,33
928,1,del rey ballantine books,del rey ballantine books,0--345,2007,2013,2,7,7,517,517,34,33
929,1,delacorte press,delacorte press,0--385;0--440,1987,2015,2,7,7,517,517,12,13
930,1,delacorte press seymour lawrence,delacorte press seymour lawrence,0--385;0--440,1979,1993,2,7,7,517,517,12,13
932,1,dell,dell,0--440;1--4481;0--385;0--915220,1977,2010,20,7,7,517,517,12,13
