"id","length","text","isbn_new","year_min","year_max","record","group"
473,1,"bureau of national affairs","1--57018","1998","2001",2,10
474,1,"burgee press","0--9863707","2018","2018",1,1299
475,1,"burleigh dodds science publishing","1--351;1--78676","2017","2017",2,379
476,1,"business and legal reports","1--55645","1999","1999",1,47
477,1,"business expert press","1--60649;1--947441","2011","2018",5,1296
478,1,"business science reference","1--5225","2017","2018",2,30
479,1,"buster books","1--78055","2014","2014",1,30
480,1,"butterworth-heinemann","0--08;0--7506","1994","2018",5,30
481,1,"butterworths","1--4831","1974","1974",1,1284
482,1,"butterworths group","1--4831","1971","1971",1,1279
483,1,"buttonwood press","0--9891462","2013","2013",1,1277
484,1,"bywater books","1--61294","2014","2014",1,1280
485,1,"c and t publishing","1--60705","2012","2012",1,207
486,1,"c and t publishing inc","1--61745","2017","2017",1,26
487,1,"c. hurst","0--7735","2014","2014",1,2
488,2,"c. scribner's sons;;charles scribner's sons","0--665;0--684","1981","1981",2,1258
489,1,"c.h. kelly","0--665","1982","1982",1,92
490,1,"c2 publishing","1--4776","2012","2012",1,92
491,1,"cab international","1--78064","2015","2015",1,1230
492,1,"cabi","1--78639;1--84593;1--78924;1--78064","2008","2018",9,1229
493,1,"cadogan guides","1--86011","2006","2006",1,184
494,1,"calico press","0--912714","1975","1975",1,1221
495,1,"calling god's tower ministries","0--8010","1986","1986",1,11
496,1,"cambridge academic","1--903499","2013","2013",1,346
497,1,"cambridge archive editions","1--139;1--316","2016","2016",1,1211
498,1,"cambridge scholars publishing","1--4438;1--5275","2014","2018",11,11
499,1,"cambridge scientific publishers","1--904868","2005","2005",1,1188
500,2,"cambridge univ. press;;cambridge university press","1--316;0--511;1--283;1--322;1--107;1--139;1--108;1--5108;0--521","1973","2019",217,1182
501,1,"camden house","1--57113","2014","2014",1,1181
502,1,"camp pope","1--929919","2016","2016",1,207
503,1,"campton","0--901615","1969","1969",1,1176
504,1,"canadian museum of civilization","0--7735","2013","2013",1,16
505,1,"candlestick pub","0--9627423","1992","1992",1,16
506,1,"candlewick","0--7636","2010","2010",1,1148
507,1,"candlewick press","0--7636;1--4287;1--4395;1--4177;1--56402;0--329","1996","2018",15,1146
508,1,"candr press","1--936196","2014","2014",1,1145
509,1,"cangrejo editores","958--8296","2015","2015",1,1147
510,1,"canongate","1--84195","2004","2007",2,1132
511,1,"cantata learning","1--68410","2019","2019",1,141
512,1,"canterbury press","1--84825","2015","2015",1,21
513,1,"cape","0--224","1970","1970",1,1126
514,1,"capstone","1--4846;1--9771","2018","2018",2,1125
515,1,"capstone books","0--7368","2000","2000",2,1121
516,1,"capstone press","1--4296","2010","2010",1,1137
517,1,"capstone young readers","1--68436","2018","2018",1,1119
518,1,"cardinal house publishing","0--9826472","2013","2013",1,1118
519,1,"career press inc","1--60163","2015","2015",1,370
520,1,"career pub","0--911744","1984","1984",1,2
521,1,"carl clegg","1--300","2013","2013",1,1108
522,1,"carleton","0--665","1982","1982",1,128
523,1,"carlton","1--85868","1999","1999",1,128
524,1,"carlton books","1--78097","2013","2013",1,1100
525,1,"carlton books limited","1--78097;1--78312","2013","2018",2,74
526,1,"carnegie-mellon university press","0--915604","1987","1987",1,212
527,1,"carol pub. group","0--8065;0--8184","1992","1994",2,1084
528,1,"carolina academic press","0--89089;1--59460;1--61163","1976","2014",4,19
529,1,"carpet bombing culture","1--908211","2018","2018",1,19
530,1,"carroll and graf","0--7867;0--88184","1985","2004",3,19
531,1,"carroll and graf pub","0--88184","1989","1989",1,1067
532,1,"carroll and graf publishers","0--88184","1989","1989",1,63
533,1,"carson-dellosa publishing company","1--62442","2013","2013",1,37
534,1,"cascade books","1--5326;1--4982","2017","2018",3,37
535,1,"casemate","1--61200","2012","2012",1,1050
536,1,"casemate publishers","1--78570;1--61200","2016","2019",4,132
537,1,"cassava republic press","1--911115","2016","2016",1,1048
538,1,"cassell","0--304","1997","1997",1,1046
539,1,"cassell illustrated","1--78840","2017","2017",1,1045
540,1,"castillo","607--463","2009","2009",1,404
541,1,"cathay books","0--86178","1984","1984",1,404
542,1,"catholic university of america","0--8132","2014","2014",1,1025
543,1,"catholic university of america press","0--8132","1998","2013",5,149
544,1,"cato institute","0--932790","1984","1984",1,149
545,1,"cavendish square","1--5026;1--62712","2014","2017",3,1016
546,1,"cavendish square publishing","1--5026","2019","2019",1,1015
547,1,"cayman isle entertainment. ltd","0--944052","1990","1990",1,1014
548,1,"cca wattis institute for contemporary arts","0--9849609","2018","2018",1,1013
549,1,"cda collaborative learning projects","0--9882544","2012","2012",1,1040
550,1,"celestial arts","0--89087","1990","1990",1,5
551,1,"cemetery dance publications","1--58767","2017","2017",1,5
552,1,"cengage","1--337","2018","2019",2,415
553,1,"cengage learning","1--4354;1--305;1--4737;1--337;1--133;1--285;1--111","2009","2019",22,5
554,1,"cengage learning australia","0--17","2011","2011",1,979
555,1,"cengage learning ptr","1--305","2015","2015",1,975
556,1,"center for albanian studies","0--9546041","2013","2013",1,976
557,1,"center for art in wood","0--9729943","2016","2016",1,11
558,1,"center for civil war photography","0--9785508","2003","2003",1,16
559,1,"center for process analytical chemistry","1--61782","2011","2011",1,18
560,1,"center for science and international affairs","0--8191","1990","1990",1,965
561,1,"center for strategic and international studies","1--4422","2014","2015",4,94
562,1,"center point","1--58547","1977","1977",1,957
563,1,"center point large print","1--64358;1--62899;1--61173;1--68324","2006","2019",12,94
564,1,"center point pub","1--60285","2008","2008",1,952
565,1,"centerpoint publishing","1--61173","2011","2011",1,949
566,1,"century publishing","0--941846","2014","2014",1,946
567,1,"chalice press","0--8272","2015","2015",1,944
568,1,"chambers and partners legal publishers","0--85514","2011","2011",1,261
569,1,"chancellor press","1--85152","1993","1993",1,262
570,1,"chandos publishing","1--78063;1--84334","2007","2016",3,262
571,1,"channel view publ.","1--84541","2013","2013",1,926
572,1,"channel view publications","1--84541","2014","2014",1,91
573,1,"chapman","0--225","1978","1978",1,916
574,1,"chapman and hall","94--009;0--412","1976","1996",5,62
575,1,"chardonian press","0--9897432","2016","2016",1,16
576,1,"charles henderson norman","1--5005","2016","2016",1,166
577,1,"charlesbridge","1--58089;1--5364","2014","2018",2,329
578,1,"charnwood","1--4448;0--7089","1982","2011",7,898
579,1,"chartwell","0--7858","2003","2003",1,896
580,1,"chatham bookseller","0--911860","1975","1975",1,46
581,1,"chatto and windus","0--7011","1970","1978",2,887
582,1,"checkerboard library","1--5321","2018","2018",1,113
583,1,"chelsea green pub. co","1--85623","2005","2005",1,113
584,1,"chelsea house","1--4381","2014","2014",1,30
585,1,"chelsea house publishers","0--7910;1--4381","2000","2005",2,256
586,1,"chemical industry press","0--12","2018","2018",1,254
587,1,"cherry lake publishing","1--63471;1--62431","2013","2016",2,254
588,1,"cherrytree","1--84234","2010","2010",1,876
589,1,"cherrytree books","1--84234","2009","2009",1,874
590,1,"cheryl murnane publishing","0--9903862","2015","2015",1,872
591,1,"chicago review press","1--56976","2011","2011",1,870
592,1,"chicago review press incorporated","1--61373","2019","2019",1,871
593,1,"chicago science group","1--59192","2011","2011",1,869
594,1,"chicken soup for the soul publishing llc","1--61159","2016","2016",1,189
595,1,"child's play","1--84643","2007","2009",2,416
596,1,"child's world","0--913778;1--59296;1--60253;1--5038","1991","2018",5,860
597,1,"children's book press","0--89239;1--4517","2007","2014",2,33
598,1,"childrens press","0--516","1986","1995",4,33
599,1,"chivers","0--86220;0--7451;0--7540","1986","1999",3,835
600,2,"chivers pr.;;chivers press","0--85119;0--7838;1--55504;0--89340;0--07;0--7540;0--7451;0--7862;0--7927;0--85046;1--4056","1982","2006",31,834
601,1,"christina lee and nyrae dawn","1--9763","2017","2017",1,308
602,1,"christopher publishing house","0--8158","1977","1977",1,831
603,1,"christopher wilkinson","1--5348","2016","2016",1,993
604,1,"chronicle books","0--8118","1993","1993",1,830
605,1,"chronicle books llc","1--4521","2016","2019",2,231
606,1,"church","0--9501803","1970","1970",1,825
607,1,"church of god school of ministry","0--87148;1--59684","2004","2004",1,162
608,1,"church of scientology of california","0--88404","1977","1977",1,823
609,1,"churchill livingstone","0--7020;0--443","2000","2014",3,816
610,1,"cico books","1--78249","2019","2019",1,817
611,1,"cider mill press book publishers","1--60433","2014","2014",1,1027
612,1,"cima","0--85732","2011","2011",1,853
613,1,"cinebook","1--84918","2014","2014",1,1034
614,1,"cinnamon and sugar press","0--9990688","2017","2017",1,9
615,1,"cisco","1--58720","2004","2004",1,74
616,1,"cistercian publications","0--87907","1977","1991",2,74
617,1,"citadel","0--8065","2005","2005",1,88
618,1,"citadel press","0--8065","1984","1984",1,16
619,1,"clarendon press","0--19","1961","2013",23,16
620,1,"clarion books","0--89919;0--547;0--380","1987","2010",2,1070
621,1,"clarkson potter","1--4000","2004","2004",1,786
622,1,"classic age publishing","0--620","2017","2017",1,776
623,1,"classical comics ltd","1--907127","2014","2014",1,1083
624,1,"clavis publishing","1--60537","2016","2016",1,773
625,1,"clb pub","0--86283","1992","1992",1,795
626,1,"clc publications","1--61958","2013","2013",1,3
627,1,"clever publishing","1--948418","2018","2018",1,769
628,1,"cliffs notes","0--8220","1997","1997",1,418
629,1,"clio press","1--85109","1994","1994",1,255
630,1,"clipper audio","1--4074","2008","2008",1,764
631,1,"clymer publications","0--89287","1988","1988",1,246
632,1,"cndp direction de l'édition","2--240","2014","2014",1,1123
633,1,"coastal education and research foundation (cerf)","1--891276","2005","2005",1,57
634,1,"cold spring harbor laboratory press","1--936113;1--62182","2014","2017",3,16
635,1,"collector books","0--89145","1995","2001",3,16
636,1,"college art association of america","1--59740","2006","2006",1,737
637,1,"collier books","0--02","1971","1993",8,16
638,1,"collins","0--00;0--394;0--583;0--06;0--261;0--02;0--246","1972","2018",10,61
639,1,"collins and brown","1--84340","2003","2003",1,1174
640,1,"collins lifestyle","0--380","2005","2005",1,721
641,1,"collusive publishing","0--692","2018","2018",1,204
642,1,"colonial williamsburg","0--910412","1983","1983",1,2
643,1,"colour library books ltd","1--85833","1993","1993",1,717
644,1,"columbia university press","0--231","1988","2018",4,714
645,1,"columbian book co","0--665","1981","1981",1,709
646,1,"committee to abolish prison slavery","0--910007","1982","1982",1,403
647,1,"commonwealth agricultural bureaux","0--85198","1979","1979",1,708
648,1,"commonwealth secretariat","1--84859","2018","2018",1,706
649,1,"community affairs legislation committee","1--76010","2017","2017",1,705
650,1,"computer confidence","1--57533","1995","1995",1,736
651,1,"computers and structures","0--923907","2010","2010",1,704
652,1,"conari press","1--57324","2000","2000",1,701
653,1,"concordia publishing house","0--570","1970","1970",1,6
654,1,"conscious discipline","1--889609","2001","2001",1,697
655,1,"constable","1--4721","2014","2014",1,695
656,1,"consultants bureau","0--306","1976","1976",1,7
657,1,"contemporary books","0--8092","2006","2006",1,7
658,1,"content design london","1--5272","2017","2017",1,7
659,1,"continuum","1--4411;1--85539;0--8264","1992","2012",9,678
660,1,"continuum international publishing","1--4411;1--306","2012","2012",1,673
661,1,"continuum international publishing group","1--4411;1--283","2012","2012",1,670
662,1,"conveyor equipment manufacturers association","1--891171","2009","2009",1,178
663,1,"cook ministry resources","612--55","1999","1999",1,178
664,1,"copper canyon press","1--55659","1998","1998",1,178
665,1,"corgi","0--552","1962","1962",1,257
666,1,"corgi book","0--552","1971","1971",1,650
667,1,"corgi books","0--552","1993","2014",4,52
668,1,"cork university press","1--78205;1--85918","2000","2013",2,52
669,1,"cornell university press","0--8014","1975","2015",6,640
670,1,"coronet","0--00;0--340","1975","2011",3,637
671,1,"coronet books","0--340","1974","1974",1,95
672,1,"corporate history.net","0--9847338","2018","2018",1,163
673,1,"corsair","1--84901","2011","2011",1,32
674,1,"cortina learning international","0--8050","1999","1999",1,36
675,1,"corwin","1--5063","2018","2018",1,388
676,1,"corwin press","0--8039","1983","1983",1,388
677,1,"cory thomas hutcheson","1--4912","2013","2013",1,655
678,1,"cosimo classics","1--60206","2007","2007",1,114
679,1,"cosimo inc","1--60206","2009","2009",1,1363
680,1,"council for exceptional children","0--86586","2015","2015",1,424
681,1,"counterpoint","1--64009;1--58243;1--61902","2010","2019",7,71
682,1,"countryman press","1--68268","2019","2019",1,71
683,1,"course technology","1--58450;1--59863","2007","2009",2,32
684,1,"covenant communications","1--5244;1--59811","2006","2016",2,14
685,1,"covenant communications inc","1--5244;1--68047","2015","2018",2,14
686,1,"cq press","1--4833","2001","2001",1,10
687,1,"crabtree publishing","1--4271;0--7787","2014","2016",2,10
688,1,"crabtree publishing company","1--4898;0--7787;1--4271","2009","2019",6,10
689,1,"crc","1--4200","2011","2011",1,10
690,1,"crc press","1--4822;1--4665;1--5231;1--4724;1--4398;1--317;1--306;1--84569;1--351;1--315;0--8493;1--4987;1--138;1--4200;1--62870","1978","2019",42,1491
691,1,"crc press llc","1--4987","2016","2016",1,36
692,1,"crc taylor and francis","1--4665","2012","2012",1,62
693,1,"create","1--121","2012","2012",1,219
694,2,"create space independent publishing platform;;createspace independent publishing platform","1--5056;1--5031;1--4910;1--5169;1--5076;1--5309;1--5007;1--5173;1--5396;1--9795;1--4936;0--9888542;1--5227;1--4953;1--9764;1--4937;1--4825;1--4810;1--4905;1--5303;1--4912","2013","2017",22,440
695,1,"createspace","1--4819;1--4750;1--4947;1--4774;1--4942;1--4679;1--4935;1--5214;1--5371;1--5005;1--4839","2008","2018",11,461
696,1,"createspace independent publishing","1--5088;1--5373;1--5446","2016","2017",3,176
697,1,"creative education and creative paperbacks","1--62832;1--60818","2018","2018",1,329
698,1,"creative enterprises","1--880675","1999","1999",1,427
699,1,"crescent books","0--517","1994","1994",1,453
700,1,"crestline","0--7858","2011","2013",2,452
701,1,"crimson romance","1--4405","1979","1979",1,31
702,1,"critical documents","0--9791412","2013","2013",1,380
703,1,"critical thinking co","1--60144","2012","2012",1,1877
704,1,"crooked lane books","1--62953","2016","2016",1,295
705,1,"cross river press","1--55859","1992","1992",1,295
706,1,"crossing press","0--89594","1989","1989",1,1866
707,1,"crossroad","0--8245","1981","1995",2,16
708,1,"crossroad publishing company","0--8245","2016","2016",1,176
709,1,"crossway books","1--4335","2003","2003",1,16
710,1,"crowell","0--690","1982","1982",1,16
711,1,"crown","1--5247;0--517","1977","2018",2,16
712,1,"crown business.","0--385","2015","2015",1,1837
713,1,"crown forum","0--307","2013","2013",1,318
714,1,"crown publishers","0--307","2011","2011",1,309
715,1,"crows nest publishing","0--9904151","2014","2014",1,1833
716,1,"crude detective","1--4974","2014","2014",1,1834
717,1,"crude detective publishing","1--5168","2015","2015",1,1827
718,1,"csa press","0--87707","1980","1980",1,1825
719,1,"csiro marine research","1--876996","2005","2005",1,1826
720,1,"csis (center for strategic and international studies)","1--4422","2015","2015",1,11
