id,length,text,publisher_pro,isbn_new,year_min,year_max,record,walktrap-pre-unweighted-nimp,walktrap-pre-unweighted-imp,louvain-pre-unweighted-nimp,louvain-pre-unweighted-imp,infomap-pre-unweighted-nimp,infomap-pre-unweighted-imp
1837,1,jeremy p tarcher,jeremy p tarcher,0--87477,1982,1982,1,1486,1486,1002,1002,1943,1964
1838,1,jessica kingsley publishers,jessica kingsley publishers,1--84905;1--85302;1--78450;1--78592;0--85700,1995,2019,10,229,229,1003,1003,163,160
1839,1,jewel press,jewel press,1--7321065,2018,2018,1,1485,1485,1004,1004,1401,1457
1840,1,jewish lights pub,jewish lights pub,1--879045,2006,2006,1,1479,1479,1005,1005,1402,2005
1841,1,jewish publication society,jewish publication society,0--8276,2003,2003,1,1480,1480,1006,1006,786,1965
1842,1,jewish theological seminary of america,jewish theological seminary of america,0--8052,1970,1970,1,330,330,1007,1007,535,457
3006,1,schocken books,schocken books,0--8052,1972,2017,2,330,330,1007,1007,535,457
1843,1,jg press world publications group,jg press world publications group,1--57215,2005,2005,1,1478,1478,1008,1008,1916,1458
1844,1,jj books,jj books,1--909661,2014,2014,1,1476,1476,1009,1009,1883,2195
1845,1,jk mcenroe,jk mcenroe,1--4538,2011,2011,1,1473,1473,1010,1010,1917,954
1846,1,jms books llc,jms books llc,1--63486,2017,2017,1,1472,1472,1011,1011,1884,1966
1849,1,john beaufoy publishing,john beaufoy publishing,1--912081,2018,2018,1,1498,1498,1012,1012,1403,955
1850,1,john beaufoy publishing limited,john beaufoy publishing limited,1--909612,2014,2014,1,1469,1469,1013,1013,1404,1459
1852,1,john blake,john blake,1--78606;1--78946,2016,2018,2,487,487,1014,1014,536,423
1853,1,john c spahn,john c spahn,1--5207,2017,2017,1,1465,1465,1015,1015,787,639
1855,1,john ellsworth,john ellsworth,1--5054,2015,2015,1,1463,1463,1016,1016,1405,1460
1857,1,john libbey eurotext,john libbey eurotext,2--7420,2008,2008,1,1458,1458,1017,1017,1406,956
1858,1,john libbey publishing,john libbey publishing,0--86196,2012,2012,1,410,410,1018,1018,537,542
1859,1,john libbey publishing ltd,john libbey publishing ltd,0--86196,2015,2015,1,410,410,1018,1018,537,542
1868,1,johns hopkins university press,johns hopkins university press,0--8018;1--4214,1974,2018,20,174,174,1019,1019,280,285
3593,1,w wilson center press,w wilson center press,0--8018,1999,1999,1,174,174,1019,1019,280,285
1869,1,johnson institute,johnson institute,1--56246,1998,1998,1,1440,1440,1020,1020,941,957
1870,1,johnson pub co,johnson pub co,0--933472;0--87485,1985,1992,2,412,412,1021,1021,538,425
1871,1,jojoba press,jojoba press,1--949471,2017,2017,1,1438,1438,1022,1022,1407,1461
1872,1,jolly fish press,jolly fish press,1--63163,2019,2019,1,419,419,1023,1023,539,543
2387,1,north star editions,north star editions,1--63163,2019,2019,1,419,419,1023,1023,539,543
1874,1,jones and bartlett,jones and bartlett,0--7637,2000,2000,1,327,327,1024,1024,418,544
1876,1,jones and bartlett publishers,jones and bartlett publishers,0--7637,2009,2009,1,327,327,1024,1024,418,544
1875,1,jones and bartlett learning,jones and bartlett learning,1--284;1--4496,2012,2018,6,416,416,1025,1025,540,545
1878,1,joseph reidhead and company publishers,joseph reidhead and company publishers,1--940777,2018,2018,1,1434,1434,1026,1026,1408,958
1884,1,joy of giving something inc,joy of giving something inc,1--59005,2008,2008,1,422,422,1027,1027,433,546
2318,1,nazraeli press,nazraeli press,1--59005,2008,2015,2,422,422,1027,1027,433,546
1885,1,jsa publishing,jsa publishing,0--9632616,2003,2003,1,1423,1423,1028,1028,1885,959
1886,1,juan de la cuesta,juan de la cuesta,1--58871,2016,2016,1,1422,1422,1029,1029,1409,960
1887,1,jumping cow press,jumping cow press,0--9801433,2018,2018,1,2044,2044,1030,1030,1410,961
1888,1,junior league of greenville,junior league of greenville,0--9608172,1994,1994,1,2045,2045,1031,1031,1411,1462
1889,1,jupiter books,jupiter books,0--904041,1975,1975,1,1421,1421,1032,1032,1412,1463
1890,1,juris,juris,1--57823;1--933833,2011,2013,2,506,506,1033,1033,419,547
1891,1,kalmbach pub,kalmbach pub,0--89024,1999,1999,1,1416,1416,1034,1034,1413,962
1892,1,kane miller book publishers,kane miller book publishers,1--933605,2007,2007,1,1413,1413,1035,1035,942,1464
1894,1,kaplan publishing,kaplan publishing,1--5062,2017,2017,1,1411,1411,1036,1036,2205,2196
1896,1,karen fraunfelder cantwell,karen fraunfelder cantwell,1--4537,2012,2012,1,420,420,1037,1037,541,548
1911,1,kenneth westrate,kenneth westrate,1--4537,2011,2011,1,420,420,1037,1037,541,548
1897,1,karen macinerney,karen macinerney,1--7205,2018,2018,1,1406,1406,1038,1038,788,963
1898,1,karl a minner,karl a minner,1--5348,2017,2017,1,1407,1407,1039,1039,1414,1465
1899,1,karnac,karnac,1--78241;1--85575;1--78220,2009,2018,2,288,288,1040,1040,302,307
1902,1,kaye and ward,kaye and ward,0--7182,1977,1977,1,1399,1399,1041,1041,1415,2122
1903,1,keep the faith,keep the faith,0--9912268,2015,2015,1,1395,1395,1042,1042,1416,1967
1904,1,kelsey publishing,kelsey publishing,0--944510,2018,2018,1,1397,1397,1043,1043,1417,964
1905,1,kendall green publications,kendall green publications,0--913580,1986,1987,2,2088,2088,1044,1044,2206,813
1906,1,kendall hunt pub co,kendall hunt pub co,0--8403,1991,1991,1,1391,1391,1045,1045,2034,1466
1907,1,kendall hunt publishing company,kendall hunt publishing company,1--5249;1--4652,2014,2017,3,536,536,1046,1046,420,549
1908,1,kenkra publishers,kenkra publishers,0--941522,1991,1991,1,1400,1400,1047,1047,943,1968
1910,1,kennesaw mountain historical association,kennesaw mountain historical association,0--9619508,1993,1993,1,1385,1385,1048,1048,1418,1467
1912,1,kennikat press,kennikat press,0--8046,1971,1973,3,1383,1383,1049,1049,1419,1468
1919,1,kerber verlag,kerber verlag,3--7356,2014,2014,1,2137,2137,1050,1050,1420,1469
1920,1,keroberous publishing,keroberous publishing,1--5123,2012,2012,1,1370,1370,1051,1051,681,1969
1921,1,kessinger pub,kessinger pub,1--4325,2007,2007,1,504,504,1052,1052,542,550
1923,1,kessinger publishing,kessinger publishing,1--4325,2007,2007,1,504,504,1052,1052,542,550
1922,1,kessinger pub co,kessinger pub co,1--56459,1996,1996,1,1376,1376,1053,1053,1421,1470
1924,1,key of david publications,key of david publications,0--87029,1986,1986,1,1369,1369,1054,1054,1422,640
1925,1,kidsbooks,kidsbooks,1--58865,2013,2013,1,1368,1368,1055,1055,1423,965
1927,1,kindersley and lida lopes cardozo,kindersley and lida lopes cardozo,0--9501946,1979,1979,1,1404,1404,1056,1056,944,1471
1932,1,kluwer law international,kluwer law international,90--411,2004,2014,3,1363,1363,1057,1057,1424,1472
1934,1,knock knock,knock knock,1--60106,2013,2013,1,1361,1361,1058,1058,1425,966
1938,1,ko ehler books,ko ehler books,1--63393,2014,2014,1,1357,1357,1059,1059,1426,1473
1940,1,kodansha comics,kodansha comics,1--61262,2013,2013,2,1359,1359,1060,1060,945,1474
1941,1,kodansha international,kodansha international,0--87011,1969,1981,2,1360,1360,1061,1061,1427,641
1942,1,kodesh press l l c,kodesh press l l c,1--947857,2018,2018,1,1364,1364,1062,1062,946,1475
1943,1,koenig books,koenig books,3--86335,2014,2014,1,294,294,1063,1063,323,326
3533,1,verlag der buchhandlung walther ko nig,verlag der buchhandlung walther ko nig,3--86335,2015,2015,1,294,294,1063,1063,323,326
3659,1,white columns,white columns,3--86335,2014,2014,1,294,294,1063,1063,323,326
1947,1,komite ng sambayanang pilipino,komite ng sambayanang pilipino,0--906968,1981,1981,1,1354,1354,1064,1064,947,1476
1949,1,kula kaiapuni kualapu u,kula kaiapuni kualapu u,1--5453,2017,2017,1,1355,1355,1065,1065,948,1477
1950,1,kumon publishing north america,kumon publishing north america,1--941082,2017,2017,1,1351,1351,1066,1066,1886,2123
1951,1,kuperard,kuperard,1--85733,2018,2018,1,1352,1352,1067,1067,1428,1970
1952,1,kyle books,kyle books,0--85783,2014,2014,1,1350,1350,1068,1068,949,1478
1953,1,kylie young,kylie young,1--5234,2016,2016,1,1348,1348,1069,1069,2054,967
1954,1,l a davenport,l a davenport,1--60530,2008,2008,1,1345,1345,1070,1070,1887,642
1955,1,l and l dreamspell,l and l dreamspell,1--60318,2008,2008,1,1347,1347,1071,1071,1888,1479
1956,1,l2 books,l2 books,0--9887154,2015,2015,1,1349,1349,1072,1072,1429,1480
1957,1,la marca editora,la marca editora,950--889,2010,2010,1,1365,1365,1073,1073,2125,968
123,1,alyson publications inc,alyson publications inc,1--55583,1991,1991,1,150,150,1074,1074,229,236
124,1,alyson wonderland,alyson wonderland,1--55583,1991,1991,1,150,150,1074,1074,229,236
1958,1,lace publications,lace publications,0--917597;1--55583,1986,1986,1,150,150,1074,1074,229,236
1959,1,lacret pub co,lacret pub co,0--943144,1981,1981,1,1340,1340,1075,1075,1430,969
15,1,a lane,a lane,1--84614;0--7139,1975,2013,3,202,202,1076,1076,364,364
60,1,ace books,ace books,0--88103;0--441;0--425,1978,2015,6,4,4,1076,1076,52,29
61,1,ace fantasy books,ace fantasy books,0--441,1984,1986,2,4,4,1076,1076,52,29
62,1,acorn scholastic inc,acorn scholastic inc,1--338,2019,2019,1,4,4,1076,1076,12,44
117,1,allen lane,allen lane,0--7139,1973,1973,1,202,202,1076,1076,364,364
144,1,american girl,american girl,0--606;1--60744;1--4287;1--60958;1--59369;1--4395;1--5182,2007,2017,2,4,4,1076,1076,27,31
164,1,american university,american university,1--321;1--303;1--339,2013,2015,4,3,3,1076,1076,34,24
234,1,arkana,arkana,0--7100;1--85063;0--14,1987,1991,3,196,196,1076,1076,367,367
248,1,arthur a levine books,arthur a levine books,0--545;1--338,2013,2019,2,4,4,1076,1076,12,44
373,1,basic books,basic books,0--465;1--5416,1975,2018,7,218,218,1076,1076,134,130
391,1,bellwether media,bellwether media,1--62617;0--531,2016,2019,6,78,78,1076,1076,81,80
400,1,berkely,berkely,0--515,1985,1985,1,4,4,1076,1076,80,71
401,1,berkley,berkley,0--441;0--425,1972,1990,5,4,4,1076,1076,52,29
402,1,berkley books,berkley books,0--698;0--515;0--425,1983,2014,15,4,4,1076,1076,135,131
405,1,berkley prime crime,berkley prime crime,0--425;0--451,1996,2018,9,4,4,1076,1076,52,52
406,1,berkley pub,berkley pub,0--515,2010,2010,1,4,4,1076,1076,80,71
407,1,berkley pub co,berkley pub co,0--425,1977,1977,1,4,4,1076,1076,52,29
408,1,berkley pub corp,berkley pub corp,0--425,1974,1974,1,4,4,1076,1076,52,29
409,1,berkley pub group,berkley pub group,0--441;0--515,1987,2001,2,4,4,1076,1076,52,71
410,1,berkley publishing group,berkley publishing group,0--441;0--399,1990,1995,2,4,4,1076,1076,52,29
411,1,berkley sensation,berkley sensation,1--4406;0--425;1--4362,2008,2015,3,4,4,1076,1076,52,630
480,1,blue sky press,blue sky press,0--545,2007,2007,1,4,4,1076,1076,12,44
490,1,bodley head,bodley head,0--670;1--78230;1--84792;0--465,1973,2015,3,4,4,1076,1076,134,130
506,1,bookwright,bookwright,0--531,1988,1988,1,78,78,1076,1076,81,80
507,1,bookwright press,bookwright press,0--531,1986,1990,2,78,78,1076,1076,81,80
526,1,branches scholastic inc,branches scholastic inc,1--338,2018,2018,1,4,4,1076,1076,12,44
620,1,capricorn books,capricorn books,0--399,1974,1976,2,4,4,1076,1076,67,29
623,1,capstone heinemann library,capstone heinemann library,1--4329,2013,2013,1,18,18,1076,1076,126,195
646,1,cartwheel books,cartwheel books,0--545;1--338,2011,2019,3,4,4,1076,1076,12,44
647,1,cartwheel books scholastic inc,cartwheel books scholastic inc,0--545,2017,2017,1,4,4,1076,1076,12,44
709,1,charter books,charter books,0--441,1986,1987,2,4,4,1076,1076,52,29
730,1,children's press,children's press,1--5490;0--531;0--516,1980,2019,4,78,78,1076,1076,12,350
731,1,childrens press,childrens press,0--516,1992,1992,1,78,78,1076,1076,12,350
805,1,compass point books,compass point books,1--4747;0--7565,2019,2019,1,18,18,1076,1076,130,198
826,1,copper beech books,copper beech books,0--606;0--7613,1996,1996,1,4,4,1076,1076,630,629
847,1,coward mccann and geoghegan,coward mccann and geoghegan,0--698,1978,1978,1,4,4,1076,1076,135,131
930,1,daw books inc,daw books inc,0--698;0--87997;0--7564,1982,2015,4,4,4,1076,1076,135,131
977,1,dial books for young readers,dial books for young readers,1--101;0--7352;1--5444;0--8037,1984,2018,5,4,4,1076,1076,198,197
978,1,dial press,dial press,0--385;0--8037,1978,2006,4,4,4,1076,1076,11,10
993,1,dk,dk,1--4654;0--241,2017,2018,2,4,4,1076,1076,88,86
994,1,dk penguin random house,dk penguin random house,0--241,2016,2016,1,4,4,1076,1076,29,70
995,1,dk pub,dk pub,0--7894,1997,1997,1,4,4,1076,1076,88,86
996,1,dk publishing,dk publishing,1--5490;0--7894;1--5364;1--4654;0--7566;1--5182,2001,2017,8,4,4,1076,1076,88,86
997,1,dk publishing inc,dk publishing inc,0--7566;1--4654,2011,2018,2,4,4,1076,1076,88,86
1013,1,dorling kindersley,dorling kindersley,0--7566;85--250,1987,2011,3,4,4,1076,1076,88,86
1014,1,dorling kindersley limited,dorling kindersley limited,0--241,2018,2018,1,4,4,1076,1076,29,70
1024,1,doubleday large print books,doubleday large print books,0--7394,2004,2004,1,4,4,1076,1076,80,71
1075,1,ecco,ecco,0--06;0--670;1--57423;1--84792,2003,2018,5,4,4,1076,1076,134,130
1201,1,f watts,f watts,0--531,1983,1983,1,78,78,1076,1076,81,80
1302,1,franklin watts,franklin watts,1--4451;1--5444,2016,2018,4,4,4,1076,1076,198,197
1325,1,g p putnam's sons,g p putnam's sons,0--7352;0--425;0--399,2015,2019,5,4,4,1076,1076,67,29
1438,1,grosset and dunlap,grosset and dunlap,0--606;0--605;0--515;0--451;0--448,1965,2017,11,4,4,1076,1076,37,17
1439,1,grossman publishers,grossman publishers,0--670,1972,1972,1,4,4,1076,1076,24,27
1467,1,hamish hamilton,hamish hamilton,0--241,1973,1982,3,4,4,1076,1076,29,70
1473,1,harcourt,harcourt,1--4420;0--7569;0--15,1999,2006,6,4,4,1076,1076,104,103
1475,1,harcourt brace jovanovich,harcourt brace jovanovich,0--590;0--15,1974,1980,7,4,4,1076,1076,35,159
1479,1,harlem moon,harlem moon,0--7394;0--385,2007,2007,1,4,4,1076,1076,80,71
1511,1,harpercollinspublishers,harpercollinspublishers,0--606;1--4806;0--567;0--00;0--380;0--670;0--06;1--84792;1--4844;1--4420;1--5182,1990,2019,31,4,4,1076,1076,27,31
1514,1,harperfestival,harperfestival,1--4806;0--06;1--4844,2015,2015,1,4,4,1076,1076,37,17
1518,1,harperpaperbacks,harperpaperbacks,0--606;0--06,1991,2010,5,4,4,1076,1076,27,31
1520,1,harperteen,harperteen,0--329;0--06,2008,2018,5,4,4,1076,1076,73,25
1521,1,harperteen amistad,harperteen amistad,0--605;0--06;0--613,2008,2008,1,4,4,1076,1076,130,17
1524,1,harpertrophy a registered trademark of harpercollins publishers inc,harpertrophy a registered trademark of harpercollins publishers inc,1--4287;0--06;0--329;1--4395;0--439,2000,2000,1,4,4,1076,1076,73,25
1565,1,heinemann library,heinemann library,1--4846;0--431;1--4329;1--4109;1--4395,2003,2015,5,18,18,1076,1076,126,195
1566,1,heinemann raintree,heinemann raintree,1--4846,2015,2015,1,18,18,1076,1076,126,195
1593,1,hippo,hippo,0--590,1995,1995,1,4,4,1076,1076,12,159
1833,1,jane's,jane's,0--531;0--7106,1980,1980,1,78,78,1076,1076,81,80
1848,1,joanna cotler books,joanna cotler books,1--4420;0--7569;0--7882;0--06,2002,2002,1,4,4,1076,1076,104,103
1881,1,jove,jove,1--4420;0--515,2015,2019,2,4,4,1076,1076,104,103
1882,1,jove books,jove books,0--515;0--7394,1988,2006,3,4,4,1076,1076,80,71
1883,1,jove publications,jove publications,0--515;0--671,1978,1983,2,4,4,1076,1076,80,71
1901,1,katherine tegen books,katherine tegen books,1--4806;0--06;1--4844,2014,2019,3,4,4,1076,1076,37,17
1960,1,ladybird books,ladybird books,0--7214;0--241,1988,2018,2,4,4,1076,1076,29,70
1973,1,laurel leaf books,laurel leaf books,1--4287;0--329;0--440,1983,2007,2,4,4,1076,1076,73,25
2037,1,little brown and company,little brown and company,0--7394;0--316,2003,2019,13,4,4,1076,1076,80,71
2164,1,maverick books inc,maverick books inc,1--59188;0--670;0--14,2017,2017,1,4,4,1076,1076,24,27
2225,1,millbrook press,millbrook press,0--7613,2006,2006,1,4,4,1076,1076,630,629
2327,1,new american library,new american library,0--451;0--452,1973,2011,18,4,4,1076,1076,39,52
2348,1,new viewpoints,new viewpoints,0--531,1979,1979,1,78,78,1076,1076,81,80
2427,1,obsidian published by new american library,obsidian published by new american library,0--451,2016,2016,1,4,4,1076,1076,39,52
2449,1,onyx,onyx,0--451,1992,2002,2,4,4,1076,1076,39,52
2472,1,orchard,orchard,1--4083;1--86039,1997,2013,2,106,106,1076,1076,257,256
2473,1,orchard books,orchard books,0--545;1--4083;1--84362,2006,2018,4,106,106,1076,1076,257,256
2521,1,paddington press ltd,paddington press ltd,0--7092;0--448,1979,1979,1,4,4,1076,1076,37,17
2589,1,penguin,penguin,0--525;0--7181;0--451;0--241;0--14,1958,2012,23,4,4,1076,1076,29,70
2590,1,penguin books,penguin books,0--7181;0--451;1--84614;0--241;0--670;1--4059;1--101;0--14,1968,2019,95,4,4,1076,1076,29,70
2591,1,penguin books australia,penguin books australia,0--670,1989,1989,1,4,4,1076,1076,24,27
2592,1,penguin books ltd,penguin books ltd,0--14,1977,1977,1,4,4,1076,1076,24,27
2593,1,penguin bookspuffin books,penguin bookspuffin books,0--14,1994,1994,1,4,4,1076,1076,24,27
2594,1,penguin compass,penguin compass,0--670;0--14,2003,2003,1,4,4,1076,1076,24,27
2595,1,penguin group,penguin group,0--515;0--553;0--451;0--8037;1--4242;0--452;0--14,1987,2014,6,4,4,1076,1076,39,52
2597,1,penguin group usa llc,penguin group usa llc,1--4806;0--448,2015,2015,1,4,4,1076,1076,37,17
2598,1,penguin press,penguin press,0--14;1--59420,2013,2015,2,4,4,1076,1076,24,27
2599,1,penguin publishing group,penguin publishing group,0--698,2015,2015,1,4,4,1076,1076,135,131
2600,1,penguin putnam,penguin putnam,0--14,1984,1984,1,4,4,1076,1076,24,27
2601,1,penguin ran dom house,penguin ran dom house,0--451,2016,2016,1,4,4,1076,1076,39,52
2604,1,penguin young readers,penguin young readers,1--4806;0--448,2013,2015,2,4,4,1076,1076,37,17
2612,1,perigee books,perigee books,0--399,1984,1988,2,4,4,1076,1076,67,29
2613,1,perma bound books,perma bound books,0--605,2012,2012,1,4,4,1076,1076,37,17
2636,1,philomel books,philomel books,0--14;0--399;0--439,2003,2011,2,4,4,1076,1076,259,259
2670,1,plume,plume,0--452,1990,2012,2,4,4,1076,1076,39,52
2671,1,plume book,plume book,0--452,1992,1992,1,4,4,1076,1076,39,52
2690,1,portfolio penguin,portfolio penguin,0--525;1--101;0--241;0--399;0--7352;1--322,2011,2018,5,4,4,1076,1076,67,29
2739,1,proquest,proquest,1--321;1--124;1--267;1--109;1--303;0--662;1--369;1--70020;1--243;1--339,2008,2017,27,3,3,1076,1076,34,24
2740,1,proquest llc,proquest llc,1--321;0--14;1--339,2008,2015,7,3,3,1076,1076,34,24
2752,1,puffin,puffin,0--670;0--14,1981,2015,9,4,4,1076,1076,24,27
2753,1,puffin books,puffin books,0--606;0--698;1--4177;0--7569;0--241;0--329;1--5364;0--8037;0--14;0--7587;0--425;0--613;0--399;1--4395;0--7181;1--4287;0--451;1--4059;1--4352;0--8085;1--59519,1977,2018,24,4,4,1076,1076,29,25
2760,1,putnam,putnam,0--399,1980,1986,2,4,4,1076,1076,67,29
2761,1,putnam and grosset group,putnam and grosset group,1--4420;0--698;0--613,1998,1998,1,4,4,1076,1076,135,131
2806,1,raintree,raintree,1--4747;1--4109;1--4062;0--613,1992,2019,5,18,18,1076,1076,130,198
2820,1,random house large prints,random house large prints,0--515;0--7394,2003,2003,1,4,4,1076,1076,80,71
2887,1,roc,roc,0--451;0--06,1992,2016,4,4,4,1076,1076,39,52
2888,1,roc new american library,roc new american library,0--451,2016,2016,1,4,4,1076,1076,39,52
2906,1,rourke pub group,rourke pub group,0--329;1--62169,2014,2014,1,4,4,1076,1076,73,25
2909,1,routledge and kegan paul,routledge and kegan paul,0--7100,1970,1982,3,196,196,1076,1076,367,367
2970,1,saint mary's college of california,saint mary's college of california,0--355;0--438,2017,2018,3,3,3,1076,1076,622,24
3011,1,scholastic,scholastic,0--606;0--531;1--4071;0--516;0--329;1--4156;1--4487;1--338;0--545;0--590;1--4395;1--4155;0--439,1982,2019,63,4,4,1076,1076,12,44
3012,1,scholastic book services,scholastic book services,0--590,1977,1980,2,4,4,1076,1076,12,159
3015,1,scholastic children's books,scholastic children's books,1--4071,2013,2015,2,4,4,1076,1076,12,44
3016,1,scholastic inc,scholastic inc,0--606;1--4806;0--7587;0--545;0--531;1--5490;0--7569;0--613;1--338;1--4844;1--5444;0--590;0--439,1976,2019,54,4,4,1076,1076,12,17
3018,1,scholastic press,scholastic press,0--545;0--590;1--338;1--4071,2006,2019,7,4,4,1076,1076,12,44
3019,1,scholastic reference,scholastic reference,0--439,2001,2001,1,4,4,1076,1076,259,259
3020,1,scholastic signature,scholastic signature,0--439,1999,2002,2,4,4,1076,1076,259,259
3021,1,scholastic teaching resources,scholastic teaching resources,0--439,2001,2001,1,4,4,1076,1076,259,259
3025,1,schwartz and wade books,schwartz and wade books,0--385;0--399,2014,2019,2,4,4,1076,1076,67,10
3069,1,shell education,shell education,1--4258,2010,2013,2,103,103,1076,1076,133,129
3077,1,signet new american library,signet new american library,0--451,2012,2012,1,4,4,1076,1076,39,52
3095,1,simon spotlight,simon spotlight,1--4844;1--5344;1--4814,2016,2018,2,4,4,1076,1076,37,17
3112,1,sleuth puffin,sleuth puffin,0--14,2006,2006,1,4,4,1076,1076,24,27
3113,1,sleuth speak,sleuth speak,0--14,2009,2009,1,4,4,1076,1076,24,27
3135,1,sourcebooks inc,sourcebooks inc,1--4926;0--330;1--5182,2015,2015,1,9,9,1076,1076,354,354
3136,1,sourcebooks jabberwocky,sourcebooks jabberwocky,1--4926,2014,2014,1,296,296,1076,1076,354,354
3137,1,sourcebooks landmark,sourcebooks landmark,1--4926,2018,2018,1,296,296,1076,1076,354,354
3146,1,spark publishing,spark publishing,1--5444;1--4114,2014,2014,1,4,4,1076,1076,198,197
3148,1,speak,speak,1--4287;0--451;0--14;0--8037,2006,2017,4,4,4,1076,1076,39,25
3175,1,square fish roaring brook press,square fish roaring brook press,0--605;1--250;1--4844,2016,2016,1,4,4,1076,1076,37,17
3279,1,tarcherperigee,tarcherperigee,0--399,2017,2017,1,4,4,1076,1076,67,29
3290,1,teacher created materials,teacher created materials,0--605;1--4333;1--4807;0--7439;1--4258;1--4938;1--55734,2001,2018,5,103,103,1076,1076,133,129
3412,1,turtleback books,turtleback books,0--606,2013,2015,2,4,4,1076,1076,27,31
3439,1,umi,umi,1--109;0--496,2007,2009,2,3,3,1076,1076,620,620
3442,1,umi proquest,umi proquest,1--321;1--124,2007,2011,2,3,3,1076,1076,34,24
3461,1,university of california irvine,university of california irvine,1--321,2014,2014,1,3,3,1076,1076,34,24
3463,1,university of california riverside,university of california riverside,0--355;1--321;1--303;1--339,2013,2017,10,3,3,1076,1076,34,24
3464,1,university of california santa barbara,university of california santa barbara,1--321,2014,2014,1,3,3,1076,1076,34,24
3504,1,updated ed warwick,updated ed warwick,0--531,1982,1982,1,78,78,1076,1076,81,80
3547,1,viking,viking,0--451;0--425;0--670;0--399;0--517;0--14,1969,2018,11,4,4,1076,1076,24,27
3548,1,viking penguin,viking penguin,0--14,1988,1988,1,4,4,1076,1076,24,27
3550,1,viking press,viking press,0--670,1976,1979,2,4,4,1076,1076,24,27
3618,1,warwick press,warwick press,0--531,1980,1984,2,78,78,1076,1076,81,80
3626,1,watson guptill,watson guptill,0--8230,2009,2009,1,4,4,1076,1076,27,31
3627,1,watson guptill publication,watson guptill publication,0--606;0--605;0--8230,2012,2012,1,4,4,1076,1076,27,31
3628,1,watson guptill publications,watson guptill publications,0--606;0--8230,1969,2012,2,4,4,1076,1076,27,31
1961,1,lake union publishing,lake union publishing,1--5420,2019,2019,1,1336,1336,1077,1077,2002,1481
1962,1,lakeland marshall morgan and scott,lakeland marshall morgan and scott,0--551,1973,1973,1,1338,1338,1078,1078,950,970
1963,1,lakeshore learning materials,lakeshore learning materials,1--58970,2006,2006,1,1339,1339,1079,1079,2035,1482
1964,1,lakota press,lakota press,0--9848351,2014,2014,1,1332,1332,1080,1080,1431,1483
1966,1,lanthorn press,lanthorn press,0--906155,1988,1988,1,1333,1333,1081,1081,1432,971
1967,1,lapwing publications,lapwing publications,1--910855,2016,2016,1,1328,1328,1082,1082,2126,972
1968,1,lark books,lark books,1--57990,2002,2006,2,1325,1325,1083,1083,1889,1484
1969,1,larry dean watts publishing,larry dean watts publishing,0--9890859,2013,2013,1,1327,1327,1084,1084,1433,973
1970,1,launchcrate publishing,launchcrate publishing,1--947506,2018,2018,1,1344,1344,1085,1085,1434,974
1974,1,laurence king publishing,laurence king publishing,1--78067,2016,2016,1,501,501,1086,1086,421,426
1975,1,laurence king publishing ltd,laurence king publishing ltd,1--78067,2014,2016,2,501,501,1086,1086,421,426
1976,1,law pack pub,law pack pub,1--902646,1999,1999,1,1318,1318,1087,1087,951,975
1977,1,lawrence e crockett,lawrence e crockett,0--9973712,2017,2017,1,1316,1316,1088,1088,1435,976
1978,1,lawrence hall of science university of california,lawrence hall of science university of california,0--924886,2008,2008,1,426,426,1089,1089,422,427
1979,1,lawrence hall of science university of california at berkeley,lawrence hall of science university of california at berkeley,0--924886,2000,2000,1,426,426,1089,1089,422,427
1982,1,learn persian online,learn persian online,1--5008,2014,2014,1,1315,1315,1090,1090,2036,1485
1984,1,learning works,learning works,0--88160,1996,1996,1,1324,1324,1091,1091,1436,1486
1985,1,learningexpress,learningexpress,1--61103,2017,2017,1,1334,1334,1092,1092,2003,1487
1986,1,lectorum publications,lectorum publications,1--880507,1992,1992,1,1366,1366,1093,1093,952,2124
1987,1,lee and low books inc,lee and low books inc,1--62014;1--60060,2012,2012,1,427,427,1094,1094,423,428
1988,1,lee martin msc rd,lee martin msc rd,1--5300,2015,2015,1,431,431,1095,1095,446,551
2797,1,rachel schurig,rachel schurig,1--5300,2016,2016,1,431,431,1095,1095,446,551
1989,1,left coast press,left coast press,1--59874,2009,2009,1,1311,1311,1096,1096,2037,977
1990,1,left coast press inc,left coast press inc,1--61132,2013,2015,2,1312,1312,1097,1097,1437,2125
1991,1,legas,legas,1--897493,2012,2012,1,1314,1314,1098,1098,2127,1488
1992,1,legend press,legend press,1--78507,2016,2016,1,1308,1308,1099,1099,1438,1489
1995,1,leitrim county council arts office,leitrim county council arts office,0--9576189,2016,2016,1,1307,1307,1100,1100,2128,1490
1996,1,lerner publications,lerner publications,1--4677,2015,2015,1,1305,1305,1101,1101,747,1491
1997,1,let's go inc,let's go inc,1--61237,2016,2016,1,1302,1302,1102,1102,748,978
1998,1,lethe press,lethe press,1--59021,2011,2011,1,1301,1301,1103,1103,1439,1492
1999,1,lewis publishers,lewis publishers,1--56670,2000,2000,1,1309,1309,1104,1104,1440,1493
2000,1,lexington books,lexington books,0--7391;1--4985;0--669,1990,2018,14,147,147,1105,1105,243,230
2928,1,rowman and littlefield publishing group inc,rowman and littlefield publishing group inc,1--4985,2018,2018,1,147,147,1105,1105,243,230
2001,1,lexisnexis,lexisnexis,1--5221;1--4057;0--7545,2009,2018,4,137,137,1106,1106,230,229
2002,1,lexisnexus,lexisnexus,1--4057,2011,2011,1,137,137,1106,1106,230,229
