cluster_id,isbn,record
3293,0--440,1
3294,0--309,7
3295,1--4091,1
3296,0--907812,1
3297,0--692,1
3298,1--941007,1
3299,1--60078,1
3299,1--62937,1
3300,1--62362,1
3301,0--8167,1
3302,0--8167,1
3303,0--665,1
3304,0--440,7
3305,0--440,1
3306,1--56076,1
3307,0--944276,1
3308,1--59784,1
3309,0--88776,1
3310,1--61852,1
3311,0--9908556,1
3312,0--606,2
3313,0--917612,1
3314,0--8048,7
3315,0--8048,1
3315,4--8053,1
3315,1--4629,1
3316,0--8057,1
3317,1--62785,1
3318,1--934907,1
3319,1--59922,1
3320,0--9929855,1
3321,0--8467,1
3322,0--9763895,1
3323,1--5098,1
3324,1--931883,1
3325,1--4778,1
3325,1--5039,1
3326,0--8423,4
3327,0--8423,3
3328,1--4143,1
3329,1--4405,1
3330,0--8357,1
3331,1--4927,1
3332,0--88701,1
3333,1--4927,1
3334,1--4921,1
3335,90--429,1
3336,3--548,1
3337,0--7089,21
3337,0--85456,5
3337,1--4448,1
3338,1--61243,2
3339,0--496,1
3339,1--109,1
3340,0--612,1
3341,1--248,1
3342,1--321,1
3342,1--124,1
3343,607--9093,1
3344,1--936268,1
3345,1--910500,1
3346,0--89714,1
3346,92--1,3
3347,1--63214,1
3348,92--1,2
3349,0--85781,2
3350,0--665,1
3351,1--933346,1
3352,0--692,1
3353,0--7893,1
3354,607--607,1
3355,958--761,1
3356,0--89940,1
3357,0--8173,2
3358,0--8173,3
3359,1--61075,2
3360,0--520,1
3361,1--321,1
3362,0--520,27
3363,1--321,3
3363,1--339,2
3363,1--303,3
3363,0--355,2
3364,1--321,1
3365,0--226,45
3366,0--9980500,1
3367,0--87413,1
3368,0--8203,2
3369,0--8203,1
3370,0--252,3
3371,0--87414,1
3372,1--55849,1
3372,1--61376,1
3373,1--929280,1
3374,0--472,8
3375,1--4529,1
3375,1--4426,1
3375,0--8166,2
3376,0--8032,5
3376,1--61234,1
3377,0--87417,1
3378,1--58465,1
3379,0--8263,8
3380,0--8078,2
3381,1--4696,1
3382,0--268,5
3383,0--8061,1
3384,1--5128,2
3384,0--8122,11
3385,0--8229,15
3385,1--4625,1
3386,1--58046,4
3387,1--61117,2
3388,0--292,3
3389,1--4426,26
3389,1--4875,3
3390,0--8139,1
3391,1--78316,1
3392,0--295,5
3393,0--299,3
3393,1--322,1
3394,0--8391,1
3395,0--7618,1
3395,0--8191,1
3396,1--60732,3
3397,0--8130,3
3398,0--7006,1
3399,0--8131,9
3400,1--62674,2
3401,1--61360,1
3402,0--04,1
3403,1--55655,1
3404,0--531,1
3405,1--62286,2
3406,1--62286,1
3407,1--5440,1
3408,0--87766,3
3409,0--87766,2
3410,1--63038,1
3411,1--911331,1
3411,1--911583,1
3412,1--4095,2
3412,1--4749,2
3413,0--7460,1
3414,0--7945,3
3415,0--945192,1
3416,0--936331,1
3417,0--87421,1
3418,0--575,4
3419,1--936574,1
3420,1--886566,1
3421,1--85458,1
3422,1--68215,1
3423,0--442,7
3424,0--442,2
3425,3--525,2
3426,1--60042,1
3427,1--59315,1
3427,1--84386,2
3428,0--533,1
3429,0--87481,1
3430,1--84584,1
3431,0--905092,1
3432,3--86335,1
3433,1--62273,2
3434,0--9762743,1
3435,0--9578003,1
3436,83--7656,1
3437,0--09,1
3437,1--78663,4
3437,1--78478,1
3437,1--78168,2
3438,1--85984,1
3439,1--942993,1
3440,1--941220,1
3440,1--942993,1
3441,1--4012,1
3442,0--575,1
3443,0--89693,1
3444,0--575,1
3445,0--670,8
3445,0--14,3
3445,0--425,1
3445,0--517,1
3445,0--399,1
3445,0--451,1
3446,0--14,1
3447,0--525,1
3448,0--670,2
3449,0--679,1
3450,0--9858169,1
3451,0--09,7
3451,1--78470,2
3451,0--224,1
3451,0--394,10
3451,1--4000,1
3451,1--101,3
3452,0--09,3
3452,0--307,2
3452,0--375,3
3452,0--394,9
3453,1--101,1
3454,0--8041,1
3454,1--101,1
3455,0--9883680,1
3456,0--9802385,1
3457,1--85381,1
3457,1--84408,2
3458,0--86068,1
3459,1--4965,1
3459,1--945572,1
3460,0--7535,1
3461,1--61404,1
3462,1--57859,1
3463,0--446,1
3464,0--9665233,1
3465,1--68005,2
3466,1--68066,1
3467,1--59116,5
3467,1--4215,30
3468,1--59116,1
3468,1--56931,1
3469,1--4215,1
3470,1--59116,3
3470,1--4215,27
3470,1--56931,1
3471,1--9747,1
3471,1--4215,7
3472,0--13,2
3473,0--7294,2
3474,0--8028,3
3475,1--4557,1
3476,0--665,1
3477,0--665,1
3478,3--11,5
3479,0--491,2
3479,0--352,3
3480,1--4292,1
3481,0--665,1
3482,0--910704,1
3483,0--688,1
3484,0--7180,1
3485,0--665,1
3486,0--393,18
3487,0--393,11
3488,0--393,9
3489,0--393,1
3490,0--8018,1
3491,1--60732,2
3491,1--60235,1
3492,0--534,2
3493,0--618,1
3493,1--133,2
3493,1--111,1
3494,1--74305,1
3494,1--86254,1
3495,0--8027,6
3495,0--7445,4
3496,0--8027,2
3497,1--4063,7
3497,0--7445,2
3498,1--4063,2
3499,1--4104,1
3500,1--932225,1
3501,0--231,2
3502,1--59992,2
3503,3--11,4
3504,3--11,2
3505,1--60058,1
3506,1--56010,1
3507,0--671,1
3508,0--7063,2
3509,0--9787355,1
3510,0--446,13
3511,0--7394,1
3511,0--446,11
3511,0--7088,1
3511,0--88103,1
3511,0--7515,1
3512,0--446,1
3513,0--9894814,1
3514,0--9913718,1
3515,0--531,2
3516,1--4516,1
3516,0--7434,1
3516,0--671,2
3517,1--84339,1
3517,1--78040,1
3518,0--918334,1
3519,1--57856,2
3520,0--9676197,1
3521,1--64263,1
3522,0--8167,1
3523,0--8230,4
3524,0--8230,2
3525,0--88133,4
3525,1--57766,3
3526,1--4786,1
3527,0--85340,1
3527,0--85078,1
3527,1--5263,4
3527,0--7502,3
3528,0--8143,2
3529,0--07,1
3530,1--84188,1
3530,0--297,5
3530,1--4746,2
3531,1--78696,1
3532,1--78342,1
3533,0--615,1
3534,0--9656353,1
3535,1--58741,1
3536,0--8195,1
3537,1--63459,1
3538,1--64020,2
3538,1--68328,1
3538,0--314,1
3539,1--940425,1
3539,1--935978,1
3540,0--307,3
3541,0--87424,1
3542,0--307,2
3543,0--615,1
3544,1--61164,2
3544,0--664,1
3545,1--61164,1
3546,0--689,1
3547,1--63391,1
3548,0--8133,4
3549,0--8133,1
3550,1--881390,1
3551,1--59722,1
3552,1--4104,3
3552,0--399,1
3553,1--58724,1
3553,1--4104,2
3554,1--893672,1
3555,3--86335,1
3556,0--7274,1
3557,0--9910436,1
3558,1--4738,1
3559,1--939023,1
3560,0--9799255,1
3561,1--61720,1
3562,0--8095,2
3563,0--7045,1
3564,1--118,78
3564,1--119,38
3564,0--471,37
3564,1--4051,4
3564,0--470,17
3565,0--665,1
3566,0--471,14
3567,1--119,8
3567,1--57331,1
3567,1--4443,5
3567,0--470,2
3567,1--4051,3
3567,1--118,16
3568,1--119,1
3569,1--118,1
3570,1--118,1
3570,0--471,2
3571,0--470,1
3572,1--118,1
3573,1--118,1
3574,0--226,1
3575,0--434,1
3576,1--68285,1
3577,0--323,1
3578,0--8028,1
3579,0--00,1
3580,0--8215,1
3581,1--4831,2
3582,1--4831,1
3583,0--06,18
3584,0--06,3
3585,0--683,4
3586,0--683,1
3587,0--7884,1
3588,0--9632705,1
3589,0--912696,1
3590,1--884158,1
3591,1--911188,1
3592,1--4777,1
3592,1--4994,1
3592,1--61533,1
3593,0--7540,1
3594,1--4084,1
3595,1--55817,1
3596,0--517,1
3597,1--874581,1
3598,1--57910,1
3598,1--5326,2
3598,1--4982,2
3599,1--60899,1
3599,1--4982,1
3600,0--692,1
3601,0--86171,1
3602,1--940014,1
3603,1--4408,1
3603,0--06,2
3604,1--944229,1
3604,1--938067,1
3605,0--9503454,1
3606,1--4698,5
3606,1--5438,1
3606,1--4548,2
3606,1--4963,1
3606,1--4511,6
3607,0--8080,1
3608,1--4511,3
3609,0--9673983,1
3610,0--7043,1
3611,0--89703,1
3612,1--873203,1
3613,0--85709,4
3614,0--85709,3
3614,1--78242,3
3614,1--907184,1
3614,0--08,1
3615,0--917627,1
3616,0--9661585,1
3617,0--85009,1
3618,0--915380,1
3618,1--944585,1
3619,1--61475,1
3620,1--85326,1
3621,1--4648,6
3621,0--8213,6
3621,0--585,1
3622,1--4648,2
3622,92--870,1
3623,1--4648,1
3624,0--7166,3
3625,0--7166,1
3626,1--941480,1
3627,1--925278,1
3628,981--4415,1
3628,981--4596,1
3628,981--4583,1
3628,981--4612,1
3628,981--323,1
3628,981--4689,1
3628,981--270,1
3628,981--4602,3
3628,981--4472,1
3628,981--4329,1
3628,981--310,1
3628,981--4503,1
3628,981--4522,1
3628,981--4616,1
3628,981--02,1
3628,981--4696,1
3628,981--4449,1
3628,981--4508,1
3628,981--4355,1
3628,981--4619,1
3628,981--4719,1
3628,981--4618,1
3628,981--4641,2
3629,981--4602,1
3630,981--4733,1
3631,981--314,1
3632,1--60780,10
3633,0--437,1
3634,1--62549,1
3635,1--936376,1
3636,0--373,5
3637,0--87901,1
3638,1--55911,2
3638,1--55624,2
3639,1--935904,1
3640,0--615,1
3641,1--118,2
3642,1--86100,2
3643,1--942247,1
3644,1--9845,3
3644,1--5245,1
3644,0--7388,1
3645,1--4363,1
3645,1--4500,1
3645,1--4010,1
3646,1--4931,1
3646,1--4836,1
3646,1--4990,1
3647,1--5456,1
3648,1--936649,1
3649,0--300,1
3650,0--300,14
3651,0--938692,1
3652,0--9647169,1
3653,0--87062,1
3654,0--8151,1
3655,0--440,4
3656,1--4998,1
3657,1--4736,1
3658,0--316,1
3658,1--9753,1
3659,0--316,6
3659,1--9753,2
3660,0--316,1
3660,1--9753,1
3661,0--9729427,1
3662,1--930238,1
3663,0--9960894,1
3664,1--62088,1
3665,1--7271,1
3666,1--78576,2
3667,1--78576,1
3668,0--8468,1
3668,1--4201,6
3669,1--4201,4
3670,1--85649,1
3670,0--86232,1
3670,1--78032,3
3671,1--78699,1
3672,1--5173,1
3673,0--7603,1
3673,1--939581,1
3674,1--78279,1
3674,1--84694,1
3674,1--78099,1
3675,1--84089,1
3676,1--921731,1
3677,0--262,1
3678,0--310,1
3679,0--310,4
3680,0--310,5
3681,0--310,1
3682,0--310,1
962,322,1
2529,1287,1
1638,3275,1
1117,1115,1
1095,1098,1
