"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"old john publishing",1005143630,"0--9976809",1965,1251,1254,1731
"omega sherwood publications",1089948936,"1--7323065",1966,1254,1255,1028
"omnibus",62170073,"0--9740599",1967,1246,1256,1029
"on the mark press",163583117,"1--55035",1968,1245,1257,1030
"once kids llc",758395867,"0--9844207",1969,1247,1258,1031
"oncology nursing society",933282325,"1--935864",1970,34,1803,73
"oncology nursing society",1047574874,"1--4619",1970,34,1803,73
"oneworld",1079325362,"1--78607",1971,173,1259,150
"oneworld",926097371,"1--78074",1971,173,1259,150
"oneworld",883982077,"1--85168",1971,173,1259,150
"oneworld publications",1000122863,"1--78607",1972,173,1259,150
"oneworld publications",918605858,"1--85168",1972,173,1259,150
"oneworld publications",954429691,"1--78607",1972,173,1259,150
"onlywomen",613124633,"0--906500",1973,1241,1260,1732
"onyx",24208976,"0--451",1974,17,1390,42
"onyx book",45468941,"0--451",1975,17,1390,42
"open book publishers",1029957034,"1--78374",1976,1270,1261,1733
"open court",954284507,"0--8126",1977,1237,1262,1734
"open court pub co",757537730,"0--87548",1978,1238,1263,1032
"open road integrated media",874921607,"1--4976",1979,108,1264,145
"open road integrated media",752962256,"1--4532",1979,108,1264,145
"open road integrated media",864433378,"1--4804",1979,108,1264,145
"open road integrated media",875414073,"1--4804",1979,108,1264,145
"open road integrated media",868397152,"1--4804",1979,108,1264,145
"open road integrated media",1055758529,"1--4804",1979,108,1264,145
"open road integrated media",896796331,"1--4976",1979,108,1264,145
"open road integrated media",873838634,"1--4804",1979,108,1264,145
"open road integrated media",756872776,"1--4532",1979,108,1264,145
"open road integrated media",874921660,"1--4976",1979,108,1264,145
"open road integrated media",872549451,"1--4804",1979,108,1264,145
"open road integrated media",872549426,"1--4804",1979,108,1264,145
"open road integrated media",880889679,"1--4976",1979,108,1264,145
"open road integrated media",875414149,"1--4976",1979,108,1264,145
"open road integrated media",949230790,"1--4532",1979,108,1264,145
"open road integrated media",864433368,"1--4804",1979,108,1264,145
"open road media",878024291,"1--4976",1980,108,1264,145
"optical society of america",906819168,"1--55752",1981,1234,1265,1033
"orange frazer press",1015385423,"1--939710",1982,1229,1266,1034
"orbit",1014330036,"0--356",1983,97,1034,33
"orbit",883650213,"0--356",1983,97,1034,33
"orbit",1079222807,"0--316",1983,97,1034,33
"orca book publishers",1090098374,"1--55469",1984,203,1267,242
"orca book publishers",899273848,"1--55143",1984,203,1267,242
"orca book publishers",879538685,"1--4598",1984,203,1267,242
"orca publishing company usa",1030147510,"1--4566",1985,1225,1268,1735
"orchard",1079925374,"1--84121",1986,1236,1269,1736
"orchard",316581704,"1--84121",1986,1236,1269,1736
"orchard books",40496206,"0--531",1987,14,1270,74
"orchard books",893179501,"1--4083",1987,14,1270,74
"oregon health and science university",798156675,"0--9791314",1988,1222,1271,1737
"oriental institute of the university of chicago",919618625,"1--61491",1989,1219,1272,1035
"original falcon press",1047604835,"1--935150",1990,1220,1273,1738
"original writing",874177148,"1--908024",1991,377,1274,453
"original writing",874177054,"1--908024",1991,377,1274,453
"orion",863159534,"0--7528",1992,341,1275,364
"orion",908326957,"1--85798",1992,341,1275,364
"orion",708562089,"0--7528",1992,341,1275,364
"orion children's books",1086614479,"1--4440",1993,347,1276,489
"orion children's books",1030143755,"1--4440",1993,347,1276,489
"orion children's books",1034621319,"1--5101",1993,347,1276,489
"oro editions",880403753,"1--941806",1994,1217,1277,1036
"osprey",123252244,"0--85045",1995,1218,1278,1739
"osprey military",949019021,"1--4728",1996,147,1279,204
"osprey pub",948691692,"1--4728",1997,147,1279,204
"osprey publishing",948291904,"1--85532",1997,147,1279,204
"osprey publishing",956924410,"1--4728",1997,147,1279,204
"other stories",966419473,"1--908276",1998,1216,1280,1740
"otmoor publishing",1062210125,"1--910303",1999,1239,1281,1037
"outside reading",910106090,"0--9718801",2000,1215,1282,1741
"outskirts press inc",922012815,"1--4327",2001,1211,1283,1742
"oxbow books",1021373020,"1--78570",2002,37,357,185
"oxbow books",1005200213,"1--78570",2002,37,357,185
"oxbow books",893606197,"1--78297",2002,37,357,185
"oxbow books",1081279579,"1--78570",2002,37,357,185
"oxbow books",1000121500,"1--78570",2002,37,357,185
"oxbow books",938398925,"1--78570",2002,37,357,185
"oxbow books",1003586567,"1--78570",2002,37,357,185
"oxbow books",866923180,"1--84217",2002,37,357,185
"oxbow books",1083342112,"1--78570",2002,37,357,185
"oxbow books",858352599,"1--78297",2002,37,357,185
"oxfod university press",490636920,"0--19",2003,96,141,45
"oxford u press",11792713,"0--19",2004,17,141,45
"oxford univ pr",909233866,"0--19",2004,17,141,45
"oxford univ press",10543936,"0--19",2004,17,141,45
"oxford university press",1090349967,"0--19",2004,17,141,45
"oxford university press",960837221,"0--19",2004,17,141,45
"oxford university press",1080679914,"0--19",2004,17,141,45
"oxford university press",494101421,"0--19",2004,17,141,45
"oxford university press",908105459,"0--19",2004,17,141,45
"oxford university press",891658372,"0--19",2004,17,141,45
"oxford university press",933100612,"0--19",2004,17,141,45
"oxford university press",41564005,"0--19",2004,17,141,45
"oxford university press",1019645954,"0--19",2004,17,141,45
"oxford university press",955312846,"0--19",2004,17,141,45
"oxford university press",263617817,"0--19",2004,17,141,45
"oxford university press",495412701,"0--19",2004,17,141,45
"oxford university press",24053828,"0--19",2004,17,141,45
"oxford university press",1084438577,"0--19",2004,17,141,45
"oxford university press",904248992,"0--19",2004,17,141,45
"oxford university press",439895421,"0--19",2004,17,141,45
"oxford university press",1041464199,"0--19",2004,17,141,45
"oxford university press",812781067,"0--19",2004,17,141,45
"oxford university press",909288392,"0--19",2004,17,141,45
"oxford university press",1048444412,"0--19",2004,17,141,45
"oxford university press",1023625059,"0--19",2004,17,141,45
"oxford university press",869826768,"0--19",2004,17,141,45
"oxford university press",1004758097,"0--19",2004,17,141,45
"oxford university press",963818663,"0--19",2004,17,141,45
"oxford university press",1037808998,"0--19",2004,17,141,45
"oxford university press",911004578,"0--19",2004,17,141,45
"oxford university press",1085157878,"0--19",2004,17,141,45
"oxford university press",1038688654,"0--19",2004,17,141,45
"oxford university press",1004424897,"0--19",2004,17,141,45
"oxford university press",1001870204,"0--19",2004,17,141,45
"oxford university press",957604289,"0--19",2004,17,141,45
"oxford university press",1057061095,"0--19",2004,17,141,45
"oxford university press",905344193,"0--19",2004,17,141,45
"oxford university press",962063030,"0--19",2004,17,141,45
"oxford university press",416151629,"0--7221",2004,17,141,45
"oxford university press",946510513,"0--19",2004,17,141,45
"oxford university press",495459196,"0--19",2004,17,141,45
"oxford university press",948878660,"0--19",2004,17,141,45
"oxford university press",764404903,"0--19",2004,17,141,45
"oxford university press",263618493,"0--19",2004,17,141,45
"oxford university press",690777242,"0--19",2004,17,141,45
"oxford university press",490069503,"0--19",2004,17,141,45
"oxford university press",1035687320,"0--19",2004,17,141,45
"oxford university press",913853258,"0--19",2004,17,141,45
"oxford university press",639917827,"0--19",2004,17,141,45
"oxford university press",800936970,"0--19",2004,17,141,45
"oxford university press",868212940,"0--19",2004,17,141,45
"oxford university press",1030922331,"0--19",2004,17,141,45
"oxford university press",910695281,"0--19",2004,17,141,45
"oxford university press",494345772,"0--19",2004,17,141,45
"oxford university press",70782189,"0--19",2004,17,141,45
"oxford university press",55688957,"0--19",2004,17,141,45
"oxford university press",923850370,"0--19",2004,17,141,45
"oxford university press",1079782258,"0--19",2004,17,141,45
"oxford university press",874998402,"0--19",2004,17,141,45
"oxford university press",883651637,"0--19",2004,17,141,45
"oxford university press",808800688,"0--19",2004,17,141,45
"oxford university press",903532355,"0--19",2004,17,141,45
"oxford university press",869296317,"0--19",2004,17,141,45
"oxford university press",956684014,"0--19",2004,17,141,45
"oxford university press",883651697,"0--19",2004,17,141,45
"oxford university press",48176610,"0--19",2004,17,141,45
"oxford university press",122281667,"0--19",2004,17,141,45
"oxford university press",944119056,"0--19",2004,17,141,45
"oxford university press",868296559,"0--19",2004,17,141,45
"oxford university press",1048935435,"0--19",2004,17,141,45
"oxford university press",1078696431,"0--19",2004,17,141,45
"oxford university press",946111443,"0--19",2004,17,141,45
"oxford university press",758850798,"0--19",2004,17,141,45
"oxford university press",1051432785,"0--19",2004,17,141,45
"oxford university press",494694142,"0--19",2004,17,141,45
"oxford university press",908241474,"0--19",2004,17,141,45
"oxford university press",905885865,"0--19",2004,17,141,45
"oxford university press",1047528059,"0--19",2004,17,141,45
"oxford university press",798311546,"0--19",2004,17,141,45
"oxford university press",864388860,"0--19",2004,17,141,45
"oxford university press",919186718,"0--19",2004,17,141,45
"oxford university press",877586373,"0--19",2004,17,141,45
"oxford university press",70158382,"0--19",2004,17,141,45
"oxford university press",779682808,"0--19",2004,17,141,45
"oxford university press",946015636,"0--19",2004,17,141,45
"oxford university press",171154211,"1--4294",2004,17,141,45
"oxford university press",1078698411,"0--19",2004,17,141,45
"oxford university press",880937039,"0--19",2004,17,141,45
"oxford university press",920707004,"0--19",2004,17,141,45
"oxford university press",967750221,"0--19",2004,17,141,45
"oxford university press",921175442,"0--19",2004,17,141,45
"oxford university press",912320848,"0--19",2004,17,141,45
"oxford university press",896920359,"0--19",2004,17,141,45
"oxford university press",951016009,"0--19",2004,17,141,45
"oxford university press",925248295,"0--19",2004,17,141,45
"oxford university press",840921733,"0--19",2004,17,141,45
"oxford university press",715236928,"0--19",2004,17,141,45
"oxford university press",940834357,"0--19",2004,17,141,45
"oxford university press",1078692924,"0--19",2004,17,141,45
"oxford university press",492296554,"0--19",2004,17,141,45
"oxford university press",1089339724,"0--19",2004,17,141,45
"oxford university press",870639576,"0--19",2004,17,141,45
"oxford university press",1099524157,"0--19",2004,17,141,45
"oxford university press",839723928,"0--19",2004,17,141,45
"oxford university press",491548597,"0--19",2004,17,141,45
"oxford university press",646767199,"0--19",2004,17,141,45
"oxford university press",945088342,"0--19",2004,17,141,45
"oxford university press",493617230,"0--19",2004,17,141,45
"oxford university press",865578310,"0--19",2004,17,141,45
"oxford university press",914223811,"0--19",2004,17,141,45
"oxford university press",918607372,"0--19",2004,17,141,45
"oxford university press",959544595,"0--19",2004,17,141,45
"oxford university press",1030381617,"0--19",2004,17,141,45
"oxford university press",953969249,"0--19",2004,17,141,45
"oxford university press",894862643,"0--19",2004,17,141,45
"oxford university press",1007860959,"0--19",2004,17,141,45
"oxford university press",42401599,"0--19",2004,17,141,45
"oxford university press",907205022,"0--19",2004,17,141,45
"oxford university press",50782047,"0--19",2004,17,141,45
"oxford university press",907936465,"0--19",2004,17,141,45
"oxford university press",758683956,"0--19",2004,17,141,45
"oxford university press",868298657,"0--19",2004,17,141,45
"oxford university press",874118105,"0--19",2004,17,141,45
"oxford university press",690583328,"0--19",2004,17,141,45
"oxford university press",34197457,"0--19",2004,17,141,45
"oxford university press",738516039,"0--19",2004,17,141,45
"oxford university press",863572164,"0--19",2004,17,141,45
"oxford university press",1084334087,"0--19",2004,17,141,45
"oxford university press",1091383495,"0--19",2004,17,141,45
"oxford university press",780829409,"0--19",2004,17,141,45
"oxford university press",1014209050,"0--19",2004,17,141,45
"oxford university press",910357049,"0--19",2004,17,141,45
"oxford university press",490280740,"0--19",2004,17,141,45
"oxford university press",890434763,"0--19",2004,17,141,45
"oxford university press",920773572,"0--19",2004,17,141,45
"oxford university press",944216784,"0--19",2004,17,141,45
"oxford university press",861079094,"0--19",2004,17,141,45
"oxford university press",953458779,"0--19",2004,17,141,45
"oxford university press",865494999,"0--19",2004,17,141,45
"oxford university press",892590173,"0--19",2004,17,141,45
"oxford university press",1090483218,"0--19",2004,17,141,45
"oxford university press",896947144,"0--19",2004,17,141,45
"oxford university press",882262581,"0--19",2004,17,141,45
"oxford university press",1078695641,"0--19",2004,17,141,45
"oxford university press",947145299,"0--19",2004,17,141,45
"oxford university press",887992577,"0--19",2004,17,141,45
"oxford university press",493651617,"0--19",2004,17,141,45
"oxford university press",863130151,"0--19",2004,17,141,45
"oxford university press",439726338,"0--19",2004,17,141,45
"oxford university press",868492693,"0--19",2004,17,141,45
"oxford university press",850797441,"0--19",2004,17,141,45
"oxford university press",868077622,"0--19",2004,17,141,45
"oxford university press",907067720,"0--19",2004,17,141,45
"oxford university press",1550794,"0--19",2004,17,141,45
"oxford university press",886619421,"0--19",2004,17,141,45
"oxford university press",873989484,"0--19",2004,17,141,45
"oxford university press",964579498,"0--19",2004,17,141,45
"oxford university press",957691494,"0--19",2004,17,141,45
"oxford university press",442365774,"0--19",2004,17,141,45
"oxford university press",1078692446,"0--19",2004,17,141,45
"oxford university press",1047761496,"0--19",2004,17,141,45
"oxford university press",664332336,"0--19",2004,17,141,45
"oxford university press",907549723,"0--19",2004,17,141,45
"oxford university press",899273172,"0--19",2004,17,141,45
"oxford university press",819207068,"0--19",2004,17,141,45
"oxford university press",818810106,"0--444",2004,17,141,45
"oxford university press",49972135,"0--19",2004,17,141,45
"oxford university press",821090362,"0--19",2004,17,141,45
"oxford university press",1078694820,"0--19",2004,17,141,45
"oxford university press",926705951,"0--19",2004,17,141,45
"oxford university press",945445654,"0--19",2004,17,141,45
"oxford university press",914452460,"0--19",2004,17,141,45
"oxford university press",1032650046,"0--19",2004,17,141,45
"oxford university press",868971996,"0--19",2004,17,141,45
"oxford university press",690649332,"0--19",2004,17,141,45
"oxford university press",956969201,"0--19",2004,17,141,45
"oxford university press",1023054912,"0--19",2004,17,141,45
"oxford university press",1056711224,"0--19",2004,17,141,45
"oxford university press",1020637305,"0--19",2004,17,141,45
"oxford university press",871219754,"0--19",2004,17,141,45
"oxford university press",1064063116,"0--19",2004,17,141,45
"oxford university press",442760486,"0--19",2004,17,141,45
"oxford university press",893679832,"0--19",2004,17,141,45
"oxford university press",914516900,"0--19",2004,17,141,45
"oxford university press",903975002,"0--19",2004,17,141,45
"oxford university press",864305496,"0--19",2004,17,141,45
"oxford university press",898188983,"0--19",2004,17,141,45
"oxford university press",1031328727,"0--19",2004,17,141,45
"oxford university press",492440645,"0--19",2004,17,141,45
"oxford university press",946064587,"0--19",2004,17,141,45
"oxford university press",835177688,"0--19",2004,17,141,45
"oxford university press",905096501,"0--19",2004,17,141,45
"oxford university press",903517401,"0--19",2004,17,141,45
"oxford university press",1090480895,"0--19",2004,17,141,45
"oxford university press",896861778,"0--19",2004,17,141,45
"oxford university press",1059793506,"0--19",2004,17,141,45
"oxford university press",495299580,"0--19",2004,17,141,45
"oxford university press",891386563,"0--19",2004,17,141,45
"oxford university press",493825627,"0--19",2004,17,141,45
"oxford university press",1031550708,"0--19",2004,17,141,45
"oxford university press",956526384,"0--19",2004,17,141,45
"oxford university press",440362018,"0--19",2004,17,141,45
"oxford university press",1002212198,"0--19",2004,17,141,45
"oxford university press",950450526,"0--19",2004,17,141,45
"oxford university press",944745907,"0--19",2004,17,141,45
"oxford university press",960835451,"0--19",2004,17,141,45
"oxford university press",1059519093,"0--19",2004,17,141,45
"oxford university press",441821042,"0--19",2004,17,141,45
"oxford university press",945922633,"0--19",2004,17,141,45
"oxford university press",490618813,"0--19",2004,17,141,45
"oxford university press",953456466,"0--19",2004,17,141,45
"oxford university press",16355501,"0--19",2004,17,141,45
"oxford university press",867990446,"0--19",2004,17,141,45
"oxford university press",23348478,"0--19",2004,17,141,45
"oxford university press",780859626,"0--19",2004,17,141,45
"oxford university press",904804740,"0--19",2004,17,141,45
"oxford university press",962359961,"0--19",2004,17,141,45
"oxford university press",1084375957,"0--19",2004,17,141,45
"oxford university press",946159345,"0--19",2004,17,141,45
"oxford university press for the international institute for strategic studies",858861629,"1--136",2005,11,1239,1
"oxmoor house",870287568,"0--8487",2006,1213,1284,1038
"p allan",639905782,"0--86003",2008,48,644,1993
"p and r publishing",829446067,"1--59638",2007,1204,1285,1743
"p and r publishing",1028751527,"1--59638",2007,1204,1285,1743
"p bedrick books",17838120,"0--87226",2009,1202,1286,1039
"p lang",875559366,"3--0343",2010,93,1287,105
"p lang",489884568,"0--8204",2010,93,1287,105
"p pub",52802787,"0--7525",2219,180,505,187
"p stephens",6864706,"0--85059",2011,1199,1288,1040
"pace enterprises inc",959618661,"0--615",2012,176,121,65
"packt",964378118,"1--78588",2013,1201,1289,1744
"packt publishing",908048384,"1--78439",2014,80,1290,62
"packt publishing",903966646,"0--203",2014,80,1290,62
"packt publishing",903966534,"1--78439",2014,80,1290,62
"packt publishing",912316311,"1--78217",2014,80,1290,62
"packt publishing",872221781,"1--78355",2014,80,1290,62
"packt publishing",903966531,"1--78355",2014,80,1290,62
"packt publishing",961627921,"1--78528",2014,80,1290,62
"packt publishing",857712339,"1--299",2014,80,1290,62
"packt publishing",905914948,"1--78439",2014,80,1290,62
"packt publishing",900886813,"1--78439",2014,80,1290,62
"packt publishing",880454561,"1--78398",2014,80,1290,62
"packt publishing",903965770,"1--78439",2014,80,1290,62
"packt publishing",939500674,"1--84969",2014,80,1290,62
"packt publishing",884590328,"1--78398",2014,80,1290,62
"packt publishing",922952472,"1--78528",2014,80,1290,62
"packt publishing",948557568,"1--78217",2014,80,1290,62
"packt publishing",921507409,"1--78355",2014,80,1290,62
"packt publishing ltd",882264485,"1--84969",2015,80,1290,62
"page publishing inc",1040689937,"1--64138",2016,398,1291,454
"page publishing inc",899139112,"1--62838",2016,398,1291,454
"page street publishing co",1033785063,"1--62414",2017,1191,1292,1041
"paizo",919129798,"0--7653",2018,48,644,43
"paizo",919129814,"0--7653",2018,48,644,43
"palgrave",967760849,"1--137",2019,48,1293,40
"palgrave",967392785,"1--137",2019,48,1293,40
"palgrave",1086279451,"1--137",2019,48,1293,40
"palgrave maccmillan",1034945871,"1--137",2020,48,1293,40
"palgrave macmillan",937875861,"1--137",2021,11,1293,40
"palgrave macmillan",825047269,"1--137",2021,11,1293,40
"palgrave macmillan",1008553613,"1--137",2021,11,1293,40
"palgrave macmillan",1097157027,"1--137",2021,11,1293,40
"palgrave macmillan",1018086322,"1--137",2021,11,1293,40
"palgrave macmillan",896818011,"1--137",2021,11,1293,40
"palgrave macmillan",1014055276,"1--349",2021,11,1293,40
"palgrave macmillan",1014038848,"1--137",2021,11,1293,40
"palgrave macmillan",308174589,"0--230",2021,11,1293,40
"palgrave macmillan",960831440,"3--319",2021,11,1293,40
"palgrave macmillan",903919965,"1--137",2021,11,1293,40
"palgrave macmillan",1097094304,"1--137",2021,11,1293,40
"palgrave macmillan",828139852,"1--137",2021,11,1293,40
"palgrave macmillan",919261779,"1--137",2021,11,1293,40
"palgrave macmillan",950688370,"1--349",2021,11,1293,40
"palgrave macmillan",906016011,"1--137",2021,11,1293,40
"palgrave macmillan",880757146,"1--137",2021,11,1293,40
"palgrave macmillan",756279502,"0--230",2021,11,1293,40
"palgrave macmillan",1023282409,"1--137",2021,11,1293,40
"palgrave macmillan",893860139,"1--137",2021,11,1293,40
"palgrave macmillan",862747306,"1--137",2021,11,1293,40
"palgrave macmillan",929909441,"1--137",2021,11,1293,40
"palgrave macmillan",909321034,"1--137",2021,11,1293,40
"palgrave macmillan",867823632,"1--137",2021,11,1293,40
"palgrave macmillan",951233780,"1--137",2021,11,1293,40
"palgrave macmillan",1023836201,"1--137",2021,11,1293,40
"palgrave macmillan",913120542,"1--137",2021,11,1293,40
"palgrave macmillan",1097139029,"1--137",2021,11,1293,40
"palgrave macmillan",967392349,"0--230",2021,11,1293,40
"palgrave macmillan",930772793,"1--137",2021,11,1293,40
"palgrave macmillan",925249767,"1--137",2021,11,1293,40
"palgrave macmillan",1030335760,"1--137",2021,11,1293,40
"palgrave macmillan",945756242,"1--137",2021,11,1293,40
"palgrave macmillan",870285587,"1--137",2021,11,1293,40
"palgrave macmillan",1097139953,"1--349",2021,11,1293,40
"palgrave macmillan",951028402,"1--137",2021,11,1293,40
"palgrave macmillan",1020790528,"1--137",2021,11,1293,40
"palgrave macmillan",950954421,"1--349",2021,11,1293,40
"palgrave macmillan",905853091,"1--137",2021,11,1293,40
"palgrave macmillan",954427889,"1--137",2021,11,1293,40
"palgrave macmillan",1031208182,"1--137",2021,11,1293,40
"palgrave macmillan",905850859,"1--137",2021,11,1293,40
"palgrave macmillan",1029807408,"1--349",2021,11,1293,40
"palgrave macmillan",951809451,"1--137",2021,11,1293,40
"palgrave macmillan",966393409,"0--230",2021,11,1293,40
"palgrave macmillan",870409974,"1--137",2021,11,1293,40
"palgrave macmillan",1079209174,"3--319",2021,11,1293,40
"palgrave macmillan",908174303,"1--137",2021,11,1293,40
"palgrave macmillan",951678402,"1--137",2021,11,1293,40
"palgrave macmillan",894610517,"1--137",2021,11,1293,40
"palgrave macmillan",910239331,"0--230",2021,11,1293,40
"palgrave macmillan",926696680,"1--137",2021,11,1293,40
"palgrave macmillan",934194630,"1--137",2021,11,1293,40
"palgrave macmillan",827256464,"1--137",2021,11,1293,40
"palgrave macmillan",942380510,"1--137",2021,11,1293,40
"palgrave macmillan",1018053139,"0--230",2021,11,1293,40
"palgrave macmillan",864369613,"1--4039",2021,11,1293,40
"palgrave macmillan",883789902,"1--322",2021,11,1293,40
"palgrave macmillan",927961922,"1--137",2021,11,1293,40
"palgrave macmillan",889554474,"1--137",2021,11,1293,40
"palgrave macmillan",1076693540,"1--137",2021,11,1293,40
"palgrave macmillan",1004655394,"1--137",2021,11,1293,40
"palgrave macmillan",906146761,"1--137",2021,11,1293,40
"palgrave macmillan",906936573,"1--137",2021,11,1293,40
"palgrave macmillan",965140834,"3--319",2021,11,1293,40
"palgrave macmillan",893677895,"1--137",2021,11,1293,40
"palgrave macmillan",945629060,"1--137",2021,11,1293,40
"palgrave macmillan",963112354,"1--137",2021,11,1293,40
"palgrave macmillan",1056580510,"1--349",2021,11,1293,40
"palgrave macmillan",953709826,"1--137",2021,11,1293,40
"palgrave macmillan",883513223,"1--137",2021,11,1293,40
"palgrave macmillan",824722562,"0--230",2021,11,1293,40
"palgrave macmillan",951833510,"1--137",2021,11,1293,40
"palgrave macmillan",894544078,"1--137",2021,11,1293,40
"palgrave macmillan",1084423627,"1--137",2021,11,1293,40
"palgrave macmillan",1022581670,"1--137",2021,11,1293,40
"palgrave macmillan",871331417,"1--137",2021,11,1293,40
"palgrave macmillan",1048885501,"1--137",2021,11,1293,40
"palgrave macmillan",870325599,"1--137",2021,11,1293,40
"palgrave macmillan",867135826,"0--230",2021,11,1293,40
"palgrave macmillan",922951398,"1--137",2021,11,1293,40
"palgrave macmillan",1001548027,"1--137",2021,11,1293,40
"palgrave macmillan",910090869,"1--137",2021,11,1293,40
"palgrave macmillan",964292829,"1--137",2021,11,1293,40
"palgrave macmillan",956745387,"1--349",2021,11,1293,40
"palgrave macmillan",908912829,"1--137",2021,11,1293,40
"palgrave macmillan",1002126629,"1--137",2021,11,1293,40
"palgrave macmillan",844312028,"1--137",2021,11,1293,40
"palgrave macmillan",690438172,"0--230",2021,11,1293,40
"palibrio",1029207425,"1--5065",2022,285,1294,365
"palibrio",783172681,"1--4633",2022,285,1294,365
"pals program",1030307643,"1--5439",2023,1182,1295,1745
"pan",880626570,"0--330",2024,24,1039,94
"pan",1077701807,"1--925481",2024,24,1039,94
"pan books",5669224,"0--330",2025,24,1039,94
"pan books",704051860,"0--330",2025,24,1039,94
"pan books",5758160,"0--330",2025,24,1039,94
"pan books",958125877,"1--5098",2025,24,1039,94
"pan books",7910726,"0--330",2025,24,1039,94
"pan books",954252195,"0--330",2025,24,1039,94
"pan stanford publishing",879581081,"981--4411",2026,1178,1296,1042
"pangolin london",946117475,"0--9926582",2027,1175,1297,1746
"panini publishing",1019863350,"1--84653",2028,1177,1298,1043
"panopticon media corporation",1031885430,"1--7320607",2029,1173,1299,1747
"pantheon books",5799637,"0--394",2030,17,430,12
"pantheon books",1046781,"0--394",2030,17,430,12
"pantheon books",1004466669,"0--394",2030,17,430,12
"papercutz",1084757010,"1--62991",2031,288,1300,455
"papercutz",1048047777,"1--59707",2031,288,1300,455
"paperjacks",16951559,"0--7701",2032,1169,1301,1044
"paperstar",704465532,"0--698",2033,17,1390,1994
"para grafo editora",1050753013,"85--93600",2037,1168,1303,1046
"paradigm publishers",494978596,"1--59451",2034,11,1239,2000
"paragon",6926777,"0--399",2035,17,228,72
"paragon house",892802709,"1--55778",2036,1167,1302,1045
"paragon house",816940043,"1--55778",2036,1167,1302,1045
"park street press",1019845129,"1--62055",2038,1158,1304,1748
"parker pub co",13655674,"0--13",2039,1,821,9
"parkstone international",937900565,"1--78160",2040,1157,1305,1749
"parkwood press",847664119,"1--4752",2041,1161,1306,1047
"parragon",908674784,"1--4723",2042,72,505,44
"parragon",951983805,"1--4723",2042,72,505,44
"parragon",1014036769,"1--4054",2042,72,505,44
"parragon",880903133,"1--4723",2042,72,505,44
"parragon",937020971,"1--78186",2042,72,505,44
"parragon",135277999,"1--4054",2042,72,505,44
"parragon",714875442,"1--4054",2042,72,505,44
"parragon",1049573088,"1--5270",2042,72,505,44
"parragon",708368445,"1--4075",2042,72,505,44
"parragon",64038618,"1--4054",2042,72,505,44
"parragon",962902605,"1--4748",2042,72,505,44
"parragon",185691884,"1--4075",2042,72,505,44
"parragon",953874354,"1--4075",2042,72,505,44
"parragon",224373946,"1--4054",2042,72,505,44
"parragon",223911268,"1--4054",2042,72,505,44
"parragon books ltd",919222419,"1--4723",2043,72,505,44
"parragon books ltd",965556474,"1--4723",2043,72,505,44
"parragon books ltd",950056478,"1--4748",2043,72,505,44
"parragon press",50699079,"0--7525",2044,87,505,187
"parragon pub",1000111768,"0--7525",2045,87,505,44
"parragon pub",54490191,"1--4054",2045,87,505,44
"parragon publishing",229132298,"1--4054",2045,87,505,44
"parthenon pub group",876807126,"0--940813",2046,1151,1307,1048
"partners connected health",1021284246,"0--692",2047,61,726,11
"pasque flower press",864047467,"0--578",2048,178,729,109
"patheos press",937657193,"1--939221",2049,1149,1308,1750
"pathfinder",792887019,"0--87348",2050,287,1309,366
"pathfinder press",704626,"0--87348",2051,287,1309,366
"pathfinder press",583325,"0--87348",2051,287,1309,366
"patricia anne rivers",1062233712,"0--9555415",2052,1146,1310,1049
"paul h brookes publishing co",965172921,"1--59857",2053,1145,1311,1050
"paul joe provenzano",54508749,"0--9672259",2054,1147,1312,1751
"paul stroble",46378465,"0--9674086",2055,1156,1313,1752
"pauline books and media",224182579,"0--8198",2056,1166,1314,1753
"paulist press",49606758,"0--8091",2057,1190,1315,1754
"paws and claws publishing llc",898421957,"0--9846724",2058,1143,1316,1755
"peachpit press",900314356,"0--13",2059,1,821,9
"peachpit press",1065708090,"0--13",2059,1,821,9
"peachpit press",73951114,"0--321",2059,1,821,9
"peachpit press",1012047945,"0--321",2059,1,821,9
"peachtree professional education inc",946024566,"0--557",2060,1140,1317,1756
"peanut butter publishing",1043905578,"0--89716",2061,1142,1318,1757
"pearson",1015970610,"0--13",2062,1,821,9
"pearson",928137019,"0--13",2062,1,821,9
"pearson",1021381961,"1--292",2062,1,821,9
"pearson",793403590,"0--273",2062,1,821,9
"pearson",893919762,"0--13",2062,1,821,9
"pearson",1072011844,"0--13",2062,1,821,9
"pearson",889855469,"0--13",2062,1,821,9
"pearson",960943875,"0--13",2062,1,821,9
"pearson",892886251,"0--321",2062,1,821,9
"pearson",879247935,"0--321",2062,1,821,9
"pearson",953851973,"0--321",2062,1,821,9
"pearson",1003208851,"1--292",2062,1,821,9
"pearson",965533396,"1--292",2062,1,821,9
"pearson",939245177,"0--13",2062,1,821,9
"pearson",1007118935,"1--292",2062,1,821,9
"pearson",893784387,"0--13",2062,1,821,9
"pearson custom publishing",434052551,"0--536",2063,291,696,334
"pearson education",871645174,"0--13",2064,1,821,9
"pearson education",76702008,"0--7897",2064,1,821,9
"pearson education",884503862,"1--4082",2064,1,821,9
"pearson education",881450730,"0--13",2064,1,821,9
"pearson education",859061378,"0--321",2064,1,821,9
"pearson education",956764417,"0--582",2064,1,821,9
"pearson education inc",861356939,"0--321",2065,1,821,9
