"Publisher","ID","ISBN","group","walktrap","louvain","infomap"
"avon books",758476171,"0--380",265,17,711,67
"avon books",758392026,"0--06",265,17,711,67
"avon books",41605336,"0--380",265,17,711,67
"avon books",8062995,"0--380",265,17,711,67
"avon books",703205761,"0--06",265,17,711,67
"avon books",25097417,"0--380",265,17,711,67
"avon books",15278219,"0--380",265,17,711,67
"avon books",4085153,"0--380",265,17,711,67
"avon books",32105665,"0--380",265,17,711,67
"avon books",152409475,"0--380",265,17,711,67
"avon books",467355548,"0--06",265,17,711,67
"avon books",28986974,"0--380",265,17,711,67
"avon books",16073274,"0--380",265,17,711,67
"avon books",58730230,"0--06",265,17,711,67
"avon books",42379179,"0--380",265,17,711,67
"avon books",1029340278,"0--380",265,17,711,67
"avon books",3291892,"0--380",265,17,711,67
"avon books",12180142,"0--380",265,17,711,67
"avon eos",42384282,"0--380",266,17,711,67
"award publications limited",710822115,"1--84135",268,107,953,160
"axzo press",907480740,"1--4260",269,1114,190,540
"ayurvedic press",935885163,"1--883725",270,1141,191,623
"b a r",781192410,"0--86054",274,1077,195,1348
"b and b publishing",33447696,"1--885813",271,1106,192,1347
"b and h academic",881665171,"1--4336",272,194,193,246
"b blackwell",489770375,"0--631",273,172,194,137
"b t batsford",869192633,"0--7134",275,114,196,154
"b t batsford ltd",60013238,"0--7134",276,114,196,154
"backbeat books",1023441037,"0--87930",277,1061,197,624
"backpack books",57249960,"0--7607",278,17,711,114
"backpack books inc",225650714,"0--7607",279,17,711,114
"bad sign publishing",900594384,"0--615",280,176,121,65
"baen",61719477,"0--7434",281,26,324,3
"baen publishing enterprises",13356175,"0--671",282,26,324,3
"baker academic",643394951,"0--8010",283,185,198,148
"baker book house",610269028,"0--8010",284,185,198,148
"baker books",795572574,"0--8010",285,185,198,148
"balboa press",873058839,"1--4525",286,1011,199,625
"ballantine",797275173,"0--345",287,17,228,23
"ballantine",7933591,"0--345",287,17,228,23
"ballantine",423781930,"0--449",287,17,228,23
"ballantine",1090879506,"0--449",287,17,228,23
"ballantine",12631804,"0--449",287,17,228,23
"ballantine",16158289,"0--449",287,17,228,23
"ballantine",16501274,"0--449",287,17,228,23
"ballantine books",423342265,"0--345",288,17,228,23
"ballantine books",8880867,"0--345",288,17,228,23
"ballantine books",603879731,"0--345",288,17,228,23
"ballantine books",16851575,"0--449",288,17,228,23
"ballantine books",897048421,"0--307",288,17,228,23
"ballantine books",36285555,"0--345",288,17,228,23
"ballantine books",502720351,"0--345",288,17,228,23
"ballantine books",15653433,"0--345",288,17,228,23
"ballantine books",48185656,"0--345",288,17,228,23
"ballantine books",244475396,"0--345",288,17,228,23
"ballantine books",519725604,"0--345",288,17,228,23
"ballantine books",61186496,"0--345",288,17,228,23
"ballantine books",904268692,"0--345",288,17,228,23
"ballantine books",16835580,"0--345",288,17,228,23
"ballantine books",36312218,"0--345",288,17,228,23
"ballantine books",20380857,"0--449",288,17,228,23
"ballantine books",824183224,"0--312",288,17,228,23
"ballantine books",6734453,"0--345",288,17,228,23
"ballantine books",15001883,"0--449",288,17,228,23
"ballantine books",12065830,"0--449",288,17,228,23
"ballantine books",20359725,"0--345",288,17,228,23
"ballantine books",859079294,"0--345",288,17,228,23
"ballantine books",7438933,"0--345",288,17,228,23
"ballantine books",1049849173,"0--345",288,17,228,23
"ballantine books",13302633,"0--345",288,17,228,23
"ballantine books",56193970,"0--345",288,17,228,23
"ballantine books",1059162497,"0--345",288,17,228,23
"ballantine books",32983500,"0--345",288,17,228,23
"ballantine books",18799588,"0--449",288,17,228,23
"ballantine books",45399377,"0--345",288,17,228,23
"ballantine books",23893408,"0--345",288,17,228,23
"ballantine books",26710333,"0--345",288,17,228,23
"ballantine books",4891910,"0--345",288,17,228,23
"ballantine pub group",1089498902,"0--345",289,17,228,23
"ballinger pub co",922703111,"0--88410",290,970,200,1349
"bandh publishing group",1080638308,"1--4336",291,194,193,246
"banner of truth trust",38292387,"0--85151",292,963,201,1350
"bantam",80552428,"0--553",293,17,430,37
"bantam",33421704,"0--553",293,17,430,37
"bantam",1038419504,"0--553",293,17,430,37
"bantam",965559327,"0--553",293,17,430,37
"bantam",777720495,"0--553",293,17,430,37
"bantam",670492708,"0--87129",293,17,430,37
"bantam",21378933,"0--553",293,17,430,37
"bantam",876872021,"0--553",293,17,430,37
"bantam",787859500,"0--553",293,17,430,37
"bantam books",797288165,"0--553",294,17,430,37
"bantam books",466152803,"0--553",294,17,430,37
"bantam books",15209118,"0--553",294,17,430,37
"bantam books",842907563,"1--299",294,17,430,37
"bantam books",880828778,"0--553",294,17,430,37
"bantam books",50862952,"0--613",294,17,430,37
"bantam books",894540341,"0--8041",294,17,430,37
"bantam books",3318310,"0--553",294,17,430,37
"bantam books",65537276,"0--553",294,17,430,37
"bantam books",59292165,"0--553",294,17,430,37
"bantam books",1041601134,"0--553",294,17,430,37
"bantam books",1057093109,"0--553",294,17,430,37
"bantam books",945719169,"0--553",294,17,430,37
"bantam books",10219974,"0--553",294,17,430,37
"bantam books",429663700,"0--553",294,17,430,37
"bantam books",48983203,"0--553",294,17,430,37
"bantam books",6237561,"0--553",294,17,430,37
"bantam books",2416364,"0--553",294,17,430,37
"bantam books",438871371,"0--553",294,17,430,37
"bantam books",347918,"0--553",294,17,430,37
"bantam books",651971952,"0--01",294,17,430,37
"bantam books",19335837,"0--553",294,17,430,37
"bantam books",951829441,"0--553",294,17,430,37
"bantam books",19060315,"0--553",294,17,430,37
"bantam books",47088425,"0--553",294,17,430,37
"bantam books",1012719204,"0--8041",294,17,430,37
"bantam books",36129117,"0--553",294,17,430,37
"bantam books",1054230951,"0--553",294,17,430,37
"bantam books",812159709,"0--553",294,17,430,37
"bantam books",154112436,"0--553",294,17,430,37
"bantam books trade paperbacks",807944385,"0--345",295,17,228,23
"bantam classic",428807904,"0--553",296,17,430,37
"bantam dell",865242026,"0--553",297,17,430,58
"bantam dell",1037205095,"0--307",297,17,430,58
"bantam doubleday books for young readers",1001973718,"0--329",298,17,430,14
"bantam doubleday dell books for young readers",842995250,"1--299",299,17,430,35
"bantam doubleday dell books for young readers",845348892,"0--440",299,17,430,35
"bantam doubleday dell books for young readers",1037528816,"0--440",299,17,430,35
"bard press",1088670845,"1--885167",300,865,202,1351
"barefoot books",185041358,"1--84686",301,209,203,255
"barefoot books",1057123842,"1--905236",301,209,203,255
"barefoot books",908071912,"1--78285",301,209,203,255
"barnes and noble",319920191,"0--06",302,17,711,114
"barnes and noble",1097590176,"0--7607",302,17,711,114
"barnes and noble",27839534,"1--56619",302,17,711,114
"barnes and noble",38726987,"0--7607",302,17,711,114
"barnes and noble",5698652,"0--06",302,17,711,114
"barnes and noble",2218478,"0--06",302,17,711,114
"barnes and noble books",779677709,"0--389",303,17,711,114
"barnes and noble books",166306366,"0--7607",303,17,711,114
"barnes and noble books",964600645,"0--7607",303,17,711,114
"barnes and noble books",38943599,"0--7607",303,17,711,114
"baronet",858065859,"0--86611",304,839,204,626
"barrington stoke",821267483,"1--78112",305,144,1243,219
"barron's",439473844,"0--8120",306,44,205,79
"barron's",883403718,"0--7641",306,44,205,79
"barron's",659753563,"0--7641",306,44,205,79
"barron's",1037264421,"0--8120",306,44,205,79
"barron's",900708842,"0--7641",306,44,205,79
"barron's educational series",1011805532,"0--7641",307,44,205,79
"barron's educational series",865231534,"0--7641",307,44,205,79
"barron's educational series",60686477,"0--7641",307,44,205,79
"barron's educational series",922000969,"1--4380",307,44,205,79
"barron's educational series inc",870527038,"0--7641",308,44,205,79
"barrons",1001491323,"1--4380",309,44,205,79
"basic books",1035258095,"1--5416",310,266,206,412
"basicbooks",1049755515,"0--465",310,266,206,412
"basil blackwell",945458148,"1--55786",273,172,194,137
"batsford",436095051,"0--89676",311,114,196,154
"battle of britain prints international",29677697,"0--900913",312,1076,207,1352
"baylor university press",495351367,"1--932792",313,776,208,1353
"bbc audiobooks",809410811,"1--4084",314,33,1084,282
"bbc audiobooks",865265837,"1--4056",314,33,1084,282
"bbc audiobooks",809702547,"1--4056",314,33,1084,282
"bbc audiobooks",809409966,"1--4084",314,33,1084,282
"bbc audiobooks",865220305,"0--7540",314,33,1084,282
"bbc audiobooks",865282944,"1--4056",314,33,1084,282
"bbc audiobooks",225226694,"1--4056",314,33,1084,282
"bbc audiobooks",865230719,"1--4056",314,33,1084,282
"bbc audiobooks ltd",645702767,"1--4084",315,33,1084,282
"bbc books",319888306,"0--563",316,125,209,202
"bbc books",818986274,"0--563",316,125,209,202
"bbc books",225027823,"0--563",316,125,209,202
"bbc books",886610949,"1--84990",316,125,209,202
"bc ink",897740586,"0--692",317,61,726,11
"beacon hill press",903964849,"0--8341",318,240,210,312
"beacon hill press of kansas city",903957648,"0--8341",319,240,210,312
"beacon press",492327779,"0--8070",320,741,211,1961
"beacon press",16714848,"0--8070",320,741,211,1961
"beacon press",28622365,"0--8070",320,741,211,1961
"beadle",77468386,"0--665",321,3,1166,4
"bear media",956951431,"1--5197",322,734,212,627
"bearhead publishing",939859882,"1--937508",323,720,213,1354
"bearmanor media",1021214876,"1--62933",324,717,214,1355
"bearport publishing",871186936,"1--62724",325,290,215,313
"bearport publishing",1008759163,"1--68402",325,290,215,313
"bearport publishing",922215337,"1--62724",325,290,215,313
"beast books",833132672,"0--9842951",326,708,216,1356
"beautiful pacific publishing",1056713497,"1--7323421",327,706,217,1357
"beehive foundation",261226747,"0--88322",328,704,218,628
"beeler large print",946252843,"1--57490",329,1243,219,1358
"belknap press of harvard univ press",490568443,"0--674",330,227,773,121
"belknap press of harvard university press",270930346,"0--674",330,227,773,121
"belknap press of harvard university press",871258023,"0--674",330,227,773,121
"belknap press of harvard university press",923010719,"0--674",330,227,773,121
"belknap press of harvard university press",489627182,"0--674",330,227,773,121
"belknap press of harvard university press",859446686,"0--674",330,227,773,121
"belknap press of harvard university press",879651748,"0--674",330,227,773,121
"belknap press of harvard universitypress",1028519144,"0--674",330,227,773,121
"bell bridge books",1008767942,"1--61194",331,694,220,629
"bellekeep books",1012816352,"1--936878",332,680,221,1359
"bellwether media",964065834,"0--531",333,14,1270,74
"bellwether media",965120525,"1--62617",333,14,1270,74
"bellwether media inc",829937234,"0--531",334,14,1270,74
"benbella books inc",778420318,"1--937856",335,213,222,232
"benbella books inc",890615612,"1--941631",335,213,222,232
"benchmark education company",1030917201,"1--4509",336,1332,223,630
"benjamin co",6485416,"0--87502",337,627,224,631
"benn",490315959,"0--510",338,29,1218,1985
"benn",1971395,"0--510",338,29,1218,1985
"berg",930830080,"1--84788",339,447,225,247
"berg",930827703,"1--84788",339,447,225,247
"berg publishers",1027371588,"1--84788",340,447,225,247
"berghahn",1023349065,"1--78533",341,171,226,134
"berghahn",905862152,"1--78238",341,171,226,134
"berghahn books",1071954588,"1--78238",342,171,226,134
"berghahn books",967757380,"1--78533",342,171,226,134
"berghahn books",843862184,"1--78238",342,171,226,134
"berghahn books",758946196,"1--84545",342,171,226,134
"berkeley publishing",1037476053,"0--441",343,17,1409,113
"berklee press",793220814,"0--87639",344,563,227,1360
"berklee press",885183834,"0--87639",344,563,227,1360
"berkley",797280196,"0--671",345,17,1409,52
"berkley",5294596,"0--425",345,17,1409,52
"berkley",20548439,"0--425",345,17,1409,52
"berkley books",9343595,"0--425",346,17,1409,52
"berkley books",794767707,"1--61793",346,17,1409,52
"berkley books",757848806,"0--425",346,17,1409,52
"berkley books",261574308,"0--425",346,17,1409,52
"berkley books",34497208,"0--425",346,17,1409,52
"berkley books",25168859,"0--425",346,17,1409,52
"berkley books",1059156379,"0--425",346,17,1409,52
"berkley books",862950789,"0--425",346,17,1409,52
"berkley books",753969973,"0--425",346,17,1409,52
"berkley books",16959762,"0--425",346,17,1409,52
"berkley books",44532524,"0--425",346,17,1409,52
"berkley books",1023645188,"0--425",346,17,1409,52
"berkley books",1010968525,"0--425",346,17,1409,52
"berkley books",38978020,"0--425",346,17,1409,52
"berkley books",13572771,"0--425",346,17,1409,52
"berkley books",58449094,"0--425",346,17,1409,52
"berkley books",897874999,"0--425",346,17,1409,52
"berkley books",26248828,"0--425",346,17,1409,52
"berkley books",68711744,"0--425",346,17,1409,52
"berkley prime crime",52712838,"0--425",347,17,1409,52
"berkley prime crime",58024607,"0--425",347,17,1409,52
"berkley pub",676719430,"0--399",348,17,1409,113
"berkley pub",865202737,"0--441",348,17,1409,113
"berkley pub co",2236746,"0--425",349,17,1409,52
"berkley pub corp",928123040,"0--425",350,17,1409,52
"berkley pub group",15171502,"0--441",351,17,1409,113
"berkley pub group",865281405,"0--425",351,17,1409,113
"berkley publishing group",22571617,"0--441",351,17,1409,113
"berkley publishing group",865449582,"0--515",351,17,1409,113
"berkley publishing group",795167635,"0--425",351,17,1409,113
"berlinica",918900822,"1--935902",352,511,229,632
"berrett koehler pub",902784512,"1--4596",353,497,230,1361
"bet publications",56627650,"1--58314",354,496,231,633
"bethany claire",1011919157,"0--9961136",355,493,232,1362
"bethany house",961152315,"0--7642",356,132,233,199
"bethany house",679716955,"1--61664",356,132,233,199
"bethany house publishing",944380768,"0--7642",357,132,233,199
"betty turso",908341517,"1--5025",358,474,234,1363
"bfi palgrave",1058441475,"1--84457",359,470,235,634
"bh",956737985,"0--12",360,30,573,36
"bh kids",1039718044,"1--4336",361,194,193,246
"bible societies",436094840,"0--564",362,1635,236,635
"bibliobazaar",499822932,"1--4375",363,459,237,636
"bibliolife",498315654,"1--113",364,451,238,1364
"biblioque",909020621,"0--692",365,61,726,11
"big and small publishing",953567258,"1--921790",366,1879,239,1365
"big field books",1064387253,"0--9927344",367,1874,240,1366
"big kid science",871671935,"1--937548",368,1866,241,1963
"binky books",25816825,"1--85627",369,300,242,484
"bios scientific publishers",1078693597,"0--203",370,11,1239,1
"birkha user",490391275,"3--7643",372,141,243,220
"birkhauser verlag",492728051,"3--7643",371,141,243,220
"birmingham historical society",276141545,"0--943994",373,1829,244,1367
"bishop museum press",4582611,"0--910240",374,1834,245,1368
"biteback publishing",1047578693,"1--78590",375,315,246,413
"biteback publishing",1023828321,"1--78590",375,315,246,413
"biteback publishing ltd",1029409601,"1--78590",376,315,246,413
"bithell",1078406636,"0--9993290",377,1804,247,637
"black cat",34502679,"0--7481",378,1801,248,638
"black classic press",30424579,"0--933121",379,1793,249,1369
"black library",894747474,"1--84970",380,1785,250,1370
"black oak media",872576442,"1--61876",381,1779,251,639
"black rabbit books",1004424537,"0--7166",382,205,252,248
"black radish books",952187635,"0--9964001",383,1772,253,1371
"black rose writing",1057629672,"1--68433",384,1816,254,1372
