ID,ISBN,Publisher
912476837,1--78398,packt publishing
1097136413,1--349,palgrave macmillan
239795828,0--07,webster division mcgraw hill
951808927,1--5008,learn persian online
907623017,1--4215,viz media
786308687,0--9564110,drumcondra publications
492408545,1--84064,e elgar
492408545,1--84376,e elgar
882242436,1--315,routledge
1028782556,1--4919,o'reilly media
932385370,1--78023,reaktion books
317260718,0--674,harvard university press
680726209,0--7566,dorling kindersley
693563118,1--60899,resource publications
894026113,0--88486,bristol park books
890807830,0--205,pearson
1017492189,1--5218,influential individuals
903975215,0--8131,university press of kentucky
1091765184,1--9848,hogarth
910976184,1--78068,intersentia
962028169,1--4408,praeger
963821505,0--8131,university press of kentucky
909883807,1--61004,paladin press
427431711,1--84262,dales large print books
865232616,0--7528,orion
884342192,0--7089,chivers large print
794003372,0--203,routledge
794003372,1--136,routledge
649915899,0--8126,open court
671812857,0--698,puffin books
40920930,0--7506,butterworth heinemann
232977800,0--06,harper
6879895,0--553,bantam
283126263,0--416,methuen
1031323315,1--5386,ieee
800946063,1--4443,wiley blackwell
914470794,1--78469,catholic truth society
914478867,0--9890859,larry dean watts publishing
91790063,0--06,avon books
495483261,0--201,addison wesley
37904164,0--7505,magna large print books
864872366,3--525,vandenhoeck and ruprecht
39633037,0--8125,tor
680094324,1--4351,fall river press
1076841214,0--86542,blackwell science
923021310,0--19,oxford university press
922887164,3--319,springer
922841886,1--4447,hodder
690238955,0--415,routledge
945772864,0--8330,rand corporation
1032585962,1--138,routledge taylor and francis group
493339748,0--06,harperperennial
494725811,0--8308,intervarsity press
944151158,1--78068,intersentia
956687889,1--302,marvel worldwide inc
951612268,1--4698,wolters kluwer
797824018,0--87766,urban institute press
605594724,0--14,penguin books
494465030,0--06,harper
947322630,1--78405,iste editions
1028737059,1--940997,faenum publishing ltd
1090181983,0--544,houghton mifflin harcourt
964355852,1--84935,ak press
24893010,0--7089,linford
41580636,1--57366,fc2
489775229,0--674,belknap press of harvard university press
758915681,0--470,john wiley and sons
896856486,1--4649,scholarlyeditions
1033494490,1--937197,mythic island press llc
440657128,0--00,harper perennial
904457939,1--63220,skyhorse publishing
859804626,1--4104,thorndike press
893433248,1--4083,orchard books
27503153,0--207,angus and robertson
867830998,0--394,alfred a knopf
8624969,0--8431,price stern sloan
1082217886,1--315,routledge
85863997,0--8095,wildside press
704112547,0--911794,saraydarian institute
1020658440,1--61373,chicago review press
1048393527,0--06,greenwillow books
1077287870,1--68329,highlights for children inc
1006416656,1--138,routledge
1006416656,1--351,routledge
962482409,1--78076,i b tauris
752393518,0--00,element
1052715782,0--19,clarendon press
22008977,1--879016,national conference of synagogue youth union of orthodox jewish congregations of america
950931271,1--68285,willford press
1006443592,1--78630,iste ltd
1055775314,0--305,jackdaw
27940707,0--02,free press
877067411,0--14,penguin books
1050125067,0--13,pearson prentice hall
1000536275,1--4496,jones and bartlett learning
319917259,0--7540,chivers press
492881865,0--582,longman
1055213341,1--78696,weldon owen
876873127,1--898697,grub street
29829613,0--373,harlequin
1011665537,0--07,mcgraw hill
926098917,0--309,transportation research board
756873018,0--14,puffin books
966297216,0--323,matthew deans
904438206,1--4039,palgrave macmillan
1079418436,1--58536,sleeping bear press
889267097,0--7618,university press of america
450813739,0--87891,research and education association
898037511,0--12,elsevier academic press
874157253,1--62895,michigan state university press
874157253,1--60917,michigan state university press
46896334,1--886383,pride and imprints
867696299,3--540,springer
45211762,0--312,st martin's paperbacks
869053292,0--521,cambridge university press
889881956,1--4027,sterling publishing co inc
925009707,0--8008,taplinger pub co
918135321,1--315,routledge
918135321,1--134,routledge
918135321,0--8153,routledge
822895889,0--8213,world bank
879822692,0--521,cambridge university press
35988796,0--590,scholastic inc
859046597,1--936239,feral house
1054261419,1--138,routledge
1078016,0--517,clarkson n potter
912573999,0--9778023,auctoris press
892844648,1--137,palgrave macmillan
957742659,1--78429,riverrun
952160626,0--241,portfolio penguin
903957537,0--8341,nazarene publishing house
864514124,0--7851,marvel worldwide
957533886,0--8222,dramatists play service
886701503,0--8371,greenwood press
1040264320,0--7278,severn house large print
1067228591,0--7456,polity
1005479281,1--138,routledge
1005479281,1--317,routledge
915042216,1--118,john wiley and sons inc
867988958,90--272,j benjamins pub co
876043173,1--134,routledge
876043173,1--315,routledge
876043173,0--415,routledge
1090142394,0--226,university of chicago press
809418268,1--4056,bbc audiobooks
1012259117,1--5275,cambridge scholars publishing
878149656,1--78094,hesperus press limited
1089724677,1--107,cambridge university press
891400256,1--58983,sbl press
1018036718,0--8135,rutgers university press
862951867,1--86189,reaktion books
1049573150,1--269,pearson learning solutions
1015309232,1--61225,mirror publishing
903986149,0--310,zondervan
55720050,0--520,university of california press
1057056530,0--397,lippincott
945950067,1--4778,two lions
1038221863,1--4201,zebra books kensington publishing corp
492798330,3--540,springer
806456123,3--0343,peter lang
904456566,1--925186,big and small
6327050,0--7089,ulverscroft
883016644,1--285,cengage learning
1023865250,0--06,harper one
1054926599,1--4422,center for strategic and international studies
840404433,1--934795,parallel press university of wisconsin madison libraries
950884426,1--4574,alfred publishing co inc
1083744782,0--7531,sagebrush large print westerns
919120273,3--11,de gruyter
1049437189,3--642,springer
806016130,1--61695,soho press
806016130,0--7515,soho press
850517290,0--684,collier books
945647188,1--4917,iuniverse
1043446247,0--394,alfred a knopf
1029083582,0--86078,gower
905864192,1--4008,princeton university press
1080841563,1--4426,university of toronto press
895422209,1--4831,elsevier
6122211,0--380,avon
40265169,0--7089,linford
1020304751,1--138,routledge
887897375,0--19,oxford university press
921183171,1--78068,intersentia
893677045,1--4649,scholarlyeditions
947044979,1--4012,dc comics
1012837247,1--138,routledge
1012837247,1--317,routledge
891381463,1--63321,nova science publishers inc
455843090,0--571,faber and faber
868952609,0--04,g allen and unwin
869970658,1--4339,gareth stevens pub
490957663,0--415,routledge
1007068666,1--61091,island press
227004334,0--14,puffin books
8961753,0--915684,christian herald books
864784277,1--4081,christopher helm
953062370,1--4704,american mathematical society
4516104,0--385,doubleday
47948711,1--86147,abbeydale press
859789353,1--4833,sage
963762022,1--4129,sage
930773457,1--85578,portland press limited
1055289907,1--4744,edinburgh university press
1039201248,1--315,routledge
1039201248,1--317,routledge
891384818,1--63202,cincinnatus press
922687309,1--4969,authorhouse
1055454242,0--8007,revell
1053657683,0--942614,nelson atkins museum of art
1053657683,0--300,nelson atkins museum of art
868227991,1--108,cambridge university press
874157295,1--315,routledge
874157295,1--317,routledge
1085132126,1--78344,andersen press
910381225,0--412,chapman and hall
1019992487,1--352,palgrave
44068387,0--7385,arcadia
32458228,0--87392,standard educational corp
801358752,1--59961,spotlight
779988326,0--7894,dk publishing
1046016521,0--19,oxford university press
492112869,3--11,mouton de gruyter
1082703920,0--665,cupples and hurd
466140786,0--312,st martin's griffin
4727282,0--441,ace books
1045721887,1--9791,goldsmith press llc
3415354,0--913276,stone wall press
913796177,0--9960479,silver lining psychology
882236680,0--8218,american mathematical society
12908769,0--8161,g k hall
908145815,0--86196,john libbey publishing ltd
490108616,1--56081,vch publ
490108616,3--527,vch publ
1029069024,1--108,cambridge university press
1013737725,1--316,cambridge university press
1037295126,0--472,university of michigan press
9217218,0--8128,stein and day
904892715,0--8024,moody publishers
300032932,0--471,j wiley
1023001543,1--119,john wiley and son ltd
1054092844,1--78694,oxford university press usa
664331763,0--8018,johns hopkins university press
883296382,0--415,routledge
4549254,0--7092,paddington press ltd
4549254,0--448,paddington press ltd
957633504,1--118,wiley blackwell
36546418,0--7614,marshall cavendish
884354084,1--4215,viz media
17261449,0--8120,barron's
2425137,0--394,vintage books
2359546,0--02,free press
887964981,0--7145,marion boyars
965831606,1--118,john wiley and sons inc
965831606,1--119,john wiley and sons inc
753267875,1--4084,thorndike
61362182,0--385,doubleday
1014200627,0--8047,stanford university press
1099467222,981--323,world scientific
1005117568,0--691,princeton university press
1083096515,0--7945,edc publishing
3543292,0--931238,grilled flowers press
816820499,0--13,prentice hall
863653913,0--415,routledge
951807094,1--78239,berkley caliber
892626993,0--7495,automobile association
952790124,3--8327,teneues
77936661,0--7089,ulverscroft
893721659,1--62899,center point large print
1146287,0--448,grosset and dunlap
1083922265,0--12,butterworth heinemann
829720655,1--4713,audiogo
36686772,1--886529,athena scientific
941816306,1--138,routledge taylor and francis group
941816306,1--84893,routledge taylor and francis group
1089605459,1--4231,hyperion paperbacks
1001286148,1--5039,two lions
1004424822,1--4926,sourcebooks landmark
31917990,0--8114,raintree steck vaughn
31917990,0--8172,raintree steck vaughn
43437657,0--380,bard
942046101,0--85775,flame tree publishing
881713150,1--61852,turning stone press
3844035,0--394,vintage books
900839595,0--9969896,dave burgess consulting inc
900839595,0--9882176,dave burgess consulting inc
1031425057,0--19,oxford university press
838125822,0--19,oxford university press
1037250813,0--517,c potter
863196270,0--9825353,global insight communications llc
1082186179,1--107,cambridge university press
1003119047,1--4215,viz media
664332909,0--231,columbia university press
872669505,0--8308,ivp books
872669505,1--4619,ivp books
872415874,3--0353,peter lang
34352342,0--8041,ivy books
882232348,0--203,routledge
959936508,0--19,oxford university press
492249243,0--7088,warner books
1057729802,0--06,harper colophon books
152547815,0--307,alfred a knopf
1078145123,0--930655,guardian knight studios
443970363,0--521,cambridge university press
944087195,1--78023,reaktion books
948565018,1--62656,berrett koehler publishers inc
908042534,1--61164,westminster john knox press
863381105,3--7913,hirshhorn museum and sculpture garden
1021404280,1--78570,oxbow books
1080140694,1--5263,wayland
46959500,0--684,simon and schuster
732061238,0--312,st martin's griffin
19456617,0--11,her majesty's stationery office
930887907,1--934795,parallel press university of wisconsin madison libraries
865234528,0--09,random house children's books
1027824149,0--606,harpercollins publishers
1027824149,0--06,harpercollins publishers
1027824149,1--5490,harpercollins publishers
456108335,0--7020,baillie re tindall
1090672002,0--13,prentice hall
881321227,0--7897,pearson education
869060550,0--8419,africana pub co
671915608,0--7089,thorpe
933295538,1--78397,ep books
918565899,1--4448,linford
881338941,0--590,scholastic inc
952470093,0--8028,w b eerdmans pub co
55990538,0--9741007,oscar's house press
1090282802,0--345,ballantine books
1003852560,1--932225,wallbuilder press
1019603498,0--253,indiana university press
876398792,1--118,j wiley and sons
876398792,0--470,j wiley and sons
20985403,0--87516,devorss
959922676,0--470,john wiley and sons inc
878149425,1--4831,pergamon press
752962403,1--4532,open road integrated media
904437971,981--4641,world scientific
1034017061,0--692,black pines press
