ID,ISBN,Publisher
28235662,0--14,penguin books
893681180,3--319,springer
11316503,0--8161,g k hall
868915185,0--521,cambridge university press
905495518,0--313,praeger
1037008842,0--606,turtleback books
917121624,1--248,umi microform
964786626,0--915042,library of social science
809234550,0--552,corgi books
904112145,1--138,routledge
44087384,0--451,new american library
911265756,1--137,palgrave macmillan
1046095658,0--8264,bloomsbury academic
967512530,1--4847,disney press
708338108,0--415,routledge
441743538,1--4051,blackwell
15017370,0--87951,overlook press
813657996,0--470,john wiley and sons
962222898,1--68324,ballantine books
962222898,1--101,ballantine books
1005088960,0--7352,portfolio penguin
953234781,1--60732,university press of colorado
953738331,1--61229,common ground research networks
904308916,1--936959,nsta press
1097150551,1--134,routledge
1008553666,1--138,routledge
921995214,1--78348,rowman and littlefield international
946728718,1--316,cambridge university press
1059250852,0--231,columbia university press
1016496915,1--910126,boxer books
880943514,1--4912,mary jones day
929985497,1--938835,sigma theta tau international
435167150,0--86283,colour library books
957580653,1--4899,springer
1016304034,1--118,john wiley and sons ltd
867924621,1--4215,viz media
862855150,0--615,strong hold publishing
948671035,1--59051,other press
1042097004,0--8021,atlantic monthly press
11425212,0--8317,gallery books
1000436930,981--10,springer berlin heidelberg
40615259,0--9667043,hoot owl books
30837826,0--486,dover pub
1018476804,1--5387,grand central publishing
1097614093,1--7270,fableprint
9385138,0--85345,monthly review press
16571095,0--671,washington square press
13100602,0--14,penguin books
690523000,3--11,w de gruyter
1014342633,0--8117,stackpole books
1091698140,1--118,john wiley and sons inc
13979256,0--8018,johns hopkins university press
1083101195,0--87148,church of god school of ministry
1096454351,0--19,oxford university press
440282514,1--4338,american psychological association
895033933,1--4798,new york university press
759599903,0--7190,manchester university press
31006393,0--521,cambridge university press
493820105,0--380,avon
960969047,1--4724,routledge taylor and francis group
908468993,1--4511,wolters kluwer
867078382,1--4073,archaeopress
1064720263,1--78319,oberon books
821918349,1--4424,margaret k mcelderry books
914573101,0--9903588,james lange
914573101,0--9899978,james lange
17397935,0--553,bantam books
868165234,0--19,oxford university press
19721854,0--440,dell pub
917255053,1--4091,orion
1027650240,1--84384,d s brewer for peterhouse cambridge
898911636,0--7858,crestline
906941808,1--62313,human rights watch
1027205857,1--60846,haymarket books
1073032515,1--4746,weidenfeld and nicolson
14212615,0--394,vintage books
613510400,0--472,university of michigan press
1049798920,0--312,st martin's paperbacks
9394167,0--688,quill
17354627,1--55504,chivers press
17354627,0--7451,chivers press
875004251,1--62380,dreamspinner press
18940951,0--8125,tor
10149135,0--14,penguin books
639300662,0--618,houghton mifflin harcourt
55090256,1--884829,american planning association
902820169,1--308,mcgraw hill education
1058760132,1--4615,plenum press
1029320342,1--108,cambridge university press
894004071,0--545,scholastic
1859728,0--913778,child's world
1097135643,0--429,routledge
823552493,1--118,john wiley and sons inc
317823765,0--7089,f a thorpe
944221868,0--8232,fordham university press
46046071,0--7569,scholastic inc
46046071,0--7587,scholastic inc
46046071,0--613,scholastic inc
46046071,0--439,scholastic inc
849028326,1--4411,bloomsbury
1097108378,1--351,routledge taylor and francis group
1086316143,0--89308,southern historical press
865697661,0--9923078,institute of foresters of australia
1043774390,0--310,zonderkidz
915373270,0--7364,golden books
937797327,0--345,ballantine books trade paperbacks
1067213738,0--253,indiana university press
865853481,0--8047,stanford university press
320622174,0--7126,pimlico
967028938,1--328,mariner books houghton mifflin harcourt
961408429,0--19,oxford university press
933281753,0--86196,john libbey publishing
1019995611,1--351,legenda
1037892778,1--4351,sandy creek
1081044105,1--338,scholastic inc
1013434119,0--250,ann arbor science publishers
950901645,0--544,mariner books houghton mifflin harcourt
20742285,0--8292,riverside publishing company
880528752,1--59538,fo jiao da cang jing ji jin hui
1081326141,1--337,cengage
1004834510,1--350,bloomsbury methuen drama
76171562,0--8063,clearfield
954253851,1--4994,rosen publishing's rosen central
1007637929,0--14,puffin books
263616250,0--674,harvard university press
1082588850,0--665,lawson and jones
33833684,0--684,simon and schuster
1001849983,1--899933,old school press
318575268,1--84507,frances lincoln children's
812034529,0--521,cambridge university press
807797224,1--62276,combustion institution
1047958611,0--19,oxford university press
1045447035,1--306,ashgate
1045447035,1--4724,ashgate
1045447035,1--315,ashgate
866997898,0--7864,mcfarland
1015264367,0--544,houghton mifflin harcourt
865223680,0--89733,academy chicago pub
1030761788,1--4742,bloomsbury academic
904314640,1--61075,university of arkansas press
908764311,1--5084,ogee zakamora publications
1023019788,1--312,ernest bywater
1075609940,1--4104,thorndike press
320274729,0--451,signet
219006194,0--06,barnes and noble
962750109,1--138,routledge taylor and francis group
911240511,1--4522,sage
1039637316,1--902937,mcdonald institute for archaeological research university of cambridge
889315931,0--8153,routledge
889315931,1--135,routledge
889315931,1--315,routledge
1080239508,1--4418,brilliance audio
954233426,0--19,oxford university press
925398010,0--606,puffin books
925398010,0--14,puffin books
925398010,0--451,puffin books
1050565255,1--4399,temple university press
643617282,0--500,thames and hudson
890727023,1--4802,createspace independent publishing platform
1017081768,3--11,walter de gruyter gmbh
6873279,0--246,granada publishing limited
887100989,0--9703964,desperation press turnrow books
949338926,1--315,routledge
870267702,0--7493,mandarin
1011176556,1--315,routledge
42685778,0--85009,word pub
775301753,1--933820,rosenfeld media
775301753,1--4571,rosenfeld media
908162397,88--7498,rovereto tn
397075252,0--14,penguin books
1028588686,1--64263,waterhouse press
183192057,0--7607,barnes and noble
491540496,1--55850,adams media corp
809726999,1--86340,compass press
1048769109,1--941610,fons vitae
776973555,0--553,bantam books
635570175,0--665,burrows
965355159,0--263,mills and boon
881436423,1--316,cambridge university press
897513765,0--85780,igloobooks
446887,0--87529,hallmark
20150728,0--373,harlequin books
960239247,1--250,thomas dunne books st martin's press
904421555,1--4724,ashgate
1049572429,1--61244,halo publishing international
15876761,0--313,harper torchbooks
928895189,1--84821,iste
1084348274,0--309,national academies press
690438572,0--230,palgrave macmillan
809478454,1--86230,red fox
60525367,82--591,ponyclub stabenfeldt a s
1032291148,1--138,routledge
857384566,1--4700,createspace
1044769125,0--8153,routledge
951212542,1--78589,matador
878531127,0--545,scholastic
942696994,1--5237,gemma halliday publishing
1035015162,1--62424,exponential
957077702,1--316,cambridge university press
947964341,1--5238,royalty publishing house
872672901,981--4449,world scientific
207087,0--8371,greenwood press
949255853,1--61230,new word city inc
933299934,1--84717,o'brien press ltd
184749737,0--670,viking
42920716,0--8122,university of pennsylvania press
1003861854,1--55844,lincoln institute of land policy
898211237,1--118,agu american geophysical union
1019817715,0--415,routledge taylor and francis group
872730283,1--84949,quadrille publishing
879576523,1--4704,american mathematical society
921166637,1--62557,black lawrence press
946604378,1--910118,european council on foreign relations ecfr
875017826,1--61200,casemate
910250719,1--880675,creative enterprises
414957297,0--89024,kalmbach pub
880940778,0--545,scholastic
878141863,1--4832,pergamon press
2108980,0--06,harper and row
33893227,1--56619,barnes and noble books
915041513,0--8036,f a davis company
1029352516,1--315,routledge
137376,0--405,arno
909901527,1--78398,packt publishing
910237683,1--4724,ashgate
16752972,0--8010,baker book house
48367979,1--56024,haworth press
1050448503,1--68350,chandler house press
781037383,0--230,macmillan
3010326,0--670,viking press
947794519,1--4987,crc press taylor and francis group
945357276,1--4744,edinburgh university press
945357276,0--7486,edinburgh university press
611500992,0--8220,cliffs notes
922474712,1--61373,academy chicago publishers
922474712,0--89733,academy chicago publishers
35777332,0--262,mit press
874151498,1--315,routledge
836762781,1--60899,wipf and stock publishers
304494686,0--7569,little brown
304494686,0--316,little brown
494222607,0--8028,eerdmans publishing company
1049747657,0--380,avon books
871200308,1--62899,center point large print
491031630,0--444,elsevier
29997939,0--06,harperpaperbacks
1015930418,0--9727571,family life center publications
931597252,1--78125,profile books
1097115259,3--11,de gruyter
1038775454,1--5095,polity
708371536,0--521,cambridge university press
1097143242,1--118,wiley
1097143242,1--62198,wiley
1097143242,1--280,wiley
1047531330,1--350,bloomsbury academic
878139489,0--544,houghton mifflin harcourt publishing
1099134239,0--14,penguin books
1076628722,0--19,oxford university press
1011345117,1--4166,ascd
946255887,0--7432,touchstone
2146771,0--8151,year book medical publishers
1097164152,1--351,routledge
1050357902,1--64129,soho crime
1018057014,3--319,springer science business media
437753665,0--230,palgrave macmillan
962466541,0--7505,magna large print books
912234797,0--00,harpercollins
925191743,0--8112,new directions pub corp
852806739,0--85793,edward elgar
12810017,0--8160,facts on file
1014121897,0--19,oxford university press
899003229,1--4831,pergamon press
926149376,0--345,ballantine books
1003854869,1--5095,polity press
1051223494,0--7614,marshall cavendish
26487706,0--553,bantam books
868402916,3--525,vandenhoeck and ruprecht
899000287,1--62912,influence resources
11443200,0--396,dodd mead
502999709,0--545,scholastic
6290625,0--14,penguin books
887697421,1--118,wiley publishing inc
964428037,0--8161,g k hall
19563788,0--671,exeter
1098352046,0--9601926,self programmed control press
1055656082,1--4747,raintree
1050347280,981--315,mcgraw hill education
70409716,0--00,lions
491842929,1--86189,reaktion
670095854,0--590,scholastic
56883543,0--8439,dorchester pub co
56883543,0--85768,dorchester pub co
1017587295,0--19,oxford university press
904892193,1--4197,abrams appleseed
301763591,0--413,methuen
1043432082,1--62899,center point large print
1090539441,1--108,cambridge university press
5630261,0--600,hamlyn
1023728033,0--231,columbia university press
819145250,0--19,oxford university press
781826803,1--4104,wheeler pub
55717293,0--521,cambridge university press
881838972,3--11,de gruyter
797202796,0--553,dodd mead and co
903967069,1--78398,packt publishing
845143358,0--9833933,blackberry rhubarb press
690455207,1--58465,university of new hampshire press
494078417,0--470,john wiley and sons
920018886,0--9864373,fence books
1010956254,1--63146,navpress publishing
271376631,0--13,prentice hall
123176563,0--86709,boynton cook publishers
871416629,0--7090,r hale
42249773,0--9661585,word press
794272973,0--230,macmillan children's
948629822,0--9807460,director of national parks
958938454,0--902054,scottish record society
912278579,1--137,palgrave macmillan
1022574235,2--87574,p i e peter lang
41869363,0--8041,ivy books
837517465,0--12,academic press
56988114,1--4137,publishamerica
952434675,0--02,mcgraw hill education
956624894,4--8053,tuttle publishing
882263707,1--315,routledge
301537236,0--14,penguin books
876512580,1--941311,luminis books
1029439008,0--7864,mc farland and company inc publishers
894140019,0--674,ethelbert cooper gallery of african and african american art
920730046,1--107,cambridge university press
864440842,0--345,ballantine books
639635946,0--7619,sage
1090208594,1--939023,whitefire publishing
952326754,0--87848,asia society
951645392,1--61103,learningexpress
1001353430,0--7494,kogan page
1021097299,0--689,weston woods
958306273,0--678,a m kelly
1030412060,0--13,pearson
152733198,1--85063,arkana
152733198,0--14,arkana
246902564,0--925299,national center for nonprofit boards
1016487184,0--439,scholastic reference
1048048041,1--62617,bellwether media
1011112670,85--328,editora ufsc
834115136,0--9848049,eckhartz press
660980693,0--521,cambridge university press
56364530,0--590,scholastic
1040198059,1--84457,palgrave
213790378,0--8478,rizzoli
780222718,0--7369,harvest house publishers
863196437,1--932589,sapientia press of ave maria university
16581796,0--412,chapman and hall
1055723284,0--340,hodder children's
740710922,0--19,clarendon press
1011685335,1--5326,resource publications
1027954971,1--5344,simon spotlight
777412154,1--4447,hodder
441723012,0--415,routledge
858892420,1--85302,jessica kingsley publishers
61764605,1--85830,grandreams ltd
25768396,0--7451,chivers
1090728157,1--5326,cascade books
959716958,0--7787,crabtree publishing company
957467967,1--339,proquest
891397059,1--78046,dunedin
794136398,0--7860,pinnacle books
893672544,1--4623,international monetary fund
869376711,0--226,university of chicago press
1057084719,0--451,penguin
1058967714,0--262,mit press
935504876,1--319,bedford st martin's
935504876,1--4576,bedford st martin's
1023197308,0--19,oxford university press
949750882,1--78125,profile books ltd
1003909980,0--7509,history press
15288816,0--333,macmillan
7459151,0--340,hodder and stoughton
937632081,1--4403,betterway home
50555483,0--89526,regnery pub
830367610,0--448,penguin young readers
893861987,1--4559,national fire protection association
449219513,0--7432,simon and schuster
852732503,1--135,routledge taylor and francis group
852732503,1--138,routledge taylor and francis group
852732503,0--415,routledge taylor and francis group
894143061,0--19,oxford university press
490215936,0--08,pergamon press
26626898,0--87614,carolrhoda books
882241993,0--567,t and t clark
38992983,0--8213,world bank
14261529,0--88701,u s dept of health and human services public health service alcohol drug abuse and mental health administration national institute of mental health
34174119,0--917201,dargaud pub international
862270508,0--906515,bristol classical press
964359122,0--567,bloomsbury t and t clark
929388019,0--691,princeton university press
646076750,0--373,harlequin
1078692342,0--19,oxford university press
1054906061,1--910935,newcon press
926785678,1--118,john wiley and sons
896787545,1--4926,sourcebooks inc
896787545,0--330,sourcebooks inc
896787545,1--5182,sourcebooks inc
48202002,0--620,columbine books
1061147940,1--7324141,elephant rock books
951950900,0--7851,marvel worldwide inc
1047529609,0--309,national academy of sciences national research council
1025328530,1--62763,mentoring minds
10153768,0--8128,day books
1097133440,1--4665,crc press
1006791808,0--373,harlequin love inspired
747385681,1--84553,equinox
18231263,0--425,berkley books
55852458,0--938692,yale university southeast asia studies
961517757,1--4539,peter lang publishing
951948810,0--373,love inspired books
914222976,1--137,palgrave
914339267,0--553,alfred a knopf
852691164,0--9858169,villien publishing
1090805506,1--339,american university
1005827838,0--309,transportation research board
925458467,0--7278,severn house
911322236,0--8077,teachers college columbia university
490508826,0--521,cambridge university press
1044458120,0--415,routledge
1044458120,1--315,routledge
1044458120,1--317,routledge
962008705,1--78249,cico books
915041316,1--118,wiley
34991567,0--373,harlequin
945029684,90--04,brill
1048952886,1--78576,zaffre
881851751,85--250,dorling kindersley
10903800,0--19,oxford university press
645487721,0--9816525,ghost road press
61270821,0--8195,wesleyan university press
877822838,1--935263,gagosian gallery
1073109701,1--943003,new english review press
291101622,0--405,arno press
858914989,1--61756,e reads
827629369,0--7362,national geographic society
818854989,0--521,cambridge university press
865405925,1--56656,interlink books
882260093,0--203,routledge
923350247,1--84904,c hurst and co publishers ltd
780494413,0--7587,harpercollins
780494413,0--06,harpercollins
59107740,1--59307,dark horse books
889252696,1--4008,princeton university press
967096440,1--315,routledge taylor and francis group
905855634,1--118,wiley
952200225,1--68324,center point large print
1058566206,1--315,crc press
1058566206,1--4987,crc press
491589244,1--55862,st james press
1086962433,1--84593,cabi
952567290,0--520,university of california press
1013726308,1--4742,bloomsbury academic
1013398138,0--470,wiley
1043952840,1--5037,pi kids phoenix international publications
806235584,0--521,cambridge university press
492499432,0--471,j wiley and sons
721072108,0--471,wiley
1007532147,0--9978974,atticus creative
690004225,0--387,springer
768195031,1--931167,cherokee county genealogical society
964804591,0--02,free press
16632374,0--449,fawcett gold medal
907542165,1--63339,babelcube inc
793802563,1--56395,american association of blood banks
53023744,1--280,wiley interscience
53023744,0--471,wiley interscience
952179456,0--646,folker kru ger
1029770033,0--545,scholastic inc
1037204345,0--7927,paragon chivers
1097258672,0--19,oxford university press
58461863,0--425,berkley prime crime
1005138937,1--68010,tiger tales
496704665,0--8194,spie
41001269,1--55798,american psychological association
554896281,1--56138,running prfess
47065004,0--345,ballantine
493711929,0--415,routledge
883301196,0--698,daw books inc
1000148135,1--119,wiley blackwell
852457593,0--8070,beacon press
6728133,0--240,focal press
1097150401,0--295,university of washington press
919188068,1--4744,edinburgh university press
919188068,0--7486,edinburgh university press
943637641,0--323,elsevier inc
1082711346,0--665,w heinemann
951917275,1--138,routledge
900601016,1--85802,pira international
880559284,1--119,wiley blackwell
162131824,0--8323,binfords and mort
1097300322,0--309,national academies press
35673632,1--56392,haynes publishing group
22634031,0--8136,modern curriculum press
869225080,0--442,van nostrand reinhold
898067482,0--545,scholastic
1078971024,1--63369,harvard business review press
1097115441,1--4426,university of toronto press
706024183,0--670,penguin books
706024183,0--14,penguin books
1090100584,1--4804,open road media integrated media
882242403,1--138,psychology press
882242403,1--84872,psychology press
882242403,1--315,psychology press
882242403,1--317,psychology press
40662492,0--7493,arrow
77421642,0--665,d van nostrand
1011356991,1--292,pearson education inc
861774795,0--7858,chartwell books inc
758722408,0--494,library and archives canada bibliothe que et archives canada
15497270,1--55611,donald i fine
951003488,1--4473,policy press
906610446,0--692,pusse partout books
1023028447,1--4214,johns hopkins university press
896862577,1--315,routledge
263611994,0--14,penguin books
496241363,0--521,cambridge university press
934145385,1--137,palgrave macmillan
1088645496,0--2281,firefly books ltd
869658630,0--224,jonathan cape
764442728,1--4215,viz media
875301181,0--9896751,razeware llc
951332272,0--12,academic press
922922281,981--4616,world scientific
904813420,1--60886,boom studios
891400464,0--544,harper tempest
65219217,0--345,ballantine books
825559610,1--78100,edward elgar
24046832,0--671,pocket books
817742980,0--8247,m dekker
907456001,0--470,iste
907456001,1--282,iste
1005104043,1--4875,university of toronto press
875268230,0--8412,american chemical society
858106459,1--84782,thorpe
1052467001,0--582,routledge
1082870611,1--7903,publisher not identified
1030233967,1--911171,flying eye books
18413278,0--907791,synergetic press
1054992410,1--338,scholastic inc
1054992410,1--5444,scholastic inc
15122178,0--441,ace fantasy books
70219971,1--57749,fairview press
490163150,0--87722,temple university press
32140638,1--85304,ravette books
1013183253,0--472,university of michigan press
720519021,0--330,pan
1013593635,1--78592,jessica kingsley publishers
932048692,0--323,elsevier
920696907,3--642,springer
40328036,0--7607,barnes and noble books
506793105,0--14,penguin books
31455864,0--8395,boy scouts of america
491494041,3--11,w de gruyter
1052898457,1--5038,child's world
154285228,0--600,hamlyn
878139060,1--315,routledge
912233835,0--7502,wayland
1045441445,1--118,wiley interscience
56617575,0--395,houghton mifflin
1038585055,0--226,university of chicago press
1045422423,1--78603,frances lincoln children's books
965127124,1--78204,university of rochester press
965127124,1--58046,university of rochester press
1092291213,1--138,routledge taylor and francis group
830324026,0--203,routledge
830324026,1--135,routledge
868916364,1--62948,nova science publishers
928414894,1--62841,spie
964922045,1--4384,state university of new york press
758284772,90--272,j benjamins
941731956,981--4733,world scientific publishing co
1037883506,1--138,routledge
861645692,1--74104,lonely planet
1000394986,1--315,routledge
1000394986,1--317,routledge
959540647,0--8093,southern illinois university press
959978978,1--4490,authorhouse
878136181,1--306,berghahn books
878136181,0--85745,berghahn books
1082672878,1--4426,university of toronto press
885031380,1--4976,intercollegiate studies institute
1004748805,0--692,p a cook
953425135,0--226,university of chicago press
1098317753,0--671,simon and schuster
1058921555,0--12,academic press
1001353582,0--515,berkley pub
904314550,0--8229,university of pittsburgh press
893194027,1--259,mcgraw hill
1049802335,1--85000,falmer press
27442644,0--7221,sphere books
936119711,1--4024,practising law institute
1089512052,1--62899,center point large print
1043122557,0--7181,puffin books
762503,0--8057,twayne publishers
1039305926,0--8153,routledge
956923991,1--4449,hodder children's books
37817971,0--87061,christian classics
1058579531,3--319,springer berlin heidelberg
10123550,0--14,penguin books
908554401,1--118,john wiley and sons ltd
1027687194,0--415,routledge
422324148,0--405,arno press
884585222,1--315,routledge
507947,0--396,dodd mead and company
12422754,0--87923,david r godine
823011460,1--55481,broadview press
964599150,1--118,john wiley and sons ltd
953972646,1--138,routledge
317375145,0--671,j messner
610276856,0--374,farrar straus and giroux
10914572,0--571,faber and faber
1018138996,1--5442,createspace independent publishing platform
3969964,0--671,simon and schuster
877843293,0--323,elsevier saunders
1014049515,1--4422,rowman and littlefield
959328684,1--84980,edward elgar publishing
674941075,0--13,pearson education
856647727,1--61173,center point large print
20624893,0--446,warner books
40777851,0--312,st martin's press
444766520,0--486,dover pub
1065523125,1--78946,john blake
862958946,1--137,palgrave macmillan
905864408,1--4008,princeton university press
1005191104,1--63157,business expert press
10130234,0--330,pan books
913790340,1--4472,macmillan children's books
316498969,0--7044,department of public health and epidemiology university of birmingham
1044733850,0--674,belknap press of harvard university press
1030946039,1--84869,little tiger
1030946039,1--68010,little tiger
140642850,1--4027,sterling publishing co
945105222,0--19,oxford university press
1085156959,0--7860,pinnacle books
1037179686,0--375,random house trade paperbacks
14278923,0--440,dell
910085714,1--118,john wiley and sons ltd
216936724,0--9763895,two dollar radio
1089454136,0--415,routledge
1015828262,1--5456,xulon press
905088931,3--593,campus verlag
933279253,1--4724,ashgate
1065890634,1--63484,nova science publishers inc
966491393,0--231,columbia university press
489676988,0--471,j wiley and sons
779901699,0--8071,louisiana state university press
1058150198,1--4832,pergamon press
889307844,0--226,university of chicago press
899000169,1--78242,woodhead publishing
956658231,1--4673,ieee
958625705,1--78471,edward elgar publishing
1058501776,1--4833,sage publications inc
937896268,1--5011,scribner
954534448,1--306,wiley blackwell
954534448,1--118,wiley blackwell
457158230,0--205,pearson education prentice hall
369710015,0--439,scholastic signature
491054536,0--471,john wiley and sons inc
1030598712,1--119,john wiley
19352546,0--14,penguin books
1023394885,0--439,scholastic
896853467,1--4831,pergamon press
73288106,1--280,oxford university press
73288106,0--19,oxford university press
1033525750,1--4842,apress
1086301351,0--19,oxford university press
851414134,1--4627,crossbooks
967700904,1--292,pearson education
265841226,1--85744,everyman chess
927509341,1--4215,viz media
226263934,0--15,green light readers harcourt
226263934,1--4156,green light readers harcourt
868204913,1--78305,rhinegold education
945930577,1--5117,carrot quinn
1098254918,0--312,st martin's paperbacks
1003310646,1--5416,basic books
921167146,1--5095,polity
921167146,0--7456,polity
855278055,0--394,pantheon books
23705810,0--380,avon books
1032650046,0--19,oxford university press
912422259,0--226,university of chicago press
492665022,0--520,university of california press
220155289,0--345,ballantine
607446558,1--58574,prc publishing
1028242216,1--5374,createspace independent publishing platform
1007312263,1--138,routledge taylor and francis group
31300758,0--7089,ulverscroft
744507458,0--06,harper and row
318175243,0--201,addison wesley
809416362,1--4084,bbc audiobooks
52256678,0--07,vgm career books
52256678,0--658,vgm career books
769190192,1--61530,britannica educational publishing
188536067,0--7864,mcfarland
9421625,0--553,bantam
9421625,0--7704,bantam
1059070052,0--87417,university of nevada press
881081426,1--84465,acumen
881081426,1--908049,acumen
1084895765,1--55776,narcotics anonymous world services
858912872,1--78011,carlton
32803284,0--9616666,osage publications
62387023,0--7607,backpack books
1081762039,0--521,cambridge univ press
16767510,0--912146,ameco pub corp
37780991,0--7894,dk pub
876234546,1--118,john wiley and sons inc
1018457755,1--138,routledge
1012742327,1--4721,corsair
1028588497,1--941701,david zwirner books
1003317777,0--300,yale university press
1012945430,0--9980828,createspace independent publishing platform
868241333,0--615,rambling star publishing
6512606,0--449,fawcett crest books
1035795783,0--520,university of california press
1089733033,1--78639,cabi
868873159,1--85959,class legal
27807522,0--8217,kensington pub corp
61196942,0--14,penguin books
858597990,0--203,routledge
1036986479,0--19,oxford university press
905686189,0--7624,running press
1080676713,1--64122,mlr press llc
1041122985,1--68005,vista higher learning
1019660963,0--7352,g p putnam's sons
495394394,0--00,harpercollins
936920609,0--09,vintage
769188659,1--86254,wakefield press
1033014529,0--665,cupples upham
908747845,1--909810,pavilion publishing and media ltd
871647195,0--13,vmware press
933932095,0--7390,alfred publishing co
905950340,1--4729,bloomsbury
870640464,3--456,huber
870640464,0--920887,huber
946142358,0--545,scholastic press
918994291,1--138,routledge
17363901,0--06,harper and row
1009069872,1--78427,pelagic publishing
956757781,1--84751,severn house
956757781,0--7278,severn house
16944131,0--631,b blackwell
909908032,1--61451,de gruyter mouton
829174968,0--443,churchill livingstone
882738826,0--8153,garland science taylor and francis group
1078957153,0--00,borough press
1084662409,1--64089,amplify
1048533966,1--62313,human rights watch
1059231492,0--7459,lion children's
952456279,1--78355,packt publishing ltd
865229362,0--451,new american library
903517679,1--906165,peter lang
890696288,1--4814,archway paperback
957256213,1--4724,routledge taylor and francis group
450965044,0--415,brunner routledge
1030335449,0--263,mills and boon
906182809,1--4988,gideon informatics inc
908763171,1--4724,ashgate
900888813,1--61811,academic studies press
32683693,0--399,berkley publishing group
869082824,0--8264,continuum
1084634227,0--7355,aspen publishers
1045640762,1--138,routledge
240044574,0--440,laurel leaf books
894301697,1--84384,d s brewer
880937622,1--4951,olivegirl press
54074575,0--06,perfectbound
256731935,1--58046,university of rochester press
1080211233,0--7735,mcgill queen's university press
905916716,0--203,routledge
905916716,1--136,routledge
905916716,0--415,routledge
492633713,0--7453,pluto press
912318529,1--4629,tuttle publishing
154370678,0--340,hodder and stoughton
45008492,0--674,harvard university press
409270311,0--7089,ulverscroft
492322320,1--58705,cisco press
889252528,1--4008,princeton university press
21554523,0--943987,original co
1000297967,0--19,oxford university press
300360960,0--412,chapman and hall
937991566,0--7497,mammoth
957143403,1--60992,qeb publishing inc
71335586,0--553,bantam books
930886782,0--545,scholastic
903132367,1--84686,barefoot books
1011200532,1--5002,createspace independent publishing platform
819175845,0--8263,university of new mexico press
903248143,0--398,charles c thomas publishers ltd
1003701565,1--64009,counterpoint
184729008,1--84615,boydell press
27198674,0--7278,severn house
1082194303,0--203,routledgefalmer
1082194303,1--135,routledgefalmer
889305341,1--84765,profile books
862134056,0--451,signet
928636455,1--62841,spie
9283211,0--8161,g k hall
890461564,0--7494,kogan page
940569969,1--78405,iste editions
1044477949,1--138,routledge
1044477949,1--315,routledge
1044477949,1--317,routledge
1045201177,0--691,princeton university press
773251717,0--87099,metropolitan museum of art
154068514,0--906515,bristol classical press
34620021,1--56691,moon publications
1079335136,1--350,bloomsbury academic bloomsbury publishing plc
949981863,1--4422,rowman and littlefield
903213697,1--57912,black dog and leventhal publishers
606353072,0--88236,anaheim pub co
781179624,0--521,cambridge university press
1044769092,1--5382,gareth stevens publishing
440741658,0--7357,new riders
10741488,0--88138,green tiger press
1009376289,1--137,palgrave macmillan
19678441,0--668,prentice hall
453883421,0--500,thames and hudson
16776604,2--205,dargaud
909907740,0--8229,university of pittsburgh press
920664563,1--62703,humana press
926705785,1--63483,nova publishers
875908345,1--4222,mason crest publishers
49030374,0--7432,simon and schuster
1003128161,1--68010,tiger tales
755213424,0--8232,fordham university press
23858021,0--86536,american national red cross
1097254356,1--62396,information age publishing
959033513,0--19,oxford university press
857200923,0--7619,sage publications
881030996,1--62254,optum
1059515189,1--909942,gingko library
1060177862,1--947845,ooligan press
1056989243,1--60941,grand central publishing
880457833,1--4411,continuum
1004490778,1--61620,algonquin books of chapel hill
959595607,1--58839,metropolitan museum of art
956530213,1--4338,american psychological association
907247678,0--7546,ashgate
1097125422,1--4302,apress
828492270,0--19,oxford university press
44480265,0--521,cambridge university press
1079862096,0--316,yen press
1045393451,1--58829,humana press
1045393451,1--59259,humana press
651911248,1--59058,poisoned pen press
651911248,1--61595,poisoned pen press
35228761,0--451,new american library
23487065,0--415,routledge
837693623,1--4722,eternal romance
26049804,0--7089,linford
905232880,0--692,systems solutions press
56716378,0--9662468,derek bok center for teaching and learning harvard university
41105778,0--330,picador
6615214,0--86220,chivers press
896842107,1--4831,pergamon press
77430282,0--665,nafis and cornish
857234473,1--61173,center point large print
1057607867,1--101,crown
20480228,1--85057,magna print
263621789,0--552,black swan
914452272,1--62365,jo fletcher books
839688472,0--7515,sphere
919942584,1--5089,organic prepper
1039080129,0--316,back bay books little brown and company
1049571086,0--07,mcgraw hill
678686634,0--7505,magna large print books
40742361,0--7451,chivers press
1061859164,1--4071,scholastic
875408890,0--7146,f cass
1080123552,1--4052,egmont
499057620,90--481,springer
499057620,94--007,springer
965534597,1--5095,polity
1002220209,0--373,harlequin
1014109166,1--78570,oxbow books
319840920,0--451,new american library
911258758,1--4495,createspace
9127638,0--451,new american library
1066812546,0--665,prince society
951463763,1--138,routledge
704043270,1--59112,farrar straus giroux
232662082,0--201,addison wesley
1023273568,1--4842,apress
32716894,0--916626,c s s pub house
878136633,0--8229,university of pittsburgh press
896850315,1--58005,seal press
899000804,1--4831,pergamon press
861536514,1--4724,ashgate pub limited
861536514,0--7546,ashgate pub limited
861536514,1--351,ashgate pub limited
800599552,1--107,cambridge university press
932093161,1--137,palgrave macmillan
961809018,1--61634,simply charlotte mason
521936113,0--316,little brown
1089604779,1--4000,three rivers press
935330912,1--4462,sage pubications
492661912,0--8194,spie
865501570,0--7818,hippocrene
51477070,0--375,random house
51477070,1--5364,random house
51477070,1--4487,random house
51477070,0--545,random house
51477070,0--606,random house
892847190,1--137,palgrave macmillan
781097745,0--521,cambridge university press
442853836,0--674,harvard university press
915376083,0--85784,green books
