F001_a,leader_18,isbn_tag,F008_0710,F040_e,F260_is,F264_is,F26x_b_cleaned,F26x_b_cleaned_pro
878138628,i,1--315,1998,1,0,1,routledge,routledge
893439613,i,1--4766,2014,1,0,1,mcfarland,mcfarland
967392348,i,1--137,2002,1,0,1,palgrave macmillan,palgrave macmillan
9510727,i,0--7089,1983,0,1,0,ulverscroft,ulverscroft
759473527,a,1--4104,2011,0,1,0,gale cengage learning,gale cengage learning
365353207,a,0--14,1990,0,1,0,penguin books,penguin books
947134305,i,1--77188 ;; 1--315,2016,1,0,1,apple academic press,apple academic press
865579087,i,1--136,1990,1,0,1,routledge,routledge
34426711,a,0--425,1996,0,1,0,berkley prime crime,berkley prime crime
318382654,a,0--385,2006,0,1,0,dial press,dial press
858011375,i,1--84668 ;; 1--84765,2013,1,0,1,profile books,profile books
947147883,i,1--4994,2017,1,0,1,windmill books,windmill books
863278695,i,0--19,2013,0,1,0,oxford university press,oxford university press
869549592,i,0--295,2014,0,1,0,university of washington press,university of washington press
1088443736,a,1--84545,2008,0,0,1,berghahn books,berghahn books
492104366,i,0--8194,2006,0,1,0,spie,spie
899596282,i,0--87516,1976,1,0,1,devorss and company,devorss and company
503184011,a,0--446,1990,0,1,0,warner books,warner books
68190637,a,0--14,1974,0,1,0,penguin books,penguin books
1042075853,i,1--138,2019,1,0,1,routledge,routledge
190863800,a,1--57910,2002,0,1,0,wipf and stock,wipf and stock
25753696,a,0--7924,1992,0,1,0,mallard press,mallard press
11623830,a,0--87795,1985,0,1,0,arbor house,arbor house
727648641,a,1--84694,2011,0,1,0,o books,o books
107215, ,0--671,1971,0,1,0,simon and schuster,simon and schuster
859161054,a,0--8122,2010,0,1,0,university of pennsylvania press,university of pennsylvania press
915730978,i,1--78328,2015,0,1,0,packt publishing,packt publishing
878024188,i,1--138,2015,1,0,1,routledge,routledge
929592778,i,1--942185,2016,1,0,1,radius books,radius books
960836493,i,1--61902,2017,1,0,1,counterpoint,counterpoint
889248648,i,0--691 ;; 1--4008,1981,1,0,1,princeton university press,princeton university press
889311823,i,0--511,1955,1,0,1,cambridge university press,cambridge university press
894834327,i,1--84970,2014,1,0,1,black library,black library
1042563263,i,0--309,2018,1,0,1,transportation research board,transportation research board
408962882,a,0--9647169,2000,0,1,0,yawna,yawna
490055686,i,0--394,1988,0,1,0,vintage,vintage
883904468,i,1--884097,2013,1,0,1,jef books/journal of experimental fiction/depth charge,jef books journal of experimental fiction depth charge
904314496,a,0--8229,2014,0,2,0,university of pittsburgh press,university of pittsburgh press
897744011,a,0--07,2010,0,1,0,mcgraw hill,mcgraw hill
1055736840,i,0--9540773,2012,0,0,1,nsf (scotland),nsf scotland
51103119,i,1--282 ;; 0--253,2002,1,0,1,indiana university press,indiana university press
18850321,a,0--445,1988,0,1,0,mysterious press,mysterious press
920793208,i,1--138 ;; 1--315,2015,0,1,0,routledge,routledge
884800520,i,1--60559,2013,1,0,1,hameray publishing group,hameray publishing group
6837234,i,0--85340,1980,0,1,0,wayland,wayland
23816913,a,0--446,1991,0,1,0,warner books,warner books
864822097,i,1--306 ;; 0--262,2013,1,0,1,mit press,mit press
712989974,a,1--60780,2010,0,1,0,world trade press,world trade press
490180046,i,0--7923,1995,0,1,0,kluwer academic publishers,kluwer academic publishers
961600948,i,1--78328,2014,1,0,1,packt publishing ltd,packt publishing ltd
1049737043,a,0--89356,1984,0,0,1,salem press,salem press
17692032,a,0--380,1988,0,1,0,avon,avon
910655271,i,1--78157,2015,1,0,1,ilex,ilex
913581516,i,1--4384,2015,0,1,0,state university of new york press,state university of new york press
83388014,a,0--670,1989,0,1,0,penguin books australia,penguin books australia
781174163,i,0--19,2007,0,1,0,clarendon press,clarendon press
21162781,c,0--262,1990,1,0,1,new museum of contemporary art,new museum of contemporary art
1057232598,i,1--68404 ;; 1--59953,2018,1,0,1,norwood house press,norwood house press
491077420,i,1--4419,2001,0,1,0,kluwer academic publishers,kluwer academic publishers
1043409631,a,0--7045,1975,0,1,0,wildwood house,wildwood house
951632080,a,1--4983,2016,0,0,1,international monetary fund,international monetary fund
912320734,i,0--295,2015,1,0,1,university of washington press,university of washington press
932464090,i,0--7303 ;; 1--119,2016,1,0,1,john wiley,john wiley
21254861,a,0--553,1990,0,1,0,bantam books,bantam books
1029309403,i,1--315,2018,1,0,1,routledge,routledge
441732513,i,0--8039,2004,0,1,0,sage,sage
405169,i,0--8044,1952,1,0,1,frederick ungar publishing co,frederick ungar publishing co
947740561,i,0--8478,2016,1,0,1,acquavella galleries,acquavella galleries
1084876719,i,0--226,2012,1,1,0,university of chicago press,university of chicago press
690409332,i,3--211,2008,0,1,0,springer,springer
930876776,i,1--60734,2014,1,0,1,imagine publishing,imagine publishing
883869004,i,0--19,2014,1,0,1,oxford university press,oxford university press
1084780944,a,1--4787,2013,0,0,1,outskirts press,outskirts press
869052543,a,0--313,1987,0,1,0,greenwood press,greenwood press
866887908,i,0--230,2013,0,1,0,palgrave macmillan,palgrave macmillan
900472895,i,1--321,2014,1,0,1,"university of california, riverside",university of california riverside
6060733,i,0--14,1977,1,0,1,penguin books ltd,penguin books ltd
761861435,a,1--4199,2010,0,1,0,ellora's cave pub,ellora's cave pub
1008758326,i,0--910704,1990,1,0,1,w. m. hawley,w m hawley
1014278114,i,1--5011,2018,1,0,1,scribner,scribner
225870893,a,0--345,1984,0,1,0,ballantine,ballantine
891398432,i,1--78284,2015,1,0,1,sussex academic press,sussex academic press
1021289704,i,0--8077,2018,1,0,1,teachers college press,teachers college press
31118723,a,0--7089,1994,0,1,0,linford,linford
1084358523,i,1--250,2019,1,0,1,st. martin's press,st martin's press
13824905,i,0--87720,1980,0,1,0,amsco,amsco
1096378096,i,958--781,2017,1,0,1,editorial pontificia universidad javeriana,editorial pontificia universidad javeriana
922528600,i,0--19,2016,1,0,1,oxford university press,oxford university press
10363483,a,0--8071,1984,0,1,0,louisiana state university press,louisiana state university press
1047329403,i,0--8173,2016,1,0,1,university alabama press,university alabama press
908683677,i,0--691,2014,0,1,0,princeton university press,princeton university press
492915075,i,0--7506,2005,0,1,0,elsevier,elsevier
2794925,i,0--239,1967,0,1,0,adams and dart,adams and dart
864434273,i,1--62365,2011,1,0,1,quercus,quercus
1060536241,a,0--618,2004,0,1,0,houghton mifflin,houghton mifflin
1053531187,i,1--912234,2017,0,0,1,adonis and abbey publishers ltd,adonis and abbey publishers ltd
1037800338,i,1--351,2009,1,0,1,psychology press,psychology press
1054787298,i,1--7174,2018,1,0,1,createspace independent publishing platform,createspace independent publishing platform
1052833157,i,0--03,1965,1,0,1,"holt, rinehart and winston inc",holt rinehart and winston inc
864788227,i,0--7582,2014,1,0,1,dafina books,dafina books
154226832,a,0--683,1994,0,1,0,williams and wilkins,williams and wilkins
874095010,i,1--4302,2013,1,0,1,apress,apress
965565426,i,1--60357 ;; 1--59953,2016,1,0,1,norwood house press,norwood house press
600992977,i,1--60705,2010,0,0,1,c and t publishing,c and t publishing
1041232533,i,0--19,2019,1,0,1,oxford university press,oxford university press
939502202,a,0--8047,2015,0,1,0,stanford university press,stanford university press
4539164,i,0--448,1973,0,1,0,grosset and dunlap,grosset and dunlap
16756998,a,1--55504 ;; 0--7451,1988,0,1,0,chivers press,chivers press
865074335,i,1--118,2014,1,0,1,wiley-blackwell,wiley blackwell
1014475990,i,1--78046,2017,1,0,1,dunedin,dunedin
491511124,i,0--333,1984,0,1,0,macmillan press,macmillan press
874171816,i,1--315,2013,1,0,1,routledge,routledge
7008410,i,0--531,1980,0,1,0,warwick press,warwick press
1033532268,i,1--78548,2018,1,0,1,iste press,iste press
962752590,i,1--315,2017,1,0,1,routledge,routledge
882247995,i,1--306 ;; 1--315 ;; 1--317,2013,1,0,1,routledge,routledge
77426114,a,0--665,1981,0,1,0,d. appleton,d appleton
1056264912,i,0--306,1970,0,1,0,kennedy graphics,kennedy graphics
1037689229,a,0--415,2011,0,0,1,routledge,routledge
10726892,a,0--14,1984,0,1,0,penguin books,penguin books
859187724,i,1--60078,2014,1,0,1,triumph books,triumph books
1057733639,i,0--367,2019,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
864483448,i,0--7089,1988,0,1,0,f.a. thorpe,f a thorpe
1023742606,a,0--316,2016,0,2,0,"little, brown and co",little brown and co
1088879374,i,1--911583,2018,1,0,1,urbane publications,urbane publications
1056523062,i,0--252,2017,1,0,1,university of illinois press,university of illinois press
44671600,a,0--517,1999,0,1,0,gramercy books,gramercy books
6283053,i,0--553,1980,0,1,0,bantam books,bantam books
950004637,i,1--138,2016,1,0,1,"routledge, taylor and francis group",routledge taylor and francis group
932853920,i,0--9575476,2013,1,0,1,pg press,pg press
317508285,i,0--88776,1976,0,1,0,tundra books,tundra books
1031910317,a,1--250,2006,0,0,1,st. martin's paperbacks,st martin's paperbacks
904326691,a,0--06,1992,0,1,0,harperperennial,harperperennial
945695767,i,0--309,2016,1,0,1,national academies press,national academies press
899002276,i,0--08,1994,1,0,1,academic press,academic press
503229765,a,0--87857,1986,0,1,0,shopsmith,shopsmith
835960100,a,1--908800,2013,0,1,0,head of zeus,head of zeus
5842905,i,0--553,1979,0,1,0,bantam,bantam
960211045,i,1--4849,2013,1,0,1,createspace,createspace
1039432071,a,0--9626829,1991,0,1,0,r.e.i. press,r e i press
921247888,i,1--5148,2015,1,0,1,gina la bruyère,gina la bruye re
893673643,i,1--118,2015,1,0,1,wiley blackwell,wiley blackwell
899001062,i,1--4831,1972,1,0,1,pergamon press ltd,pergamon press ltd
77393811,a,0--665,1981,0,1,0,j. lane,j lane
909883438,i,0--8037 ;; 1--101,2016,1,0,1,dial books for young readers,dial books for young readers
252583786,i,0--19,1977,0,0,1,oxford university press,oxford university press
897508737,i,606--93380,2013,1,0,1,punctum,punctum
44001134,a,0--9625254,1998,0,1,0,horizon business press,horizon business press
1031248161,i,0--19,2018,1,0,1,clarendon press,clarendon press
868927968,i,3--0353,2014,1,0,1,peter lang,peter lang
1015345478,a,0--06,2002,0,1,0,harpertrophy,harpertrophy
904329795,a,0--933256,1988,0,1,0,second chance press,second chance press
919222318,i,1--4997,2014,1,0,1,createspace,createspace
1055450823,i,1--316 ;; 1--107,2019,1,0,1,cambridge university press,cambridge university press
1032363936,a,1--4557 ;; 1--4377,2012,0,1,0,elsevier saunders,elsevier saunders
862225594,i,0--15,1974,1,0,1,harcourt brace jovanovich,harcourt brace jovanovich
1071791697,i,0--19,2017,1,0,1,oxford university press,oxford university press
677056, ,0--520,1973,0,1,0,university of california press,university of california press
1042239752,a,0--14,1985,0,1,0,dutton children's books,dutton children's books
877299134,i,0--7506,1992,0,1,0,bh newnes,bh newnes
1005755334,i,1--137,2016,0,1,0,palgrave macmillan,palgrave macmillan
958098110,i,1--78470,2016,0,0,1,vintage,vintage
780337208,a,1--4083,2012,0,1,0,orchard books,orchard books
639997544,a,0--913276,1980,0,1,0,stone wall press,stone wall press
952701430,a,1--882382,1996,0,1,0,responsible management inc,responsible management inc
1052689529,a,0--590,1998,0,1,0,scholastic,scholastic
863039533,i,0--230,2013,1,0,1,palgrave macmillan,palgrave macmillan
1007416781,i,1--4422,2016,1,0,1,rowan and littlefield,rowan and littlefield
857879039,i,0--7391,2014,1,0,1,lexington books,lexington books
496415994,i,0--567,1999,0,1,0,t and t clark,t and t clark
934602401,i,1--316 ;; 1--107,2015,1,0,1,cambridge university press,cambridge university press
53301457,a,0--521,2002,0,1,0,cambridge university press,cambridge university press
35273370,a,1--56850,1994,0,1,0,chicago plays,chicago plays
1041076670,i,1--68221,2018,1,0,1,astm international,astm international
903956290,i,1--4398,2014,1,0,1,crc press,crc press
904310180,a,1--4755,2012,0,2,0,international monetary fund,international monetary fund
882718156,i,1--928136,2014,1,0,1,inheritance publications,inheritance publications
853618672,i,0--7494,2014,1,0,1,kogan page,kogan page
938788701,i,1--5025,2014,0,0,1,createspace independent publishing platform,createspace independent publishing platform
77553011,a,0--448,2007,0,1,0,grosset and dunlap,grosset and dunlap
905344672,i,0--571,2014,1,0,1,faber and faber,faber and faber
1007411013,i,0--691,2017,1,0,1,princeton university press,princeton university press
43638651,a,0--88019,1999,0,1,0,schmul pub. co,schmul pub co
351324698,a,1--4128,2010,0,1,0,transaction publishers,transaction publishers
964566918,i,1--68191,2016,1,0,1,rourke educational media,rourke educational media
903763554,i,0--325,2015,1,0,1,heinemann,heinemann
920466382,i,1--4985,2015,1,0,1,lexington books,lexington books
1002211554,i,1--58834,2018,1,0,1,smithsonian books,smithsonian books
1037619988,a,0--932627,1997,0,0,1,aiha press,aiha press
123364, ,0--8369,1971,0,1,0,books for libraries press,books for libraries press
944983004,i,1--4987,2016,1,0,1,crc press,crc press
8804530,i,0--87997,1982,1,0,1,daw books inc,daw books inc
421683781,i,1--57768,2002,0,1,0,mcgraw-hill children's publishing,mcgraw hill children's publishing
952176921,i,0--544 ;; 0--395,2016,1,0,1,houghton mifflin harcourt.,houghton mifflin harcourt
859348139,i,0--545,2009,1,0,1,scholastic inc,scholastic inc
60423612,i,0--439,2001,1,0,1,scholastic teaching resources,scholastic teaching resources
1012041698,i,1--4781,2015,0,0,1,createspace,createspace
1011188949,i,0--316,2018,1,0,1,"little, brown and company",little brown and company
864531134,a,1--4054,2005,0,1,0,parragon,parragon
1083249401,i,1--4548,2019,1,0,1,wolters kluwer,wolters kluwer
636018632,i,0--674,1992,0,1,0,harvard university press,harvard university press
63186424,i,0--7582,2006,0,0,1,kensington,kensington
317794674,a,0--7088,1991,0,1,0,macdonald,macdonald
951158062,i,0--8229,2016,1,0,1,university of pittsburgh press,university of pittsburgh press
915041715,a,0--309,2014,0,1,0,national academies press,national academies press
221428978,a,0--8152,1974,0,1,0,crowell,crowell
11127568,a,0--380,1984,0,1,0,avon books,avon books
1035767479,i,1--5234,2016,1,0,1,kylie young,kylie young
1089469308,a,0--679,2003,0,1,0,random house,random house
875414427,i,1--4976,2014,1,0,1,open road integrated media,open road integrated media
1051437376,i,1--63440,2019,1,0,1,red chair press,red chair press
880566095,i,1--4985 ;; 0--7391,2014,1,0,1,lexington books,lexington books
263615402,a,0--631,1990,0,1,0,blackwell,blackwell
874156036,i,0--203,2009,1,0,1,routledge,routledge
892695194,i,0--8147,2014,1,0,1,new york university press,new york university press
10704388,a,0--449,1982,0,1,0,ballantine,ballantine
901044,i,0--394,1975,0,0,1,random house,random house
299209551,a,0--553,1981,0,1,0,bantam books,bantam books
427446679,a,0--585,1996,0,1,0,world bank,world bank
962486507,i,1--78262,2017,0,0,1,royal society of chemistry,royal society of chemistry
1055433725,i,1--108,2019,1,0,1,cambridge university press,cambridge university press
949269314,i,1--4838,2016,1,0,1,carson-dellosa publishing llc,carson dellosa publishing llc
261615492,a,0--86283,1993,0,1,0,bramley books,bramley books
1028007499,i,1--78536,2016,1,0,1,edward elgar pub,edward elgar pub
957983721,i,0--905169,1980,0,1,0,poolbeg press,poolbeg press
229192903,i,0--917561,1985,0,1,0,adler and adler,adler and adler
914162436,i,1--336 ;; 0--262,2015,1,0,1,mit press,mit press
868397330,i,1--4804,2014,1,0,1,open road media,open road media
908063118,i,0--300,2015,1,0,1,yale university press,yale university press
16696970,a,1--85089,1986,0,1,0,clio press,clio press
1047526173,i,0--7548,2018,1,0,1,lorenz books,lorenz books
933753957,i,1--84217,2015,1,0,1,oxbow books,oxbow books
907599733,i,3--11,2014,0,1,0,de gruyter,de gruyter
58918624,a,1--84416,2003,0,1,0,black library,black library
492325087,i,0--306,2000,0,1,0,kluwer academic/plenum publishers,kluwer academic plenum publishers
896393686,i,3--642,2014,1,0,1,springer,springer
55023193,a,1--57222,2004,0,1,0,barcharts inc,barcharts inc
928631906,i,0--8215,2015,1,0,1,william h. sadlier inc,william h sadlier inc
1021404643,i,0--691 ;; 1--4008,2018,1,0,1,princeton universitypress,princeton universitypress
966563483,i,1--316,2017,1,0,1,cambridge university press,cambridge university press
1082254186,i,1--315,2014,1,0,1,routledge,routledge
1007925012,i,0--8153,2018,1,0,1,routledge,routledge
1001967899,i,1--107,2018,1,0,1,cambridge university press,cambridge university press
1051727567,i,0--262,2017,0,1,0,mit press,mit press
1013330120, ,1--55587,1993,0,0,1,lynne rienner,lynne rienner
495223463,i,0--415,2009,0,1,0,routledge,routledge
1063609645,i,0--7546 ;; 1--351,2016,1,0,1,routledge,routledge
