F001_a,leader_18,isbn_tag,isbn_tag1,F008_0710,F040_e,F260_is,F264_is,F26x_b_cleaned,source
1055591244, ,,,1952,0,1,0,vintage books,1
2976192, ,,,1962,0,1,0,p.j. kenedy,1
1062532044,i,,,2017,1,0,1,exponent ii,1
1058401549,i,1--4527 ;; 1--280 ;; 1--4519 ;; 1--4552,1--4552,2004,1,0,1,international monetary fund,1
874151559,i,1--315,1--315,2013,1,0,1,routledge,1
1037897523,i,1--4965,1--4965,2019,1,0,1,stone arch books,1
944312745,i,1--5098,1--5098,2016,1,0,1,macmillan children's books,1
14154615,a,,,1971,0,1,0,houghton mifflin,1
1083181501,i,1--5106,1--5106,2019,1,0,1,spie press,1
911138588,i,1--5089,1--5089,2015,1,0,1,cynthia valero,1
220972309,a,0--00,0--00,1972,0,1,0,collins,1
748833482,a,,,1996,0,1,0,oxford university press,1
1096780, ,,,1964,0,1,0,v. gollancz,1
42014132,a,1--57566,1--57566,1999,0,1,0,kensington books,1
319897458,i,0--8161,0--8161,1993,0,1,0,g.k. hall,1
4942,i,,,1969,0,1,0,greenwood press,1
1080520153,i,0--7166,0--7166,2018,1,0,1,world book inc,1
743168553,a,,,1984,0,1,0,clarendon press,1
899253013,i,1--59572,1--59572,2014,1,0,1,star bright books,1
877017789,i,1--78064,1--78064,2013,1,0,1,cabi,1
1090297486,i,0--19,0--19,2019,1,0,1,oxford university press,1
301197326,a,,,1972,0,1,0,philosophical library,1
232957106,a,,,2006,0,1,0,blaine ray workshops,1
889315930,i,1--315,1--315,2015,1,0,1,routledge,1
889302120,i,0--906094,0--906094,2013,1,0,1,gibb memorial trust,1
785134075,a,1--4094,1--4094,2012,0,0,1,ashgate,1
1044556809,i,0--415 ;; 1--315 ;; 1--317,0--415,2015,1,0,1,routledge,1
966185943,i,0--345,0--345,2015,1,0,1,ballantine books,1
319757366,i,0--312 ;; 0--7540,0--7540,2001,0,1,0,chivers press,1
34750057,a,0--912696,0--912696,1995,0,1,0,wilton enterprises,1
221330712,a,,,1967,0,1,0,ams press,1
962878492,a,0--440,0--440,1991,0,1,0,dell,1
1081080717,i,1--78040,1--78040,2018,1,0,1,iwa publishing,1
17615121,a,,,1980,0,1,0,international universities press,1
7202917,a,,,1962,0,1,0,chatto and windus,1
960950773,i,0--545,0--545,2016,1,0,1,scholastic inc,1
935954212,i,0--9969550,0--9969550,2015,1,0,1,j. b. reid,1
929447156,i,0--86526,0--86526,2015,1,0,1,state archives of north carolina,1
436094760,i,0--435,0--435,1970,0,1,0,heinemann educational books,1
644553683,a,1--4165,1--4165,2010,0,1,0,gallery books,1
1022980851,i,1--250,1--250,2018,1,0,1,minotaur books,1
891654735,a,1--118,1--118,2012,0,0,1,wiley-blackwell,1
39744454,a,0--8125,0--8125,1998,0,1,0,tor,1
1016503658,i,1--4165,1--4165,2010,0,0,1,scribner,1
1082869113,i,1--302,1--302,2018,0,1,0,marvel worldwide inc,1
224372970,a,1--84413,1--84413,2000,0,1,0,pimlico,1
1027549148,i,0--226,0--226,2017,1,0,1,university of chicago press,1
861326748,a,1--59707,1--59707,2009,0,1,0,papercutz,1
907957368,i,0--07,0--07,2015,1,0,1,mcgraw-hill education,1
490721727,i,0--87436,0--87436,1996,0,1,0,abc-clio,1
17334496,a,0--7278,0--7278,1987,0,1,0,severn house,1
817273944,a,,,1983,0,1,0,american accounting association,1
1057241218,i,0--674,0--674,2019,1,0,1,belknap press of harvard university press,1
951800843,i,1--4665,1--4665,2014,0,1,0,crc press,1
33438733,a,,,1995,0,1,0,collector books,1
921867654,i,1--84893 ;; 1--315,1--84893,2016,0,1,0,routledge,1
3356665,i,0--671,0--671,1976,0,1,0,pocket books,1
859777256,i,0--8050,0--8050,2013,1,0,1,"henry holt and company/square fish, imprints of macmillan",1
811881359,a,,,1964,0,1,0,american messianic fellowship,1
795356436,a,0--14,0--14,2009,0,1,0,sleuth speak,1
800504215,i,,,2010,0,1,0,packt pub,1
813410306,i,0--9832209,0--9832209,2011,1,0,1,mary goulet media,1
406442653,a,0--425,0--425,1977,0,1,0,berkley pub. co,1
1085905635,i,1--335,1--335,2019,1,0,1,love inspired books,1
4570670,i,0--03,0--03,1979,0,1,0,"holt, rinehart and winston",1
907161121,i,1--63152,1--63152,2015,1,0,1,she writes press,1
922577064,a,0--547,0--547,2013,0,1,0,hmh books,1
757076050,a,0--19,0--19,1986,0,1,0,clarendon press,1
490516560,i,0--521,0--521,1992,0,1,0,cambridge university press,1
877067749,i,,,1985,0,1,0,tappi press,1
1056993153,u,1--55783,1--55783,2000,0,0,1,applause theatre books,1
874147372,i,1--62948,1--62948,2014,1,0,1,"nova science publishers, incorporation",1
886812424,i,,,1968,0,1,0,bantam,1
19245417,a,0--944276,0--944276,1989,0,1,0,tudor pub. co,1
905597712,i,1--63421,1--63421,2014,1,0,1,duke classics,1
422101808,a,0--374,0--374,1971,0,1,0,octagon books,1
7287652, ,,,1970,0,1,0,university microfilms,1
954554292,i,1--138,1--138,2016,1,0,1,"routledge, taylor and francis group",1
794603960,i,0--8070,0--8070,2012,1,0,1,beacon press,1
874172573,i,1--315,1--315,2014,1,0,1,routledge,1
712016146,i,0--7867,0--7867,1994,1,0,1,"basic books, a member of the perseus books group",1
967210128,i,1--4724,1--4724,2017,0,1,0,routledge,1
904239378,i,1--60635,1--60635,2014,1,0,1,kent state university press,1
56664594,a,0--87508,0--87508,1993,0,1,0,christian literature crusade,1
904421869,i,0--7851,0--7851,2015,1,0,1,marvel worldwide inc,1
946519463,i,,,2003,1,0,1,national low income housing coalition,1
9398572,a,,,1957,0,1,0,yellowstone library and museum association,1
953027922,i,90--04,90--04,2016,0,1,0,brill,1
891385063,i,1--312,1--312,2014,1,0,1,sheba blake publishing,1
300023143,a,,,1971,0,1,0,bonanza books,1
814412324,i,0--7858,0--7858,1989,0,1,0,castle books,1
4560059,i,0--8478,0--8478,1978,1,0,1,rizzoli international publications inc,1
927130659,i,1--910173,1--910173,2015,1,0,1,scholastic ltd,1
1097355662,i,,,2014,0,0,1,springer,1
905523493,i,1--78023,1--78023,2015,1,0,1,reaktion books ltd,1
1085238825,i,1--78831 ;; 1--78813,1--78831,2019,0,0,1,i.b. tauris,1
785631225,a,1--59961,1--59961,2009,0,1,0,tokyopop,1
299971469,a,,,1964,0,1,0,washington square press,1
1011658148,i,0--674,0--674,2017,1,0,1,harvard university press,1
8929731,a,0--690,0--690,1983,0,1,0,crowell,1
964425345,a,0--7089,0--7089,1988,0,1,0,f.a. thorpe (publishing) ltd,1
906704712,i,1--4976,1--4976,2015,1,0,1,open road integrated media,1
878138628,i,1--315,1--315,1998,1,0,1,routledge,1
893439613,i,1--4766,1--4766,2014,1,0,1,mcfarland,1
967392348,i,1--137,1--137,2002,1,0,1,palgrave macmillan,1
9510727,i,0--7089,0--7089,1983,0,1,0,ulverscroft,1
1041143145,i,,,2001,1,0,1,saint george educational trust,1
759473527,a,1--4104,1--4104,2011,0,1,0,gale cengage learning,1
365353207,a,0--14,0--14,1990,0,1,0,penguin books,1
947134305,i,1--77188 ;; 1--315,1--77188,2016,1,0,1,apple academic press,1
826595986,i,,,1960,0,1,0,bloch pub. co,1
877436614,i,,,2014,1,0,1,spie,1
865579087,i,1--136,1--136,1990,1,0,1,routledge,1
423967695,a,,,2004,0,1,0,ieee computer society,1
34426711,a,0--425,0--425,1996,0,1,0,berkley prime crime,1
8398616,a,,,1980,0,1,0,institute for scientific information,1
757424803,a,,,1964,0,1,0,massachusetts institute of technologie,1
318382654,a,0--385,0--385,2006,0,1,0,dial press,1
858011375,i,1--84668 ;; 1--84765,1--84668,2013,1,0,1,profile books,1
1036758514,a,,,1996,0,1,0,st. martin's paperbacks,1
947147883,i,1--4994,1--4994,2017,1,0,1,windmill books,1
609469899,a,,,1960,0,1,0,council for basic education,1
422688248,a,,,1958,0,1,0,rand mcnally and co,1
30054863,i,,,1993,1,0,1,james madison university,1
863278695,i,0--19,0--19,2013,0,1,0,oxford university press,1
869549592,i,0--295,0--295,2014,0,1,0,university of washington press,1
1088443736,a,1--84545,1--84545,2008,0,0,1,berghahn books,1
492104366,i,0--8194,0--8194,2006,0,1,0,spie,1
899596282,i,0--87516,0--87516,1976,1,0,1,devorss and company,1
910370452,a,,,1995,0,1,0,cutting edge,1
503184011,a,0--446,0--446,1990,0,1,0,warner books,1
68190637,a,0--14,0--14,1974,0,1,0,penguin books,1
1042075853,i,1--138,1--138,2019,1,0,1,routledge,1
941834317,a,,,1982,0,0,1,adventure publications,1
190863800,a,1--57910,1--57910,2002,0,1,0,wipf and stock,1
25753696,a,0--7924,0--7924,1992,0,1,0,mallard press,1
11623830,a,0--87795,0--87795,1985,0,1,0,arbor house,1
727648641,a,1--84694,1--84694,2011,0,1,0,o books,1
107215, ,0--671,0--671,1971,0,1,0,simon and schuster,1
859161054,a,0--8122,0--8122,2010,0,1,0,university of pennsylvania press,1
915730978,i,1--78328,1--78328,2015,0,1,0,packt publishing,1
878024188,i,1--138,1--138,2015,1,0,1,routledge,1
929592778,i,1--942185,1--942185,2016,1,0,1,radius books,1
960836493,i,1--61902,1--61902,2017,1,0,1,counterpoint,1
889248648,i,0--691 ;; 1--4008,1--4008,1981,1,0,1,princeton university press,1
889311823,i,0--511,0--511,1955,1,0,1,cambridge university press,1
894834327,i,1--84970,1--84970,2014,1,0,1,black library,1
1042563263,i,0--309,0--309,2018,1,0,1,transportation research board,1
408962882,a,0--9647169,0--9647169,2000,0,1,0,yawna,1
490055686,i,0--394,0--394,1988,0,1,0,vintage,1
883904468,i,1--884097,1--884097,2013,1,0,1,jef books/journal of experimental fiction/depth charge,1
904314496,a,0--8229,0--8229,2014,0,2,0,university of pittsburgh press,1
897744011,a,0--07,0--07,2010,0,1,0,mcgraw hill,1
1045215296,i,,,2009,1,0,1,children's press,1
1055736840,i,0--9540773,0--9540773,2012,0,0,1,nsf (scotland),1
51103119,i,1--282 ;; 0--253,0--253,2002,1,0,1,indiana university press,1
24190974,i,,,1962,0,1,0,prentice-hall,1
18850321,a,0--445,0--445,1988,0,1,0,mysterious press,1
961575801,i,,,2013,1,0,1,health administration press,1
920793208,i,1--138 ;; 1--315,1--138,2015,0,1,0,routledge,1
884800520,i,1--60559,1--60559,2013,1,0,1,hameray publishing group,1
6837234,i,0--85340,0--85340,1980,0,1,0,wayland,1
23816913,a,0--446,0--446,1991,0,1,0,warner books,1
864822097,i,1--306 ;; 0--262,0--262,2013,1,0,1,mit press,1
712989974,a,1--60780,1--60780,2010,0,1,0,world trade press,1
40941950, ,,,1972,0,1,0,philosophical library,1
490180046,i,0--7923,0--7923,1995,0,1,0,kluwer academic publishers,1
961600948,i,1--78328,1--78328,2014,1,0,1,packt publishing ltd,1
1049737043,a,0--89356,0--89356,1984,0,0,1,salem press,1
17692032,a,0--380,0--380,1988,0,1,0,avon,1
910655271,i,1--78157,1--78157,2015,1,0,1,ilex,1
913581516,i,1--4384,1--4384,2015,0,1,0,state university of new york press,1
757069968,a,,,1992,0,1,0,university microfilms international,1
83388014,a,0--670,0--670,1989,0,1,0,penguin books australia,1
27441337,a,,,1991,0,1,0,black oak books,1
781174163,i,0--19,0--19,2007,0,1,0,clarendon press,1
21162781,c,0--262,0--262,1990,1,0,1,new museum of contemporary art,1
1057232598,i,1--68404 ;; 1--59953,1--59953,2018,1,0,1,norwood house press,1
491077420,i,1--4419,1--4419,2001,0,1,0,kluwer academic publishers,1
1043409631,a,0--7045,0--7045,1975,0,1,0,wildwood house,1
757290756,a,,,2007,0,1,0,j. murphy co,1
951632080,a,1--4983,1--4983,2016,0,0,1,international monetary fund,1
912320734,i,0--295,0--295,2015,1,0,1,university of washington press,1
932464090,i,0--7303 ;; 1--119,1--119,2016,1,0,1,john wiley,1
22327214,a,,,1990,0,1,0,penguin books,1
613214073, ,,,1956,0,1,0,dent,1
21254861,a,0--553,0--553,1990,0,1,0,bantam books,1
1991863, ,,,1968,0,1,0,walker,1
1029309403,i,1--315,1--315,2018,1,0,1,routledge,1
761456857, ,,,1968,0,1,0,greenwood press,1
441732513,i,0--8039,0--8039,2004,0,1,0,sage,1
405169,i,0--8044,0--8044,1952,1,0,1,frederick ungar publishing co,1
947740561,i,0--8478,0--8478,2016,1,0,1,acquavella galleries,1
1084876719,i,0--226,0--226,2012,1,1,0,university of chicago press,1
690409332,i,3--211,3--211,2008,0,1,0,springer,1
930876776,i,1--60734,1--60734,2014,1,0,1,imagine publishing,1
1030437328,i,,,2016,0,0,1,wiley,1
883869004,i,0--19,0--19,2014,1,0,1,oxford university press,1
70409383,i,,,1970,0,1,0,methuen,1
913099345,i,,,2014,0,0,1,bloomsbury,1
1028865150,a,,,1994,0,1,0,mysterious press,1
1084780944,a,1--4787,1--4787,2013,0,0,1,outskirts press,1
869052543,a,0--313,0--313,1987,0,1,0,greenwood press,1
2471774,i,,,1970,0,1,0,new american library,1
20331995,a,,,1977,0,1,0,"california state university, fullerton",1
922640139,a,,,1967,0,1,0,oxford university press,1
866887908,i,0--230,0--230,2013,0,1,0,palgrave macmillan,1
900472895,i,1--321,1--321,2014,1,0,1,"university of california, riverside",1
6060733,i,0--14,0--14,1977,1,0,1,penguin books ltd,1
761861435,a,1--4199,1--4199,2010,0,1,0,ellora's cave pub,1
1008758326,i,0--910704,0--910704,1990,1,0,1,w. m. hawley,1
1014278114,i,1--5011,1--5011,2018,1,0,1,scribner,1
225870893,a,0--345,0--345,1984,0,1,0,ballantine,1
646994272, ,,,1967,0,1,0,b. blackwell,1
891407577,a,,,1990,0,1,0,harperpaperbacks,1
891398432,i,1--78284,1--78284,2015,1,0,1,sussex academic press,1
1021289704,i,0--8077,0--8077,2018,1,0,1,teachers college press,1
31118723,a,0--7089,0--7089,1994,0,1,0,linford,1
1084358523,i,1--250,1--250,2019,1,0,1,st. martin's press,1
1036869325,a,,,1953,0,1,0,simon and schuster,1
13824905,i,0--87720,0--87720,1980,0,1,0,amsco,1
1096378096,i,958--781,958--781,2017,1,0,1,editorial pontificia universidad javeriana,1
922528600,i,0--19,0--19,2016,1,0,1,oxford university press,1
1036946396, ,,,1953,0,1,0,"dodd, mead",1
10363483,a,0--8071,0--8071,1984,0,1,0,louisiana state university press,1
79219480,i,,,1967,0,1,0,knowledge publications,1
1047329403,i,0--8173,0--8173,2016,1,0,1,university alabama press,1
908683677,i,0--691,0--691,2014,0,1,0,princeton university press,1
492915075,i,0--7506,0--7506,2005,0,1,0,elsevier,1
2794925,i,0--239,0--239,1967,0,1,0,adams and dart,1
864434273,i,1--62365,1--62365,2011,1,0,1,quercus,1
1060536241,a,0--618,0--618,2004,0,1,0,houghton mifflin,1
1053531187,i,1--912234,1--912234,2017,0,0,1,adonis and abbey publishers ltd,1
1037800338,i,1--351,1--351,2009,1,0,1,psychology press,1
1054787298,i,1--7174,1--7174,2018,1,0,1,createspace independent publishing platform,1
906596376,a,,,1967,0,1,0,heath,1
1052833157,i,0--03,0--03,1965,1,0,1,"holt, rinehart and winston inc",1
864788227,i,0--7582,0--7582,2014,1,0,1,dafina books,1
154226832,a,0--683,0--683,1994,0,1,0,williams and wilkins,1
154741, ,,,1971,0,1,0,hafner pub. co,1
874095010,i,1--4302,1--4302,2013,1,0,1,apress,1
1082366336,i,,,2014,0,1,0,ceu press,1
956672461,i,,,2015,1,0,1,"american bar association, center for professional development",1
965565426,i,1--60357 ;; 1--59953,1--59953,2016,1,0,1,norwood house press,1
600992977,i,1--60705,1--60705,2010,0,0,1,c and t publishing,1
1041232533,i,0--19,0--19,2019,1,0,1,oxford university press,1
757245243,a,,,1969,0,1,0,university of chicago press,1
939502202,a,0--8047,0--8047,2015,0,1,0,stanford university press,1
4539164,i,0--448,0--448,1973,0,1,0,grosset and dunlap,1
16756998,a,1--55504 ;; 0--7451,1--55504,1988,0,1,0,chivers press,1
865074335,i,1--118,1--118,2014,1,0,1,wiley-blackwell,1
1014475990,i,1--78046,1--78046,2017,1,0,1,dunedin,1
491511124,i,0--333,0--333,1984,0,1,0,macmillan press,1
874171816,i,1--315,1--315,2013,1,0,1,routledge,1
7008410,i,0--531,0--531,1980,0,1,0,warwick press,1
1033532268,i,1--78548,1--78548,2018,1,0,1,iste press,1
962752590,i,1--315,1--315,2017,1,0,1,routledge,1
882247995,i,1--306 ;; 1--315 ;; 1--317,1--315,2013,1,0,1,routledge,1
1711225,i,,,1959,1,0,1,"harper and brothers, publishers",1
421940836,a,,,1974,0,1,0,"office of research and monitoring, u.s. environmental protection agency",1
77426114,a,0--665,0--665,1981,0,1,0,d. appleton,1
1056264912,i,0--306,0--306,1970,0,1,0,kennedy graphics,1
1037689229,a,0--415,0--415,2011,0,0,1,routledge,1
10726892,a,0--14,0--14,1984,0,1,0,penguin books,1
859187724,i,1--60078,1--60078,2014,1,0,1,triumph books,1
1057733639,i,0--367,0--367,2019,1,0,1,"routledge, taylor and francis group",1
864483448,i,0--7089,0--7089,1988,0,1,0,f.a. thorpe,1
1023742606,a,0--316,0--316,2016,0,2,0,"little, brown and co",1
1088879374,i,1--911583,1--911583,2018,1,0,1,urbane publications,1
1056523062,i,0--252,0--252,2017,1,0,1,university of illinois press,1
70378726, ,,,1966,0,1,0,clarendon press,1
44671600,a,0--517,0--517,1999,0,1,0,gramercy books,1
6283053,i,0--553,0--553,1980,0,1,0,bantam books,1
950004637,i,1--138,1--138,2016,1,0,1,"routledge, taylor and francis group",1
946616927,u,,,uuuu,0,1,0,w.s. manning,1
932853920,i,0--9575476,0--9575476,2013,1,0,1,pg press,1
317508285,i,0--88776,0--88776,1976,0,1,0,tundra books,1
1031910317,a,1--250,1--250,2006,0,0,1,st. martin's paperbacks,1
904326691,a,0--06,0--06,1992,0,1,0,harperperennial,1
945695767,i,0--309,0--309,2016,1,0,1,national academies press,1
899002276,i,0--08,0--08,1994,1,0,1,academic press,1
503229765,a,0--87857,0--87857,1986,0,1,0,shopsmith,1
835960100,a,1--908800,1--908800,2013,0,1,0,head of zeus,1
5842905,i,0--553,0--553,1979,0,1,0,bantam,1
34382191,a,,,1969,0,1,0,fawcett publications,1
1041125255,i,,,2018,1,0,1,"university of california, san diego",1
960211045,i,1--4849,1--4849,2013,1,0,1,createspace,1
9177179,a,,,1969,0,1,0,"office of the general assembly, united presbyterian church in the united states of america",1
1039432071,a,0--9626829,0--9626829,1991,0,1,0,r.e.i. press,1
921247888,i,1--5148,1--5148,2015,1,0,1,gina la bruyère,1
893673643,i,1--118,1--118,2015,1,0,1,wiley blackwell,1
757429794,a,,,1967,0,1,0,pet library,1
899001062,i,1--4831,1--4831,1972,1,0,1,pergamon press ltd,1
77393811,a,0--665,0--665,1981,0,1,0,j. lane,1
909883438,i,0--8037 ;; 1--101,1--101,2016,1,0,1,dial books for young readers,1
252583786,i,0--19,0--19,1977,0,0,1,oxford university press,1
897508737,i,606--93380,606--93380,2013,1,0,1,punctum,1
44001134,a,0--9625254,0--9625254,1998,0,1,0,horizon business press,1
1031248161,i,0--19,0--19,2018,1,0,1,clarendon press,1
868927968,i,3--0353,3--0353,2014,1,0,1,peter lang,1
918025652,i,,,2015,1,0,1,united nations,1
890326883,i,,,1960,0,1,0,spring books,1
1015345478,a,0--06,0--06,2002,0,1,0,harpertrophy,1
904329795,a,0--933256,0--933256,1988,0,1,0,second chance press,1
919222318,i,1--4997,1--4997,2014,1,0,1,createspace,1
1055450823,i,1--316 ;; 1--107,1--107,2019,1,0,1,cambridge university press,1
501385980,i,,,2005,1,0,1,getty research institute,1
1032363936,a,1--4557 ;; 1--4377,1--4377,2012,0,1,0,elsevier saunders,1
862225594,i,0--15,0--15,1974,1,0,1,harcourt brace jovanovich,1
605962144,a,,,1990,0,1,0,harper perennial,1
757628465,a,,,1994,0,1,0,university microfilms international,1
1071791697,i,0--19,0--19,2017,1,0,1,oxford university press,1
503226640,a,,,1958,0,1,0,"little, brown",1
677056, ,0--520,0--520,1973,0,1,0,university of california press,1
1042239752,a,0--14,0--14,1985,0,1,0,dutton children's books,1
877299134,i,0--7506,0--7506,1992,0,1,0,bh newnes,1
1005755334,i,1--137,1--137,2016,0,1,0,palgrave macmillan,1
958098110,i,1--78470,1--78470,2016,0,0,1,vintage,1
780337208,a,1--4083,1--4083,2012,0,1,0,orchard books,1
639997544,a,0--913276,0--913276,1980,0,1,0,stone wall press,1
74927310,a,,,1998,0,1,0,cq press,1
316551679,a,,,2005,0,1,0,folio society,1
952701430,a,1--882382,1--882382,1996,0,1,0,responsible management inc,1
1052689529,a,0--590,0--590,1998,0,1,0,scholastic,1
299667861,a,,,1971,0,1,0,academic press,1
234105767,a,,,1967,0,1,0,studio publications,1
863039533,i,0--230,0--230,2013,1,0,1,palgrave macmillan,1
1007416781,i,1--4422,1--4422,2016,1,0,1,rowan and littlefield,1
82146753,i,,,1977,0,1,0,catholic university of american press,1
857879039,i,0--7391,0--7391,2014,1,0,1,lexington books,1
496415994,i,0--567,0--567,1999,0,1,0,t and t clark,1
934602401,i,1--316 ;; 1--107,1--316,2015,1,0,1,cambridge university press,1
53301457,a,0--521,0--521,2002,0,1,0,cambridge university press,1
756459333, ,,,1973,0,1,0,kennikat press,1
35273370,a,1--56850,1--56850,1994,0,1,0,chicago plays,1
1041076670,i,1--68221,1--68221,2018,1,0,1,astm international,1
903956290,i,1--4398,1--4398,2014,1,0,1,crc press,1
220707440,a,,,1965,0,1,0,pan,1
65224611,i,,,2006,0,0,1,guideposts,1
904310180,a,1--4755,1--4755,2012,0,2,0,international monetary fund,1
882718156,i,1--928136,1--928136,2014,1,0,1,inheritance publications,1
853618672,i,0--7494,0--7494,2014,1,0,1,kogan page,1
1939119,i,,,1972,0,1,0,m. joseph,1
10059528,a,,,1956,0,1,0,crowell,1
863469154,i,,,2013,0,1,0,american mathematical society,1
1028639806,i,,,1969,1,0,1,chick publications,1
938788701,i,1--5025,1--5025,2014,0,0,1,createspace independent publishing platform,1
77553011,a,0--448,0--448,2007,0,1,0,grosset and dunlap,1
839402942,i,,,2010,1,0,1,robert c. hall,1
905344672,i,0--571,0--571,2014,1,0,1,faber and faber,1
1007411013,i,0--691,0--691,2017,1,0,1,princeton university press,1
43638651,a,0--88019,0--88019,1999,0,1,0,schmul pub. co,1
351324698,a,1--4128,1--4128,2010,0,1,0,transaction publishers,1
